brandname,pid,pname,product_price,product_volume,category
로레알파리,102242,루센트 매직 미라클 비비 크림 SPF21 PA +++,0원,30ml,비비크림
로레알파리,26405,루센트 매직 비비 에센스 SPF19 PA++,"29,000원",20ml,비비크림
로쎄앙,19817,플래티넘 시크릿 비비 프라이머,"29,000원",15ml,비비크림
로쎄앙,19818,워터드롭 비비크림,"32,000원",50ml,비비크림
로얄네이쳐,21314,로얄 비타 글로우 블레미쉬 밤,"48,000원",40ml,비비크림
로얄네이쳐,21313,프리미엄 허벌 블레미쉬 밤 SPF30 PA++,"58,000원",40ml,비비크림
로얄네이쳐,21312,디 오리지널 수딩 블레미쉬 밤 SPF30 PA++,"36,000원",40ml,비비크림
로얄네이쳐,21278,T-700 울트라 마일드 모이스트 BB SPF33 PA+++,"36,000원",50ml,비비크림
로쥬키스,23017,모이스트 업 비비크림,"28,000원",50ml,비비크림
로트리,88838,비비 메이크업 베이스 콤비 SPF40 PA++,"17,000원",25ml,비비크림
로트리,27657,파우더 비비 밤 SPF36 PA++,"29,000원",15g,비비크림
로트리,27661,BB 프라이머 틴티드 컨트롤베이스 SPF40 PA++,"32,000원",50g,비비크림
로트리,27665,퍼펙트 미라클 커버 SPF42 PA++,"34,000원",30g,비비크림
로하셀,91615,미네랄 밸런스드 블레미쉬 뷰티 밤 모이스춰 SPF45 PA+++,"37,000원",40ml,비비크림
로하셀,75989,퍼펙트 피니시 커버 비비 ,"70,000원",50ml,비비크림
로하셀,81823,타임리프 리페어 블레미쉬 비비,"50,000원",40g,비비크림
로하셀,81820,올 데이 래스팅 모이스처 BB 세럼,"45,000원",40ml,"비비크림,메이크업"
로하시스,101262,멀티 쿠션 비비 이엑스 SPF50+ PA+++,"50,000원",15g*2,"비비크림,쿠션타입"
록시땅,36273,이모르뗄 프레셔스 BB크림 SPF30,"60,000원",40ml,비비크림
루나,19272,얼티밋 토탈 액션 비비 SPF36/PA++,"25,000원",45ml,비비크림
루나,49685,브라이트닝 에센스 비비팩트 SPF 50+ PA+++,"33,000원",12.5g,"비비크림,파운데이션"
루나,40902,에센셜 비비 파운데이션 SPF35 PA++,"30,000원",40ml ,"비비크림,파운데이션"
루나,19269,비타 벨벳 비비 밤 SPF30 PA++,"25,000원",8.5g,비비크림
루나,75426,래스팅 비비팩트,"33,000원",12.5g*2,"비비크림,쿠션타입"
루나,19273,센서티브 마일드 비비 SPF20/PA++,"26,000원",45ml,비비크림
루메네,25185,브라이트 나우 비타민 C BB크림 SPF20,"36,000원",50ml,비비크림
루메네,25186,브라이트 나우 비타민C BB세럼,"36,000원",30ml,비비크림
루벨리,24019,워터글로우 비비크림 SPF30 PA++,"20,000원",40ml,비비크림
루비셀,28795,포유 비비 크림 SPF35 PA++,"57,000원",50g,비비크림
르네셀,23696,플라센 블레미쉬 밤 비비 크림,"66,000원",50ml,비비크림
르포렘,59029,퍼펙트 화이트닝 블레미쉬 밤 비비크림,"19,000원",35ml,비비크림
르헤브,28826,스마트 쉐이킹 비비 크림,"32,000원",45ml,비비크림
리리코스,11586,리리코스 마린 레디언스 더블 커버 비비 SPF41/PA++,"40,000원",40ml,비비크림
리본셀,104784,브릴리언트 비비 크림 SPF40 PA++,0원,50ml,비비크림
리브코이,32340,모이스춰 BB 크림,"17,000원",40ml,비비크림
리스킨,50157,RS 비비 선 SPF46 PA++,"28,000원",30ml,비비크림
리스킨,3520,TS 미라클 매트 비비 크림 SPF28 PA++,"34,000원",45ml,비비크림
리스킨,3511,안티링클 스네일 비비 크림 SPF30 PA++,"29,000원",40ml,비비크림
리스킨,3508,솔루션 비비 팩트 SPF50+ PA+++,"54,000원",13g,"비비크림,팩트"
리앤오,104127,워터 랩 썬 비비 SPF40 PA++,0원,15ml*3,비비크림
리얼베리어,101074,익스트림 모이스처 비비 SPF30 PA+++,"28,000원",50ml,비비크림
리엔케이,650,에센스 비비 크림 SPF40 PA++,"45,000원",45ml,비비크림
리엔케이,16811,뉴트리션 비비 크림 SPF30 PA++,"45,000원",45ml,비비크림
리오엘리,651,워터드롭 BB SPF27 PA++,"27,000원",50ml,비비크림
리올코리아(Re:All Korea),100480,비큐셀 안티 블레미쉬 밤,"69,000원",50ml,비비크림
리즈케이,42045,리즈 컬러베일 UV 프로텍션 SPF 50,"35,000원",35ml,비비크림
마녀공장,3264,허벌 후레쉬 모이스트 BB SPF 9 PA++,"33,000원",30g,비비크림
마몽드,104671,토탈 솔루션 비비크림,"23,000원",40ml,비비크림
마몽드,104669,소프트 블러 비비크림,"23,000원",40ml,비비크림
마몽드,6537,슬림 피팅 BB (SPF 35 / PA++),"18,000원",40ml,비비크림
마몽드,6534,토탈 솔루션 모이스처 BB (SPF 35 / PA++),"23,000원",40ml,비비크림
마몽드,6539,토탈 솔루션 에센스 비비밤(SPF 33 / PA++),"25,000원",13g,비비크림
마몽드,104672,데이 릴리프 비비크림,"23,000원",40ml,비비크림
마지스레네,23045,콜라겐 쇽 엑스트라 골드 비비,"58,000원",50ml,비비크림
맥 (MAC),44297,프렙+프라임 BB 뷰티밤 SPF 50 (SPF 50+/PA+++),"48,000원",40ml,비비크림
맥 (MAC),44305,프렙+프라임 BB 뷰티밤 SPF 35 PA+++,"48,000원",40ml,비비크림
맥스클리닉,89067,트리플 허벌 비비 크림 SPF42 PA++,"38,000원",40ml,비비크림
맥스클리닉,87289,톤 업 비비 쿠션 SPF50+ PA+++,"45,000원",13g,비비크림
맥퀸뉴욕,78227,UHD 픽셀 BB 세럼,"26,000원",30g,비비크림
메디엔탈,37875,메디스네일 브라이트 비비크림,"18,000원",45g,비비크림
메디엔탈,29088,메디스네일 리커버리 비비크림 [SPF37/PA++],"32,000원",45g,비비크림
메디필,60984,바이오셀 비비 크림 SPF50+ PA+++,"58,000원",50ml,비비크림
메디힐,98770,라이프코드 프리미엄 비비 SPF30 PA++,"56,000원",45g,비비크림
메이드앤메이크(MADEANDMAKE),92185,올인원 BB 쿠션 SPF50+ PA+++,"33,000원",15g,"비비크림,쿠션타입"
메이블린 뉴욕,2515,퓨어 미네랄 프레시 글로우 비비크림,"22,000원",45ml,비비크림
메이크업헬퍼,26861,내추럴커버 비비 (셀리페어링 비비),"29,000원",40ml,비비크림
메이크업헬퍼,26860,화이트닝 비비 SPF30PA++,"29,000원",50ml,비비크림
멜라루카,51369,BB크림 SPF20 PA++ ,"50,000원",40ml,비비크림
멜비타,3592,로즈 넥타 BB 크림 SPF15,"45,000원",40ml,비비크림
몽니스,93653,프레스티지 썬앤비비 SPF50+ PA+++,0원,50g,비비크림
무슈제이,26134,BB 크림(소프트 비비크림),"16,900원",50g,비비크림
미구하라,2973,비피크림,"37,000원",30ml,"비비크림,베이스프라이머"
미바(미네랄바이오),105393,이온 칼슘 미네랄 비비 크림 SPF50+ PA+++,"30,000원",50ml,비비크림
미샤,5472,미사 금설 기윤 비비 케익 SPF40 PA++,"32,000원",20g,비비크림
미샤,49025,시그너처 컴플렉션 코디네이팅 비비크림 SPF43/PA+++,"29,800원",50ml,비비크림
미샤,20415,시그너처 비비케익 SPF50+ PA+++,"25,800원",18g,비비크림
미샤,5441,M 비타 비비크림 [모이스처],"11,800원",50ml,비비크림
미샤,5442,M 샤이니 비비 크림 SPF27 PA++,"5,800원",20ml,비비크림
미샤,695,M 퍼펙트 커버 비비 크림 SPF42 PA+++,"15,800원",50ml,비비크림
미샤,5480,시그너처 링클 필업 비비크림 SPF37 PA++,"29,000원",44g,비비크림
미샤,5440,M 비타 비비크림 [매트],"11,800원",50ml,비비크림
미샤,26285,링클 필업 비비크림 SPF37 PA++,"29,800원",44g,비비크림
미샤,5473,미사 초보양 비비크림,"27,000원",50ml,비비크림
미샤,26284,컴플렉션 코디네이팅 비비크림 SPF43 PA+++,"29,800원",50ml,비비크림
미샤,694,시그니처 리얼 컴플릿 비비크림 SPF25 PA++,"23,800원",45g,비비크림
미샤,94562, 포어펙션 비비크림 SPF30 PA++,"11,800원",30ml,비비크림
미즈온,84863,워터볼륨 모이스춰 비비크림,"15,000원",500ml,비비크림
미즈온,77268,스네일 리페어 블레미쉬 밤,"18,000원",50ml,비비크림
밀키드레스,73673,트릴베이지 비비 크림,"18,000원",35g,비비크림
바닐라코,14735,퍼펙트 페이스 드레스드 비비 SPF37 PA++,"25,000원",30ml,비비크림
바닐라코,14737,잇 래디언트 글로우 비비 SPF37 PA++,"25,000원",30ml,비비크림
바닐라코,7423,잇 샤이니 쉬머 비비 SPF38 PA++,"22,000원",30ml,비비크림
바닐라코,33694,커버10 퍼펙트 비비 SPF50+ PA+++,"25,000원",30ml,비비크림
바닐라코,14725,네추럴 페이스 퓨리티 비비 SPF35 PA++,"25,000원",30ml,비비크림
바닐라코,14736,프라임 프라이머 비비 SPF37 PA++,"22,000원",30ml,비비크림
바닐라코,703,리얼 페이스 내츄럴 비비크림 SPF31 PA++,"30,000원",35ml,비비크림
바닐라코,702,렛 미 터치드 글로우 비비크림 SPF37 PA++,"30,000원",35ml,비비크림
바닐라코,56313,렛 미 베베 네이키드 비비,"15,000원",30ml,비비크림
바루랩(BARULAB),95027,바루솔 엑스퍼트 벨벳 세럼 비비크림,"29,000원",30ml,비비크림
바비 브라운,37710,비비 크림 SPF35 PA+++,"60,000원",40ml,비비크림
바비로아,29304,오리진 안티 다크닝 글램 비비크림 SPF37 PA++,"20,000원",30g,비비크림
바이손 ,41997,베이비핑크 미네랄BB 크림,"20,000원",20g,비비크림
바이오더마,19030,크레알린 AR BB 크림 SPF30,"31,000원",40ml,비비크림
바이오퍼시픽,88538,후레쉬 블레미쉬 커버 밤,"68,000원",50ml,비비크림
반트 36.5 (VANT 36.5),61513,토탈 BB 크림,"36,000원",50g,비비크림
방앗간화장품,29332,찰떡 보송보송 BB크림 [SPF50/PA+++],0원,0,비비크림
백 투 식스틴(BACK TO SIXTEEN),38376,비비쿠션 SPF50+ PA+++,"24,000원",14g,"비비크림,쿠션타입"
버버리,21649,프레시 글로우 B.B. 크림,"58,000원",30ml,비비크림
버츠비,74423,BB 크림 위드 노니 익스트랙트 SPF 25 PA+++,"36,000원",48.1g,비비크림
베네코스코리아,48469,골드레벨 매직 커버 비비크림 SPF 50+ PA+++,"18,900원",60g,비비크림
베네피트,5629,빅 이지,"56,000원",35ml,비비크림
베니넷,26654,리얼 피팅 비비크림 SPF37 PA++,"25,000원",40ml,비비크림
베리브,88599,뱀부 하이드로 비비크림 SPF25 PA++,"12,000원",45ml,비비크림
벨라,14680,플라워 플라워 비비,"18,000원",15ml,비비크림
벨비죠,21587,멀티액션 콜라겐 BB,"26,000원",50g,비비크림
벨비죠,27797,멀티액션 콜라겐 BB 크림 SPF30 / PA++,"26,000원",50g,비비크림
보나쥬르,22932,블레미쉬밤 더클래식,"9,900원",50ml,비비크림
보나쥬르,22931,언더 커버 비비크림,"18,000원",50ml,비비크림
보브,77205,럭셔리 커버 비비크림 SPF50+/PA++++,"20,000원",50ml,비비크림
보브,76009, 리얼 핏 브이라인 비비,"8,000원",50ml,비비크림
보브,5119,리얼핏 V라인 비비,"10,000원",50ml,비비크림
보브,5048,영커버 쿠셔닝 BB 크림 SPF 37/PA++,"18,000원",30g,비비크림
보브,5082,수분 에센스 비비,"28,000원",50ml,비비크림
보타닉팜,76804,워터풀 세럼 BB 쿠션,"15,300원",15g,"비비크림,쿠션타입"
보테가 베르데(Bottega Verde),24515,센시티브 스킨 BB 펄라이즈드 멀티펄포즈 페이스 플루이드 안티-레드니스 앤 퍼펙션 라이트 텍스처,"29,000원",50ml,비비크림
뷰티모리,73462,크리스탈 BB크림,"28,900원",35ml,비비크림
뷰티피플,40182,프로페셔널 트리플 비비크림 SPF49 PA++,"15,000원",35g,비비크림
브리앙뜨레브,33567,어트랙티브 비비크림,"20,000원",40g,비비크림
브리지트,57285,파이브오일 BB크림,0원,30g,비비크림
브에노,99186,인텐시브 케어 블레미쉬 밤 SPF35 PA++,"48,000원",30g,비비크림
블랙루즈,76249,리얼 핏 커버  비비크림,"13,900원",35ml,비비크림
블랙샷,98732,BB크림 (베이스) SPF50 PA+++,"32,000원",35ml,"비비크림,메이크업베이스"
블리블리(임블리),76670,쫀쫀 물광 비비크림,"26,000원",40ml,비비크림
비디비치,15463,브릴리언트 비비크림 SPF35 PA++,"45,000원",40ml,비비크림
비디비치,15464,브릴리언트 모이스처 BB크림 SPF50+/PA+++,"45,000원",40ml,비비크림
비밸런스,81777,에버글로우 BB크림,"51,500원",40g,비비크림
비쉬,2111,애라BB 미네랄 비비,"35,000원",40ml,비비크림
비쉬,5137,애라 미네랄 비비 크림,"35,000원",40ml,비비크림
비스페라,29638,아쿠아 인텐시브 비비크림,0원,50ml,비비크림
비알,50673,워터풀 비비 ,"70,000원",40g,비비크림
비알워터풀,75256,비비 크림,"49,000원",40g,비비크림
비오레,106395,UV 아쿠아리치 BB 에센스  SPF50+ PA++++,0원,33g,"선블록,비비크림"
비오템,71931,아쿠아수르스 수분 플럼핑 CC,"39,000원",40ml,비비크림
비오템,11381,워터딥 BB크림,"49,000원",30ml,비비크림
비오템,753,화이트 디톡스 비비크림,"49,000원",30ml,비비크림
비욘드,4708,트루 에코 비비 크림,"33,000원",50ml,비비크림
비욘드,33460,엔젤아쿠아 수분 촉촉 비비 SPF20 PA++,"16,000원",40ml,비비크림
비욘드,40662,리얼미네랄 블레미쉬 밤 SPF37 PA++,"18,000원",50ml,비비크림
비욘드,59782,퍼펙트 터치 비비케익,"21,000원",20g,비비크림
비욘드,4713,타임리스 셀리뉴 비비,"24,000원",35ml,비비크림
비욘드,24443,해피 스네일 BB크림 SPF40 PA+++,"17,000원",70ml,비비크림
비욘드,26127,러블리-업 뽀송비비,"13,000원",30ml,비비크림
비욘드,42315,엔젤 스노우 비비 쿠션 SPF50+ PA+++,"20,000원",15g,"비비크림,쿠션타입"
비프루브(VPROVE),100093,더 베이직 오리지널 비비 SPF 30 PA++,"20,000원",40ml,비비크림
비프루브(VPROVE),100094,더마 퓨전 퍼스널 코렉팅 비비,"24,000원",35ml+1.8g,비비크림
비프루브(VPROVE),100091,더 베이직 실키 터치 비비 SPF 30 PA+++,"20,000원",40ml,비비크림
비프루브(VPROVE),100092,더 베이직 롱라스팅 비비 SPF 30 PA+++,"20,000원",40ml,비비크림
빈스캐빈,26621,유기농성분 리얼퓨어 비비 빈 크림,"22,000원",50g,비비크림
빌리프,4364,틴티드 모이스춰라이저 워터드랍 B.B.,"23,000원",30ml,비비크림
빌리프,4363,틴티드 모이스춰라이저 베이직 B.B.,"23,000원",30ml,비비크림
빌리프,4362,틴티드 모이스춰라이저 파우더리 B.B.,"23,000원",30ml,비비크림
삐아,18682,블루밍 오션 풀커버 블랜더블 비비크림 SPF28 PA++,"9,000원",22ml,비비크림
삐아,18676,블루밍 오션 멀티 비비크림 　,"13,000원",50ml,비비크림
삐아,18683,블루밍 오션 캐시미어 터치 비비크림 SPF28/PA++,"9,000원",22ml,비비크림
사임당화장품,21084,단빛멀티에센셜베이스 BB SPF27 PA++,"50,000원",40ml,비비크림
새라제나,24894,804 프레스티지 비비 밤 SPF 15 PA+,"60,000원",9g,비비크림
새라제나,24887,704 오리엔탈 비비크림 SPF 50+ PA+++,"60,000원",35ml,비비크림
샤라샤라,25826,오리지널 비비크림,"8,000원",30g,비비크림
샤라샤라,25820,스네일소스 리페어 비비SPF36/PA++,"21,900원",50ml,비비크림
샤라샤라,25827,탑탤런티드스킨비비,"23,000원",50g,비비크림
샤라샤라,25821,로열 스킨 모이스처 비비,"16,800원",50ml,비비크림
샤라샤라,25828,친절한 금잔꽃 비비,"12,900원",40ml,비비크림
샤라샤라,25822,내추럴샤이닝비비,"23,000원",40g,비비크림
샤라샤라,25824,촉촉한 콜라겐 비비,"12,900원",40ml,비비크림
샤라샤라,25825,로열 스킨 라이트 비비,"16,800원",50ml,비비크림
샤라샤라,25819,로열 스킨 오리지널 비비,"16,800원",50ml,비비크림
샬랑 드 파리,54417,끌렘 드 루나 풀 HD 크림(올킬크림),"48,000원",50ml,비비크림
샹테카이,49185,저스트 스킨 안티 스모그 틴티드 모이스처라이저,"105,000원",50g,비비크림
샹프리,72412,크리스탈 비비크림,"38,000원",-,비비크림
선랩,75259,에어터치 비비쿠션,"28,000원",14g,"비비크림,씨씨크림"
설화수,14784,자정 에센스 비비,"60,000원",30ml,비비크림
세라케어,78184,세라케어 비비크림,"45,000원",40ml,비비크림
세레치피(CellHP),89432,봬유 비비크림,"5,900원",18g,비비크림
세이벨라,75629,비비크림,"50,000원",-,비비크림
셀라피,86010,닥터지움 비비크림,"29,000원",50ml,비비크림
셀라피,93968,닥터지움 BB쿠션 SPF50+ PA++++,"39,000원",15g,"비비크림,쿠션타입"
셀라피,42147,멀티모이스트 저스트 올 비비크림 SPF46 PA++,"35,000원",50ml,비비크림
셀레오페,55441,리얼 핏 멀티 비비 SPF42 PA++,"22,000원",30ml,비비크림
셀레피덤(celepiderme),106050,더마엘릭 퍼펙트 비비 뷰티밤 SPF45 PA+++,"32,000원",50ml,비비크림
셀레피트,95619,유피덤 비비크림 SPF50+ PA+++,"36,500원",30g,비비크림
셀렌덤,105098,샤이닝 에이드 인텐시브 비비크림 SPF45 PA++,"36,000원",150ml,비비크림
셀르엘,21247,비비크림 SPF35 PA++,"56,000원",45ml,비비크림
셀뮬러(CELLMULA),101244,비탈 래디언스 비비크림 플러스 SPF30 PA++,"42,000원",50ml,비비크림
셀본,29896,블레미쉬 밤 비비 크림,"45,000원",50ml,비비크림
셀앤비,27754,에뮤 비비크림,"33,000원",50g,비비크림
셀퓨전씨,22788,더마 블레미쉬 밤 SPF36 PA++,"84,000원",50ml,비비크림
셀퓨전씨,22787,스킨 블레미쉬 밤,"66,000원",50ml,비비크림
셀피움 ,75255,쉴드 선 비비,"35,000원",50ml,비비크림
쉬즈라인,76297,쉬즈 비비크림,"1,000원",10ml,비비크림
슈라멕,10677,블레미쉬 밤 클래식,"66,000원",30ml,비비크림
슈라멕,52469,블레미쉬 밤 퍼펙트 뷰티 플루이드 ,"46,000원",40ml,비비크림
슈라멕,85549,바이오 뷰티 밤(비비크림),"52,000원",50ml,비비크림
슈리에,33403,크리스티앙 W 아우라 비비크림 SPF33 PA++,"48,000원",35g,비비크림
슈에무라,1796,워터 글로우 BB 크림,"55,000원",30ml,비비크림
스와니코코,93227,퍼멘테이션 펩타인 블레미쉬 밤,"45,000원",40ml,비비크림
스와니코코,18196,발효 펩타이드 비비크림,"45,000원",40ml,비비크림
스와니코코,18195,아스타잔틴 비비크림,"28,000원",40ml,비비크림
