category,pid,brandname,pname,num_of_reviews,p_score
bb크림,521454,더마하우스,[더마하우스] 내츄럴 썬비비크림2개 ,1,4.5
bb크림,511769,리르,[리르] 스타일 롤링비비,1,4.0
bb크림,521196,한스킨,[한스킨] 수퍼 플러스 퍼펙트 비비크림 30g 2종,1,4.0
bb크림,516905,리얼스킨,[리얼스킨] 화이트 비타민 톤업크림,1,0.0
bb크림,516565,투쿨포스쿨,[투쿨포스쿨] 아티파이 블랜딩 크림 비비,1,0.0
bb크림,513718,스킨79,[스킨79] 컬러 비비크림 5종,1,0.0
bb크림,524277,스와니코코,[스와니코코] 발효 펩타이드 비비크림,0,0.0
bb크림,522541,세렌디뷰티,[세렌디뷰티] 에센셜 실크 비비,0,0.0
bb크림,521979,틴츄,[틴츄] Vita7 커버 비비 크림,0,0.0
bb크림,521977,틴츄,[틴츄] 스네일 프라이머 비비 크림 ,0,0.0
bb크림,521557,언더20,[언더투앤티] 매팅 비비크림,0,0.0
bb크림,521556,언더20,[언더투앤티] 매티파잉 파운데이션 비비크림 3종,0,0.0
bb크림,520648,로하셀,[로하셀] 퍼펙트 피니시 커버 비비,0,0.0
bb크림,520569,반트삼십육점오,[반트365] 토탈 커버 비비 크림 30g,0,0.0
bb크림,518804,더샘,[더샘] 에코 소울 스킨 웨어 비비 3종,0,0.0
bb크림,518481,아가타,[아가타] 에쌍씨엘 BB&CC 2종,0,0.0
bb크림,516445,스와니코코,[스와니코코] SCB(BB+CC) 브라이트닝 크림,0,0.0
bb크림,514996,투쿨포스쿨,[투쿨포스쿨] BB+컨실러+하이라이터 런치박스,0,0.0
bb크림,513837,스킨79,[스킨79] 스마트 더마 마일드 비비 ,0,0.0
bb크림,513830,토니모리,[토니모리] 스포일러 셀카샷 블러 비비 ,0,0.0
bb크림,513762,그리니프,[그리니프] 산소 버블 마스크 클렌저&콜라겐 필링젤,0,0.0
bb크림,513757,그리니프,[그리니프] 내츄럴 비비크림 ,0,0.0
bb크림,513717,스킨79,[스킨79] 비타 글로우 비비 마스터 2종,0,0.0
bb크림,513709,클라뷰,[클라뷰] 화이트 펄세이션 퍼펙트 커버 컨투어링 SET,0,0.0
bb크림,513588,클라뷰,[클라뷰] 화이트 펄세이션 글로우 비비밤 ,0,0.0
bb크림,513040,엑스오와이,[XOY] 톤 업 비비 워터,0,0.0
bb크림,512815,스킨79,[스킨79] 인텐스 클래식 밤 ,0,0.0
bb크림,512788,스킨79,[스킨79] 더 프레스티지 다이아몬드 비비크림,0,0.0
bb크림,512787,스킨79,[스킨79] 그린 비비크림 SPF40 PA+++,0,0.0
bb크림,525950,라벨영,[라벨영]쇼킹청춘비비크림,0,0.0
bb크림,526141,차앤박,[차앤박] 딥 모이스처 톤업 비비,0,0.0
bb크림,526129,차앤박, [차앤박] 닥터더마BBB,0,0.0
bb크림,518333,미샤,[미샤] 포어펙션 비비크림 2종 ,0,0.0
bb크림,525047,나어릴때,[나어릴때] 모이스처 커버 비비 크림 2종,0,0.0
bb크림,526160,차앤박,[차앤박] 에이클린 포어 컨트롤 비비 30ml,0,0.0
bb크림,521137,보나쥬르,[보나쥬르] 언더커버 비비크림,0,0.0
bb크림,522908,라뮤즈,[라뮤즈] 블레싱 비주얼밤,0,0.0
bb크림,524700,마몽드,[마몽드] 토탈 솔루션 비비크림 40ml 3종,0,0.0
bb크림,524692,마몽드,[마몽드] 소프트 블러 비비 40ml 2종,0,0.0
bb크림,524629,마몽드,[마몽드] 데이 릴리프 비비,0,0.0
bb크림,523850,메디플라워,[메디플라워] 그랜드 솔닷 위장크림 4Color ,0,0.0
bb크림,521103,한스킨,[한스킨] 뉴한스킨 수퍼 라이트 터치 비비 크림,0,0.0
bb크림,526917,한스킨,[한스킨] 뉴한스킨 에어슬립 비비 쿠션 &리필 2종,0,0.0
cc크림,7221,리리코스 마린에너지,[리리코스] 마린 CC크림,43,4.5
cc크림,513565,언파,[언파] 피치미업 톤업 크림 2종,8,5.0
cc크림,508851,에뛰드하우스,[에뛰드] 애니 쿠션 컬러 코렉터 8종,6,4.5
cc크림,516127,에뛰드하우스,[에뛰드] 스윗 푸딩 뽀얀 크림 2종,4,0.0
cc크림,514158,투쿨포스쿨,[투쿨포스쿨] 다이노플라츠 시네마 시티 ,2,5.0
cc크림,517407,샤넬,[샤넬] CC 크림 SPF 50 30ml 2종,1,5.0
cc크림,514619,참존,[참존] 선케어 & 톤업 모음전,1,0.0
cc크림,523720,베쏘네,[베쏘네] 피치어밀크 CC크림,0,0.0
cc크림,522110,로쎄앙,[로쎄앙] 컬러코렉션 CC 크림,0,0.0
cc크림,521926,틴츄,[틴츄] Vita7 미러 씨씨 베이스,0,0.0
cc크림,520701,어글리덕,[이레프 어글리덕] 워터칩 CC 크림,0,0.0
cc크림,520433,반트삼십육점오,[반트365] 펄 CC크림 30ml,0,0.0
cc크림,520329,반트삼십육점오,[반트365] 스노우 밀크 크림,0,0.0
cc크림,518046,순수,[순수] 클리어핏 톤업크림,0,0.0
cc크림,518025,순수,[순수] 순수 퓨어파인 화이트 크림,0,0.0
cc크림,515443,시크릿네이처,[시크릿네이처] 금잔화 머금은 CC쿠션 ,0,0.0
cc크림,511916,스위스퓨어,[스위스퓨어] 토닝 래디언트 CC크림,0,0.0
cc크림,510673,베리썸,[베리썸] 에센스 CC크림,0,0.0
cc크림,520906,코스메티,[코스메티] 티블렌딩 CC 광채쿠션,0,0.0
cc크림,518129,르바통,[르바통] 반반 크림,0,0.0
