Item_Id,Brand,Product,Category,Rating,Reviews,Buy_Again
69859,Origins,Once Upon a Shine - Sheer Fruit Punch,Lip Gloss,4.4,10,0.7
69128,MAC,Isabella Blow,Lipstick,3.7,10,0.6
73116,Jane,Lipkick in Not So Innocent Pink,Lipstick,4.1,10,0.8
69025,Vichy,Oligo 25 Levres,Lip Gloss,3.5,10,0.5
68864,American Beauty,Luxury for Lips in Rose Wonder,Lipstick,4.5,10,0.9
68810,Estee Lauder,Pure Color Crystal - Berry Truffle,Lipstick,4.5,10,0.9
68680,Guerlain,KissKiss - 522 Insolence de Rouge,Lipstick,4.8,10,0.9
68177,Revlon,Super Lustrous Gloss in Spiced Blush LE,Lip Gloss,4.4,10,0.7
71313,MAC,Cremestick Liner -- Creamola,Lip Liners,3.3,10,0.5
72989,L'Oreal,HIP Brilliant Shine Lip Gloss - Enchanting,Lip Gloss,4.2,10,0.8
73858,L'Oreal,HIP - Gallant 728,Lip Gloss,4.0,10,0.7
71165,MAC,Cremestick Lip Liner in Creamkiss,Lip Liners,4.8,10,0.8
76951,Guerlain,Kiss Kiss Maxi Shine - 643 Chocolate Shine,Lipstick,4.1,10,0.7
78501,Stila,Lip Glaze Stick in Apricot,Lip Gloss,3.9,10,0.5
78369,Revlon,Revlon - Coral Me Wild,Lip Gloss,4.7,10,0.8
78174,Stila,Lip Glaze Stick in Grapefruit,Lip Gloss,4.0,10,0.6
77994,MAC,Sweetie Cake,Lips,4.6,10,0.8
77617,Chanel,Aqualumiere 65 BIARRITZ,Lipstick,4.5,10,0.8
77349,MAC,Plum Parfait -Petit Gloss,Lip Gloss,4.2,10,0.8
76460,Milani,Glitzy Glamour Gloss in Struck By Beauty,Lip Gloss,3.7,10,0.7
74304,MAC,Chromeglass in Metalphysical,Lip Gloss,4.1,10,0.8
76112,Rimmel,vinyl jelly lip gloss liner in Tasty,Lip Liners,4.8,10,1.0
76021,Wet 'n' Wild,509A CINNAMON,Lipstick,4.1,10,0.6
75192,Clinique,Colour Surge Lipstick in Rose Spectrum,Lipstick,4.1,10,0.7
74869,Too Faced,Diamond Gloss - Chocolate,Lip Gloss,4.1,10,0.8
74701,Cover Girl,CG Continuous Color in Really Red,Lipstick,3.5,10,0.6
74673,Lancome,Color Design Sheen - Designer Bloom,Lipstick,4.9,10,0.9
71203,Guerlain,Kisskiss - 521 Red Strass,Lipstick,4.6,10,1.0
70953,Bobbi Brown,Lip Sheer - Bare,Lipstick,4.0,10,0.7
61805,L'Oreal,Colour Juice in Chilli Pop,Lip Gloss,4.0,10,0.7
62764,Bon Bons,Lip Juice in Watermelon,Lip Gloss,3.5,10,0.5
64230,Vincent Longo,SPF 15 Lipstain Lipstick - Visuvio Sheen ,Lipstick,4.7,10,0.9
64196,Avon,Kiss Resist Liquid Lip Color,Lip Gloss,1.0,10,0.0
63424,mark,Sun Shells,Lip Gloss,4.1,10,0.7
63120,Rimmel,1000 Kisses Stay on Lip Liner - Cappuccino,Lip Liners,4.3,10,0.8
63048,Bon Bons,flavored lip juicer- -all flavors,Lip Gloss,4.2,10,0.9
63035,Revlon,ColorStay Overtime Sheer Lipcolor Sheer Petal,Lip Gloss,2.9,10,0.4
62569,Prescriptives,Moonbeam Reflective Lipgloss in Twinkle,Lip Gloss,4.3,10,0.7
64477,MAC,Moderne,Lipstick,3.9,10,0.6
62533,Chanel,Le Crayon Gloss - Rose Honey,Lip Liners,4.0,10,0.7
62481,Shiseido ,Pretty Pink G14,Lip Gloss,3.2,10,0.5
62270,Physicians Formula,Plump Palette Nudes,Lips,3.8,10,0.7
62256,Bonne Bell,Ice Creamies in Banana Split,Lip Gloss,4.2,10,0.8
62186,Dior,Addict Lip Gloss -  A Treat of Lollipops - 271,Lip Gloss,4.1,10,0.6
61961,New York Color,Pencil and Pout -Parfait,Lip Gloss,3.8,10,0.8
64351,Stila,Lip Shine in Rosey Shine ,Lip Gloss,3.9,10,0.6
64806,Cargo,Ipanema lipgloss,Lip Gloss,3.9,10,0.8
70939,Milani,Lottalip,Lip Gloss,4.4,10,0.9
66446,Bath and Body Works,Goldie Lip Kit in Pinkie,Lips,4.1,10,0.7
67669,MAC,Pro Longwear Lustre Lip Colour - Preensheen,Lipstick,4.0,10,0.8
67117,MAC,Punkin,Lipstick,3.9,10,0.6
67016,Max Factor,Colour Perfection in Chocolate 969,Lipstick,4.8,10,0.9
67005,MAC,Trot on,Lip Treatments,3.3,10,0.5
66663,Physicians Formula,Plump Palette,Lips,4.0,10,0.7
66454,Mary Kay,Mary Kay Signature Amber Suede Lipstick,Lips,4.4,10,1.0
66106,Cover Girl,Smoothwear Liptint - Peachy Sheen,Lips,4.6,10,1.0
64969,Prescriptives,Moonbeam Reflective Gloss in Planetary,Lip Gloss,4.5,10,0.8
66025,Revlon,ColorStay OverTime Lipcolor in Perpetual Pink,Lipstick,2.3,10,0.3
65567,Bare Escentuals,Harp lipgloss,Lip Gloss,3.8,10,0.7
65527,Dior,Diorkiss in Blueberry Muffin,Lip Gloss,3.5,10,0.6
65452,L'Oreal,Colorjuice- Bali Dancer,Lip Gloss,4.4,10,0.8
65337,Bobbi Brown,Lipcolor - Rum Raisin,Lipstick,4.3,10,0.5
65153,Sephora ,Stain and Shine,Lips,4.2,10,0.8
39352,mark,De-Luscious Lip Pot - Posh,Lip Gloss,4.1,10,0.9
38733,Bare Escentuals,Lipstick - Yumi,Lipstick,3.8,10,0.7
38664,Vasanti,Lipsticks,Lipstick,4.1,10,0.7
13406,Maybelline,"Wet Shine Diamonds in ""Honeymoon Heather""",Lipstick,3.7,10,0.5
16208,MAC,Spice-ickle Lipstick,Lipstick,4.1,10,0.9
15997,Almay,Lip Vitality- #64,Lipstick,4.7,10,1.0
15777,Shiseido ,"The Makeup Lip Liner Pencil ""Sepia on Ice"" #2",Lip Liners,4.4,10,0.9
15739,Smashbox,Lip Brilliance in LightBox,Lips,4.6,10,0.9
15593,Bonne Bell,Lipsmacker in Wild Raspberry,Lip Gloss,3.5,10,0.6
14257,Maybelline,Lip Polish in Baby Mauve,Lip Gloss,3.7,10,0.6
12515,Paula Dorf,lipsicle,Lip Gloss,4.1,10,0.8
17363,MAC,Lip Liner in Grape,Lip Liners,3.2,10,0.3
12270,Ocean Potion ,Ocean Potion Lip Potion SPF45,Lips,3.5,10,0.6
11987,Wet 'n' Wild,Liner #715,Lip Liners,4.5,10,0.9
11768,L'Oreal,Crystal Shine lipsticks,Lipstick,3.8,10,0.9
11584,Mary Kay,Signature Cream Lipstick in Frosted Rose,Lipstick,3.8,10,0.7
11357,NYX Professional Makeup,Brush on Gloss- BG-101 Frosted Beige,Lip Gloss,4.1,10,0.6
11078,Wet 'n' Wild,Megacolors Lipstick - 512A - Naked Sands,Lipstick,3.9,10,0.7
16962,English Ideas,Lip Last ,Lip Treatments,3.3,10,0.6
17474,Bloom,lipstick in Sweet Pea,Lipstick,4.3,10,0.9
10264,Chanel,Infrarouge lipstick in Nude,Lipstick,4.0,10,0.6
20762,Clinique,Different Lipstick in Twinkle,Lips,4.2,10,0.8
22322,Cargo,Oulu,Lip Gloss,4.1,10,0.8
22118,L'Oreal,Endless Lipstick in Really Rose,Lipstick,3.9,10,0.9
21707,Maybelline,Wet Shine Diamonds - Marquise Peach,Lipstick,4.1,10,0.9
21407,L'Oreal,Glass Shine in Crystal Sparkle,Lip Gloss,3.5,10,0.6
21266,LORAC,Jennifer Lipstick,Lipstick,4.3,10,0.9
21199,MAC,Lipstick-Miss Dish,Lipstick,4.3,10,0.9
20523,Smashbox,Lip Enhancing Gloss - Star,Lip Gloss,4.6,10,0.8
17605,Paula's Choice,Exfoliating Treatment,Lip Treatments,3.1,10,0.6
20261,Lola Cosmetics,Lip Gloss in Lust,Lip Gloss,4.2,10,0.8
20103,Dior,Plastic Shine in Red Cheer,Lip Gloss,4.7,10,0.7
18815,Cover Girl,Bistro Burgundy,Lipstick,3.0,10,0.4
18781,Stila,Convertible -lip color-all,Lips,3.1,10,0.6
18712,Elizabeth Arden,Eight Hour Sheer Tint SPF 15- Chestnut 03,Lipstick,3.3,10,0.4
17609,Clinique,Divine Shine Liquid Lipstick,Lip Gloss,3.1,10,0.4
10618,Almay,Stay Smooth Anti-Chap Lipcolor,Lips,4.4,10,0.8
9938,Sugar Cosmetics,Sugar Shine Lip Gloss,Lip Gloss,3.5,10,0.6
22602,Rimmel,Sheer Temptation - Desire,Lipstick,4.0,10,0.8
4372,Jane,Lip kick liquid lipstick,Lip Gloss,3.8,10,0.7
2686,Dior,Sheer Lipsticks,Lipstick,4.2,10,0.9
2470,Streetwear,Lipstick,Lipstick,4.0,10,0.8
4141,Philosophy,Lip Laquer,Lip Gloss,3.0,10,0.3
3904,Agnes B.,Super Gloss,Lip Gloss,4.0,10,0.9
3448,Mojave Magic ,TLC,Lipstick,4.6,10,0.9
4373,Jane,Lickety stix,Lip Gloss,3.4,10,0.8
4252,Versace,2000 lights on lips gloss,Lip Gloss,4.6,10,1.0
2806,BeneFit Cosmetics,Dancing Darling Lip Sparkle,Lips,2.9,10,0.2
4216,Maybelline,Kissing Potion,Lip Gloss,3.4,10,0.5
1974,Lord & Berry,Ultimate Lipliners,Lips,4.3,10,0.8
1811,Face Stockholm,Matte Lipstick,Lipstick,4.2,10,0.9
1553,Tarte,Lip Balm,Lips,3.4,10,0.6
1219,Club Monaco Beauty,Lipgloss in Orbit,Lip Gloss,4.0,10,0.8
671,Bobbi Brown,ColorOptions LipLacquer,Lip Gloss,2.5,10,0.3
2788,Lord & Berry,Brilliance Lip Gloss,Lips,2.5,10,0.4
3268,Jane,Quick Stix Lip Pencil,Lip Liners,3.6,10,0.6
9699,Maybelline,Gloss Twist Lip Shine,Lip Gloss,4.1,10,0.9
5080,Rocket City,Take Me To Your Leader Lip Gloss Compact,Lips,4.1,10,0.7
9552,L'Oreal,Endless Lipstick in Crimson Joy,Lipstick,4.3,10,0.9
9535,Wet 'n' Wild,Lipstick - 518B Whispering Dunes,Lipstick,4.5,10,1.0
6202,Cargo,lipstick in Cloud nine ,Lipstick,4.2,10,0.7
5578,Bobbi Brown,Ruby Stain lipstick,Lipstick,4.1,10,0.9
5577,Bobbi Brown,Cranberry Stain lipstick,Lips,4.3,10,0.8
5205,Lancome,Glossicles (4 Juicy Tubes Holiday Set),Lip Gloss,4.3,10,0.9
4592,Hard Candy,lip plumping lipstick,Lipstick,2.5,10,0.3
7348,The Body Shop,Hemp LipBalm (Tin),Lips,3.3,10,0.6
6848,Stila,Lip Polish in Gleam,Lip Gloss,3.4,10,0.7
6843,Lancome,Rouge Sensation in Sun Blush,Lipstick,4.3,10,0.8
6581,Stila,Sport Bare Pink and Bare Rose,Lipstick,4.1,10,0.8
8368,Stila,Lip Glaze Palette,Lip Gloss,4.4,10,0.7
8202,Vincent Longo,Afresco-Matic Gloss,Lip Gloss,2.6,10,0.3
8196,Victoria's Secret,Suede touch modern matte lipstick,Lipstick,4.0,10,0.8
22384,MAC,Glitter Lipglass Lip Gloss,Lip Gloss,4.0,10,0.6
22824,Bloom,Deep Coral ,Lip Gloss,3.8,10,0.8
37930,mark,Grin and Bare It  - Half Dressed,Lip Gloss,4.0,10,0.9
30149,Trish McEvoy,Glaze Lipstick,Lipstick,4.7,10,0.9
33309,Milani,Mystique Mauve,Lipstick,4.8,10,0.9
33296,Revlon,Sheer Lipglide - Burgundy,Lip Gloss,3.7,10,0.8
33105,Estee Lauder,Pure Color Crystal Lipgloss with Liquid Prisms - Kaleidoscope Pink 313,Lip Gloss,3.1,10,0.4
33093,Giorgio Armani,Sheer Lipstick #8,Lipstick,4.5,10,0.9
30497,Avon,Country Fair Lip Balm - Cherry Ice,Lip Treatments,3.6,10,0.7
30355,Giorgio Armani,Smooth Silk Lip Pencil #2,Lip Liners,4.2,10,0.7
29851,Stila,Marisa,Lipstick,4.5,10,0.9
33484,Pop Beauty,Mini Lip Gloss Trio ,Lip Gloss,3.8,10,0.8
29834,Bloom,Lip Gloss in Raspberry,Lip Gloss,4.1,10,0.9
29733,The Body Shop,Lip Liner,Lip Liners,4.6,10,0.9
29515,Bonne Bell,Lip Frosting Berry Surprise,Lip Gloss,3.5,10,0.5
32044,Shiseido ,The Makeup Lip Pencil,Lip Liners,4.7,10,0.9
31792,Estee Lauder,All Day Lipstick Frosted Apricot,Lipstick,4.5,10,0.9
31763,L'Oreal,Glass Shine - Bronze Radiance,Lip Gloss,3.5,10,0.7
33440,Yves Rocher,Luminelle lipstick,Lips,3.9,10,0.6
33492,DuWop,Shades of Venom (DuWop Lipstick) in Nightshade,Lipstick,4.0,10,0.7
31151,Estee Lauder,Plastique Red Pure Color Lip Vinyl,Lip Gloss,4.3,10,0.9
36073,Kevyn Aucoin,The Expert Lip Color - Samilke,Lipstick,4.4,10,0.9
37928,mark,Grin and Bare It  - Better than Bare,Lip Gloss,4.3,10,0.8
37926,mark,Grin and Bare It ,Lip Gloss,4.1,10,0.7
37738,L'Oreal,Colour Riche in Spice,Lipstick,3.9,10,0.7
37371,Stila,Lip Polish Varnish,Lip Gloss,3.7,10,0.5
36982,Maybelline,Wet Shine Diamonds - Mauvey Rocks,Lipstick,4.3,10,1.0
36673,Smashbox,smashing Raspberry Kreme,Lipstick,4.4,10,0.9
35668,Urban Decay,Lucky Pleather Pencil,Lipstick,3.8,10,0.7
34364,LORAC,Sheer Lipstick- Nude,Lipstick,4.1,10,0.7
35227,Fasio,Lip Gloss,Lip Gloss,3.9,10,0.7
35171,Jane,Lip Polish -Earth Sign,Lip Gloss,4.0,10,0.7
34669,Kevyn Aucoin,The Expert Lip Tint - Enchantaberry,Lipstick,4.1,10,0.8
34619,Chanel,Precision Lip Definer- Desert,Lip Liners,4.1,10,0.8
34508,Giorgio Armani,Sheer Lipstick #18,Lipstick,4.5,10,0.8
34400,MAC,Lacquer in Mellowing,Lip Gloss,3.8,10,0.7
31632,Giorgio Armani,Shine Gloss #4,Lip Gloss,4.9,10,1.0
30911,Isadora,Express Star Gloss in Reflecting Blackberry,Lip Gloss,4.6,10,0.9
22926,Bobbi Brown,Creamy Lip Liner-  Buff,Lip Liners,4.5,10,0.9
24525,Prestige,Lipstick in Pout,Lipstick,2.9,10,0.4
25602,Bourjois,Effet 3-D Glossy Lipstick Orange Tonic 58,Lip Gloss,4.5,10,0.9
25543,Bonne Bell,Lip Shake in Raspberry Orange Riot,Lip Gloss,2.2,10,0.3
25339,Bobbi Brown,Lip Shine- Blackberry,Lipstick,4.5,10,0.8
25236,Cover Girl,Outlast Pearl in Nude Pearl,Lipstick,4.1,10,0.7
24924,Revlon,Moisturous Lipcolor in Rose Nectar,Lipstick,4.1,10,0.8
24743,Lola Cosmetics,Gloss Menagerie,Lip Gloss,4.0,10,0.6
24123,L'Oreal,Colourjuice Pink Lollipop,Lip Gloss,3.5,10,0.5
25840,Revlon,ColorStay Ultimate Liquid Lipstick in Ultimate Wine,Lipstick,2.4,10,0.2
24116,Bloom,Lip Gloss in Iridescent,Lip Gloss,4.1,10,0.7
23996,Neutrogena,Lip Nutrition,Lip Treatments,3.0,10,0.5
23918,Laura Mercier,Lip Kisses ,Lipstick,3.9,10,0.7
23571,MAC,VISTA,Lipstick,4.2,10,0.8
23010,Smashbox,Smashing Fire,Lip Gloss,4.2,10,0.8
22975,Bobbi Brown,Plum Berry lipstick,Lipstick,4.5,10,0.9
25839,Apt.5 Cosmetics,Lipgloss #04,Lip Gloss,4.2,10,0.8
26242,Bonne Bell,lip Burst - Fresh Peach,Lip Gloss,3.5,10,0.6
30596,Bloom,Lip Glaze in Glisten,Lip Gloss,3.4,10,0.4
27799,English Ideas,Lip Enhance pencil,Lip Liners,4.5,10,0.9
29318,Shiseido ,Staying Power Moisturizing Lipstick,Lipstick,4.2,10,0.8
29230,Bonne Bell,Boysenberry Ruby Lip Smacker,Lip Gloss,3.9,10,0.7
29222,Milani,Malt Mocha,Lipstick,4.5,10,0.9
29118,Too Faced,Juicy Jewels-Ruby Rocks,Lip Gloss,4.3,10,0.8
28823,Milani,Double Espresso,Lipstick,4.4,10,0.8
28342,L'Oreal,Rouge Pulp in Blushing,Lips,4.4,10,0.9
27677,Bonne Bell,Lip frosting in Pink 'Nilla Mint,Lip Gloss,4.7,10,1.0
26458,Estee Lauder,Pure Color Lipstick - Pure Eden,Lipstick,4.8,10,0.9
27577,Avon,Shine Divine Luminous Lipcolor,Lipstick,4.6,10,1.0
27508,Chanel,Pulsion Hydrabase Lipstick,Lipstick,4.4,10,0.8
27475,Maybelline,Wet Shine Liquid Diamonds in Pixie Kisses,Lip Gloss,4.2,10,0.8
27457,Laura Mercier,Petal Lip Glace,Lip Gloss,4.4,10,0.9
27293,Laura Mercier,Lip Kisses in Rose Quartz,Lipstick,4.5,10,0.8
26877,Dior,Diorific La Dolce Vita Rouge,Lipstick,4.5,10,0.9
78592,Chanel,Rouge Allure in Evocation,Lipstick,4.6,10,0.9
34834,Too Faced,Juicy Jewels in Platinum Peach,Lip Gloss,4.7,10,0.9
78746,MAC,Mlle,Lipstick,4.4,10,0.8
140244,Bobbi Brown,Lip Color - Pink Mauve 49,Lipstick,3.9,10,0.6
141644,Tom Ford,Private Blend in True Coral,Lipstick,4.3,10,0.6
141254,Rimmel,Moisture Renew - Summer Angel,Lipstick,4.1,10,0.8
141203,L'Oreal,Infallible Le Rouge - Unending Kiss 112,Lip Treatments,4.1,10,0.9
140741,Clinique,Different Lipstick - Glazed Berry,Lipstick,3.3,10,0.5
140414,e.l.f., Studio Conditioning Lip Balm SPF 15 - Peaceful Pink,Lip Treatments,3.2,10,0.5
140364,NARS,Tzigane,Lipstick,4.0,10,0.8
140131,Cover Girl,NatureLuxe Gloss Balm - Coral,Lip Gloss,3.7,10,0.6
142580,e.l.f.,Basic lipstick in Gypsy,Lipstick,4.7,10,0.9
144722,Kiehl's,Lip Balm #1 Mango,Lip Treatments,3.4,10,0.5
144052,Maybelline,Color Sensational High Shine Fruit Punch,Lipstick,4.0,10,0.7
143440,Maybelline,Color Sensational - Fifth Avenue Fuchsia,Lipstick,4.6,10,0.9
142838,Rimmel,Lasting Finish - Nostalgia,Lipstick,4.2,10,0.8
140009,Gabriel,Gabriel Color Lipstick,Lipstick,4.6,10,0.9
139463,MAC,Kissable Lipcolour in Super,Lip Gloss,4.0,10,0.8
141833,Laura Mercier,Gel lip color,Lipstick,4.4,10,0.8
145189,MAC,Geo PInk,Lip Gloss,4.3,10,0.7
139356,L'Oreal,Infallible Lipstick - Opulent Organza 812,Lipstick,4.0,10,0.7
149243,Blistex,Cold & Allergy Lip Soother,Lip Treatments,4.5,10,1.0
159878,Maybelline,Color Whisper in Petal Rebel,Lipstick,3.6,10,0.5
151377,Burt's Bees,Lip Shimmer - Cherry,Lips,4.6,10,0.8
150984,Victoria's Secret,Smooth FX Lip Scrub,Lip Treatments,4.8,10,1.0
150455,Rimmel,Lasting Finish by Kate Moss - 07,Lipstick,3.9,10,0.6
149736,Make Up For Ever,Rouge Artist Intense- 'Moulin Rouge',Lipstick,4.5,10,0.8
149701,MAC,A Perfect Day,Lipstick,4.5,10,0.7
147281,BeneFit Cosmetics,Ultra Shines - Spiked Punch,Lip Gloss,3.6,10,0.4
145229,Make Up For Ever,Lab Shine - Star Collection,Lip Gloss,4.1,10,0.7
146831,MAC,Sheen Supreme Lipstick - Insanely It!,Lipstick,4.5,10,0.9
146783,Make Up For Ever,Rouge Artist Intense #22,Lipstick,4.8,10,1.0
146713,Chanel,Rouge Allure Velvet # 39 La Somptueuse,Lipstick,4.0,10,0.8
146405,MAC,Runaway Red,Lipstick,4.6,10,0.6
146308,Clinique,Lip Duo in Black Honey,Lip Gloss,3.7,10,0.5
145873,Yves Saint Laurent,Volupte Sheer Candy - Luscious Cherry #06,Lips,5.0,10,1.0
139432,MAC,Something New (Stylishly Yours Collection),Lipstick,4.1,10,0.6
138975,Unlisted Brand,Whole Foods Vanilla Honey Lip Balm,Lip Treatments,4.5,10,0.9
151982,Catrice,Ultimate Shine,Lipstick,4.4,10,1.0
127514,L'Oreal,sunwash 857,Lipstick,5.0,10,1.0
132842,Giorgio Armani,Rouge d'Armani Beige 102,Lipstick,4.3,10,0.7
132712,MAC,Funbathing,Lipstick,4.6,10,0.8
132295,Kat Von D,Studded Kiss Lipstick - A Go Go,Lipstick,4.4,10,0.6
131683,MAC,Cremesheen Glass - Deelight,Lip Gloss,5.0,10,1.0
131283,Ulta,Brilliant Color Gloss- Any/All,Lip Gloss,4.3,10,0.9
131021,SoftLips,Softlips PURE 100% Natural Lip Tint,Lips,3.1,10,0.5
127177,Guerlain,Rouge G - Gracia 66,Lipstick,4.4,10,0.9
133255,Maybelline,Color Sensational Pearl - Twinkle,Lipstick,3.7,10,0.8
127042,MAC,Dream,Lipstick,4.4,10,0.9
126585,Illamasqua,Brink,Lipstick,4.1,10,0.7
126583,Illamasqua,Fable,Lipstick,3.9,10,0.7
126268,BeneFit Cosmetics,full finish lipstick in La La Land,Lipstick,4.1,10,0.9
130299,Revlon,Colorburst - Sienna 055,Lipstick,4.4,10,0.7
130226,MAC,Ember Glow,Lip Gloss,4.8,10,1.0
133157,Stila,Rasberry Crush Lip & Cheek Stain,Lips,2.9,10,0.5
133480,Illamasqua,Underworld (iridescent),Lipstick,3.8,10,0.5
138190,Max Factor,Xperience Sheer Gloss Balm,Lipstick,4.5,10,1.0
136354,Shiseido , Perfect Rouge - RS701 Serenity,Lipstick,4.6,10,0.8
138183,L.A. Girl,Luxury Creme Lip Color,Lipstick,3.9,10,0.8
137935,Obsessive Compulsive Cosmetics,Lip Tar - Stalker,Lips,4.7,10,0.9
137656,New York Color,Lip Sliders Tinted Lip Balm - Sugar Coated,Lips,4.1,10,0.8
137333,MAC,Pro Longwear Lipcreme in Unlimited,Lipstick,4.0,10,0.5
136577,Rimmel,Moisture Renew - Red Alert,Lipstick,4.4,10,0.8
136525,MAC,Wrong Spell Lipglass ( Venomous Villains ),Lip Gloss,3.4,10,0.7
134274,Skinfood,Fresh Fruit Lip & Cheek,Lip Gloss,4.3,10,0.8
133765,Maybelline,Color Sensational Pearl - Sugared Almond,Lipstick,3.3,10,0.6
134240,Canmake,Nudy Glow Rouge,Lip Gloss,3.4,10,0.8
134142,Badger,Tinted Lip Balm,Lips,3.2,10,0.5
134010,MAC,All Styled Up,Lipstick,4.6,10,0.9
133950,e.l.f.,Mineral Lipstick in Rosy Raisin,Lipstick,3.1,10,0.4
133896,MAC,Call My Bluff,Lipstick,3.8,10,0.6
133866,Besame,Enchanting Lipstick in Red Hot Red,Lipstick,4.7,10,0.8
160790,NARS,Velvet Matte Lip Pencil - Never Say Never ,Lipstick,4.2,10,0.7
153255,Bioderma,Atoderm Stick L̻vres lip balm stick,Lip Treatments,3.1,10,0.6
129090,MAC,Radiccio,Lipstick,3.7,10,0.4
197694,L'Oreal,Colour Riche Shine Lipstick,Lipstick,3.9,10,0.6
186306,Tarte,Rainforest of the Sea Quench Lip Rescue,Lip Treatments,2.7,10,0.2
185793,MAC,"Viva Glam, Ariana Grande",Lipstick,3.4,10,0.3
184440,Unlisted Brand,LaSplash Cosmetics Lip Couture,Lipstick,2.1,10,0.2
183948,Kat Von D,Everlasting Liquid Lipstick Exorcism,Lipstick,3.2,10,0.5
183207,NYX Professional Makeup,Whipped Lip & Cheek Souffle,Lip Gloss,3.8,10,0.6
183038,Maybelline,Color Sensational Creamy Mattes Divine Wine,Lipstick,4.3,10,0.7
195193,NARS,Powermatte Lip Pigment,Lipstick,4.1,10,0.7
12556,Lancome,Rouge Sensation in Mars,Lipstick,4.5,10,0.9
193974,Dior,Lip Tattoo Long-Wear Colored Tint,Lips,2.0,10,0.2
189494,Urban Decay,Backtalk Vice Lipstick (comfort matte),Lipstick,3.9,10,0.7
189200,Unlisted Brand,Beauty Bakerie - Lip Whip Liquid Lipstick,Lipstick,4.5,10,0.9
188889,Unlisted Brand,HANALEI LIP TREATMENT,Lip Treatments,4.9,10,1.0
181796,Estee Lauder,Pure Colour Envy Liquid Lip Potion,Lip Gloss,3.6,10,0.4
179298,NYX Professional Makeup,Matte Lipstick- Eurotrash ,Lipstick,4.7,10,1.0
1689,Club Monaco Beauty,Lipstick in Beam,Lipstick,4.9,10,1.0
21501,Rocket City,Galactic Gloss in Rockin,Lip Gloss,4.2,10,0.9
178815,Fresh,Sugar Lip Treatment Nude,Lip Treatments,3.1,10,0.2
118072,Caudalie,Lip Conditioner Stick for Dry Sensitive Lips,Lips,4.9,10,1.0
79056,Revlon,Super Lustrous Blush Chrome,Lipstick,4.2,10,0.7
159944,Milani,Color Statement Lipstick-Red Label,Lipstick,4.5,10,0.9
158828,New York Color,Applelicious Glossy Lip Balm -- Apple Plum Pie,Lip Gloss,4.9,10,1.0
153471,Make Up For Ever,Lip Line Perfector (colorless),Lip Liners,4.8,10,1.0
150831,Yves Saint Laurent,Rouge Pur Couture Glossy Stain 17 Encre Rose,Lips,4.1,10,0.7
136887,Unlisted Brand,nyc/lipstick/blossom,Lipstick,4.1,10,0.6
113646,Buxom,Lips Big and Healthy Lip Polish - Ruby,Lip Gloss,4.6,10,0.8
23881,Wet 'n' Wild,Megaslicks Lip Gloss #575,Lip Gloss,2.8,10,0.5
97394,Victoria's Secret,Heidi Klum Very Sexy Perfect Lipstick - Heidi,Lipstick,3.6,10,0.6
162110,Revlon,Super Lustrous Lip Gloss in Snow Pink 205,Lip Gloss,3.9,10,0.6
66387,Unlisted Brand,Sexpot Cosmetics Lip Plumping Gloss,Lip Treatments,2.0,10,0.3
36328,Bonne Bell,Strawberry Kiwi Comet LipSmacker,Lip Gloss,4.1,10,0.6
33826,NARS,Rain,Lip Treatments,3.6,10,0.6
28131,MAC,Cream lipstick in Rizzo,Lipstick,3.6,10,0.9
179262,Lancome,Shine Lover,Lipstick,4.2,10,0.8
178777,Revlon,HD Laquer Lip Gloss,Lip Gloss,4.6,10,0.9
153639,Maybelline,Baby Lips in antioxidant berry,Lip Treatments,4.4,10,0.9
159155,Maybelline,Baby Lips in Pink Wink,Lips,3.3,10,0.5
165587,Urban Decay,Revolution Lipstick in Streak,Lipstick,4.2,10,0.8
164775,Bite Beauty,High Pigment Matte Pencil in Pomegranate,Lipstick,4.2,10,0.8
164530,Marc Jacobs,Lust for Lacquer - Lip Vinyl Sheer,Lip Gloss,3.3,10,0.5
163375,Tatcha,Camelia Nourishing Lip Balm,Lip Treatments,2.8,10,0.6
163192,NYX Professional Makeup,pump it up lip plumper KIM,Lip Gloss,3.4,10,0.5
162105,Juice Beauty,Reflecting Gloss,Lip Gloss,3.1,10,0.5
157440,L'Oreal,Colour Riche Caresse Wet Shine Stain - Pink Resistance 183,Lip Gloss,3.4,10,0.4
167082,Obsessive Compulsive Cosmetics,Lip Tar - Black Metal Dahlia,Lips,4.6,10,1.0
156529,e.l.f.,Tea Rose,Lip Liners,4.8,10,1.0
156253,Wet 'n' Wild,Megashield SPF 15 Bare-ly Legal,Lipstick,4.1,10,0.7
155558,Obsessive Compulsive Cosmetics,Lip Tar - Hush,Lipstick,2.9,10,0.1
154272,Too Faced,La Creme Lipstick - Razzle Dazzle Rose,Lipstick,3.8,10,0.4
154007,Make Up Academy (MUA) ,MUA - Lipstick in Juicy 15,Lipstick,2.8,10,0.6
153839,The Body Shop,Born Lippy - Pomegranate,Lip Treatments,3.7,10,0.8
165825,BeneFit Cosmetics,Sugarbomb,Lip Gloss,3.9,10,0.7
167722,Unlisted Brand,NYC Applelicious Glossy Lip Balm,Lips,3.1,10,0.4
176085,Bite Beauty,Matte Creme Lip Crayon GLACE,Lipstick,3.9,10,0.6
172951,Kat Von D,Studded Kiss Lipstick - Coven,Lipstick,2.5,10,0.2
175680,Kat Von D,Studded Kiss Lipstick - Wolvesmouth,Lipstick,3.6,10,0.6
