Item_Id,Brand,Product,Category,Rating,Reviews,Buy_Again
557,Burt's Bees,Beeswax Lip Balm,Lip Treatments,3.7,3684,0.66
912,Smith's Rosebud Salve,Smith's Rosebud Salve (tin),Lip Treatments,3.8,2299,0.67
140186,Maybelline,Baby Lips Lip Balm,Lip Treatments,3.5,1632,0.63
121966,eos,Lip Balm Sphere - Summer Fruit,Lip Treatments,3.3,1275,0.55
6038,Clinique,Almost Lipstick - Black Honey,Lipstick,4.1,1216,0.74
988,DuWop,Lip Venom,Lip Gloss,2.9,1116,0.4
615,Kiehl's,Lip Balm #1,Lip Treatments,3.3,1098,0.53
17764,Carmex,Lip Balm,Lip Treatments,4.0,1085,0.77
1176,Lancome,Lancome Juicy Tubes,Lip Gloss,3.4,1054,0.57
9953,Bonne Bell,Dr. Pepper lipsmackers,Lip Gloss,4.3,1018,0.85
5916,MAC,Lipglass in Prrr,Lip Gloss,4.1,858,0.74
28960,MAC,Nymphette lipglass,Lip Gloss,4.3,766,0.79
88834,Burt's Bees,Replenishing Lip Balm with Pomegranate Oil ,Lip Treatments,3.8,753,0.67
36501,MAC,Retro Matte - Ruby Woo,Lipstick,4.4,694,0.83
4612,MAC,Russian Red,Lipstick,4.6,672,0.86
71354,Burt's Bees,Honey Lip Balm,Lip Treatments,3.0,656,0.45
45515,MAC,Viva Glam V,Lipstick,4.3,638,0.76
36762,Rimmel,Lasting Finish - Airy Fairy,Lipstick,3.9,619,0.71
5957,MAC,Satin Lipstick - Myth,Lipstick,4.0,605,0.74
40121,Fresh,Sugar Lip Treatment SPF 15,Lip Treatments,3.6,587,0.5
2597,MAC,Lipglass in clear,Lip Gloss,3.8,577,0.67
1224,Stila,Lip glaze,Lip Gloss,3.1,572,0.43
16917,MAC,Frost - Angel,Lipstick,4.0,565,0.67
3553,Bonne Bell,Lip Smackers,Lip Gloss,4.3,560,0.85
121161,eos,Lip Balm Sphere - Sweet Mint ,Lip Treatments,3.8,556,0.71
6877,Burt's Bees,Burts Bees Lip Shimmers,Lip Gloss,3.8,541,0.72
139825,NYX Professional Makeup,Soft Matte Lip Cream (All),Lips,4.0,528,0.78
113359,Revlon,Matte Lipstick - Nude Attitude,Lipstick,2.9,524,0.41
620,MAC,Tinted Lipglass,Lip Gloss,4.1,514,0.81
59225,NARS,Orgasm,Lip Gloss,3.5,512,0.53
2179,Nuxe,Reve de Miel Ultra-Nourishing Lip Balm with Honey and Precious Oils,Lip Treatments,4.2,509,0.75
60206,C.O. Bigelow ,Mentha Lip Shine,Lip Gloss,4.4,509,0.83
159230,NYX Professional Makeup,Professional Makeup Butter Gloss,Lip Gloss,4.4,505,0.87
2492,MAC,Lipliner in Spice,Lip Liners,3.7,504,0.64
53426,Too Faced,Lip Injection,Lip Treatments,3.1,502,0.45
12207,MAC,Lustre  in Hug Me,Lipstick,4.2,497,0.75
2255,Wet 'n' Wild,#666 liner,Lip Liners,3.8,473,0.75
3313,MAC,c-thru lipglass,Lip Gloss,4.0,460,0.73
18542,NARS,Dolce Vita,Lipstick,4.1,459,0.69
1254,Cover Girl,Outlast All-Day Lipcolor (All),Lipstick,3.2,450,0.54
61561,Fusion Beauty,LipFusion Lip Plumping Gloss,Lip Treatments,3.7,448,0.66
41587,NARS,Turkish Delight,Lip Gloss,3.7,445,0.64
37136,MAC,Hue,Lipstick,4.2,443,0.76
115664,MAC,Cremesheen - Creme Cup,Lipstick,4.3,431,0.77
1208,Chanel,Glossimer,Lip Gloss,4.3,428,0.83
111158,MAC,Cremesheen - Creme d'Nude,Lipstick,4.1,426,0.75
118989,Dior,Addict Lip Glow Color Reviver Balm,Lip Treatments,4.0,420,0.66
6475,Smith's Rosebud Salve,Smith's Strawberry Lip Balm,Lip Treatments,4.0,402,0.72
122958,eos,Smooth Sphere Organic Lip Balm in Honeysuckle Honeydew,Lip Treatments,3.4,395,0.57
764,MAC,Frost Lipstick in O,Lipstick,4.3,393,0.77
7696,MAC,Lipglass in Lust,Lip Gloss,4.2,391,0.79
47181,MAC,Blankety,Lipstick,4.1,391,0.71
121490,Fresh,Sugar Rose Lip Treatment SPF 15,Lip Treatments,3.8,383,0.59
1670,MAC,Oh baby,Lip Gloss,4.1,381,0.73
2717,Avon,Glazewear (all),Lip Gloss,3.9,378,0.76
15866,Jack Black,Intense Therapy Lip Balm SPF 25,Lip Treatments,4.3,376,0.79
113622,Cover Girl,Outlast Lipstain (All),Lips,2.6,374,0.36
109325,Nivea,A Kiss of Moisture,Lip Treatments,4.1,371,0.75
58185,Maybelline,Superstay lipcolor ,Lipstick,3.9,370,0.76
152996,e.l.f.,Studio Lip Exfoliator,Lip Treatments,4.3,364,0.84
152853,Revlon,Just Bitten Kissable Balm Stain - Honey,Lipstick,4.0,361,0.71
3269,Clinique,Chubby Stick (all shades),Lipstick,4.0,354,0.7
1417,L'Oreal,Colourjuice - tubes,Lip Gloss,3.9,344,0.77
11649,Palmer's,Cocoa Butter Stick,Lip Treatments,4.5,343,0.88
20371,MAC,Snob lipstick,Lipstick,4.1,342,0.74
1468,Clinique,Superbalm Lip Treatment,Lip Treatments,4.2,341,0.78
2260,MAC,Lip Conditioner,Lip Treatments,4.2,340,0.8
56941,Unlisted Brand,Lucas' Papaw Ointment,Lip Treatments,4.5,337,0.9
12279,MAC,Lustre in Syrup,Lipstick,4.4,335,0.8
11303,The Body Shop,Born Lippy Lip Balm,Lip Treatments,3.3,334,0.49
61150,C.O. Bigelow ,Rose Salve,Lip Treatments,4.3,326,0.84
946,MAC,Lipglass in Lychee Luxe,Lip Gloss,4.2,323,0.76
24069,Blistex,Lip Medex ,Lip Treatments,4.5,323,0.9
158005,Nivea,Lip Butter,Lip Treatments,4.2,320,0.78
61785,MAC,Velvet Teddy,Lipstick,4.4,318,0.8
4576,Revlon,Super Lustrous Lipstick (All Shades),Lipstick,4.2,313,0.84
27196,MAC,underage lipglass,Lip Gloss,3.8,312,0.67
13051,MAC,Lipglass - Lovechild,Lip Gloss,4.4,310,0.81
854,Max Factor,Lipfinity,Lipstick,3.1,309,0.52
729,MAC,Satin Lipstick in Twig,Lipstick,4.1,309,0.77
7492,MAC,Lipglass in Oyster Girl,Lip Gloss,4.2,308,0.81
131841,eos,Lip Balm Sphere - Lemon Drop SPF 15,Lip Treatments,3.5,302,0.59
4900,SoftLips,French Vanilla spf 15,Lip Treatments,3.7,301,0.71
180902,ColourPop,Ultra Matte Liquid Lipstick - All Colors ,Lipstick,3.3,295,0.6
128090,Wet 'n' Wild,MegaLast Lip Color,Lipstick,4.3,293,0.86
29168,Revlon,Colorstay Overtime Lipcolor,Lipstick,3.3,278,0.59
120830,Maybelline,Color Sensational (All Shades),Lipstick,3.9,278,0.73
15555,MAC,Rebel Lipstick,Lipstick,4.5,278,0.87
1374,Clinique,Different Lipstick - Tenderheart,Lipstick,4.2,277,0.71
826,BeneFit Cosmetics,Lip Plump,Lip Treatments,2.3,277,0.31
47843,MAC,Amplified Creme - Girl About Town,Lipstick,4.6,276,0.87
41121,Revlon,Super Lustrous Lip Gloss (All Shades),Lip Gloss,4.3,274,0.83
12239,Bonne Bell,Lip Lites- Cappuccino,Lip Gloss,4.2,274,0.83
40746,Revlon,Super Lustrous - Pink Afterglow 020,Lip Gloss,3.9,272,0.65
88301,Sally Hansen,Lip Inflation,Lip Gloss,3.7,270,0.71
16568,NYX Professional Makeup,Lipstick- #529 Thalia,Lipstick,3.5,270,0.55
96134,Soap & Glory,Sexy Motherpucker Lip Gloss,Lip Treatments,3.8,269,0.72
84012,Victoria's Secret,Beauty Rush Gloss (all),Lip Gloss,3.8,268,0.75
115753,MAC,Cremesheen - Shy Girl,Lipstick,4.1,266,0.71
68724,L'Oreal,Colour Riche in Fairest Nude,Lipstick,4.0,266,0.72
513,Bourjois,Effet 3 D Lipgloss,Lip Gloss,4.0,264,0.81
149653,Revlon,ColorBurst Lip Butter in Peach Parfait,Lips,3.5,263,0.53
3380,Chanel,Glossimer - Spark,Lip Gloss,4.5,261,0.84
5255,Lancome,Juicy Tubes in Miracle,Lip Gloss,4.0,261,0.71
17854,MAC,Florabundance lipglass,Lip Gloss,4.0,261,0.72
128533,LUSH,Bubblegum Lip Scrub,Lip Treatments,4.0,261,0.7
5516,Blistex,Silk & Shine ,Lip Treatments,3.3,260,0.52
6918,Bonne Bell,Lip D'Votion,Lip Gloss,3.6,259,0.7
185282,NYX Professional Makeup,Lip Lingerie,Lipstick,3.3,258,0.53
41437,MAC,Tinted Lip Conditioner - Petting Pink ,Lip Treatments,4.2,257,0.79
4798,Neutrogena,Lip Moisturizer,Lip Treatments,4.3,255,0.81
79694,Unlisted Brand,Lansinoh Lanolin,Lip Treatments,4.7,254,0.89
7582,Chapstick,(All Flavors),Lips,3.9,254,0.75
12307,Lancome,Juicy Tubes - Simmer,Lip Gloss,4.2,253,0.79
2823,Neutrogena,moistureshine lipgloss,Lip Gloss,4.1,252,0.79
1088,L'Oreal,Colour Riche Lipstick,Lipstick,3.9,251,0.72
115452,Revlon,Matte Lipstick - Pink Pout,Lipstick,4.0,250,0.75
71833,Too Faced,Lip Injection Extreme,Lip Treatments,3.4,249,0.55
18641,Blistex,DCT for lips - Daily Conditioning Treatment SPF 20,Lip Treatments,4.2,249,0.81
47134,MAC,Up The Amp,Lipstick,4.7,248,0.89
6193,Blistex,Medicated Lip Ointment,Lip Treatments,4.3,247,0.83
132979,Revlon,Just Bitten Lipstain + Balm,Lips,3.3,246,0.56
3382,Chanel,Glossimer - Blizzard ,Lip Gloss,4.1,244,0.74
149349,L'Oreal,Colour Riche Balm,Lips,3.8,242,0.7
115200,Revlon,Super Lustrous Matte - Really Red,Lipstick,4.6,241,0.89
13624,Clinique,Long last Lipstick - Bamboo Pink,Lipstick,4.1,239,0.76
4686,Mary Kay,Satin Lip Set (Mask and Balm),Lip Treatments,4.3,239,0.78
15292,MAC,Freckletone lipstick,Lipstick,4.2,238,0.79
37309,MAC,Viva Glam I - the original,Lipstick,4.6,238,0.87
166526,Revlon,Colorburst Matte Balm (All Shades),Lips,4.1,238,0.75
100070,L'Oreal,Infallible 8HR Pro Gloss,Lip Gloss,3.5,235,0.64
26641,Weleda,Everon lip balm,Lip Treatments,4.2,235,0.76
16433,MAC,Viva Glam II,Lipstick,3.7,226,0.64
6243,La Mer,Lip Balm,Lip Treatments,3.8,226,0.6
1122,Clinique,glosswear for lips,Lip Gloss,3.4,223,0.59
1251,Philosophy,Kiss Me lip Balm,Lip Treatments,3.5,223,0.64
117145,Revlon,ColorStay Ultimate Liquid Lipstick (all colors),Lipstick,3.0,223,0.51
139425,Maybelline,24 Hour super stay,Lipstick,3.7,221,0.68
148788,NYX Professional Makeup,Professional Makeup Matte Lipstick (All Shades),Lipstick,4.1,220,0.82
44623,MAC,Subculture,Lip Liners,4.2,220,0.77
55634,MAC,Matte - Kinda Sexy,Lipstick,4.2,220,0.75
2396,Philosophy,Red Kiss Me Lip Balm,Lip Gloss,3.3,219,0.5
46607,Revlon,Super Lustrous Creme - Pink in the Afternoon,Lipstick,4.2,219,0.79
72592,Fusion Beauty,LipFusion XL 2X Micro-Injected Collagen and HA Lip Plumping Therapy,Lip Treatments,3.7,218,0.69
101528,Korres,Lip Butter - Pomegranate,Lip Treatments,4.2,217,0.8
101839,Smashbox,O-GLOSS,Lip Gloss,3.6,217,0.59
64176,LUSH,Honey Trap Lip Balm,Lip Treatments,4.1,217,0.71
9586,MAC,Pink Lemonade,Lip Gloss,4.0,217,0.73
134637,Nivea,A Kiss of Milk and Honey,Lips,4.0,215,0.76
68699,Blistex,Lip Infusion,Lip Treatments,2.3,214,0.28
2649,Bonne Bell,Lip Lites,Lip Gloss,4.2,212,0.83
72784,C.O. Bigelow ,Ultra Mentha Lip Shine,Lip Gloss,4.6,212,0.91
30578,L'Oreal,Color Juice in Watermelon Crush,Lip Gloss,4.1,212,0.79
67929,MAC,Prep + Prime Lip,Lip Treatments,4.1,211,0.78
140956,e.l.f.,Studio Matte Lip Color,Lipstick,3.7,211,0.71
143570,Sephora ,Cream Lip Stain (all shades),Lipstick,4.4,210,0.86
112783,Rimmel,Moisture Renew - Nude Delight,Lipstick,4.1,210,0.74
7075,Vaseline,Lip Therapy,Lip Treatments,4.2,210,0.83
6893,Almay,Pure Tints Protective Lip Care,Lip Treatments,3.5,208,0.62
107055,MAC,Saint Germain (Amplified Creme),Lipstick,4.1,207,0.69
73008,e.l.f.,Hypershine Gloss - ALL,Lip Gloss,3.2,204,0.57
57754,MAC,Matte - Honeylove,Lipstick,4.1,202,0.73
60393,C.O. Bigelow ,My Favorite Lip Balm,Lip Treatments,3.7,201,0.62
49001,MAC,Lustreglass - Spring Bean,Lip Gloss,4.2,201,0.78
151189,Maybelline,Baby Lips in Cherry Me,Lip Treatments,4.0,200,0.73
6003,MAC,Satin Lipstick in Brave,Lipstick,4.2,199,0.77
42328,NYX Professional Makeup,Mega Shine Lipgloss,Lip Gloss,4.3,199,0.85
63464,Maybelline,Shiny-Licious - ALL colors,Lip Gloss,3.3,198,0.55
130649,Wet 'n' Wild,Bare it All 902C,Lipstick,4.3,197,0.82
6698,MAC,Cultured,Lip Gloss,4.4,197,0.8
69099,Alba Botanica,Coconut Cream Lip Balm,Lip Treatments,4.2,195,0.78
11177,MAC,Pink Poodle Lipglass,Lip Gloss,4.4,194,0.81
166296,Maybelline,Color Elixir (All Shades),Lip Gloss,3.8,193,0.7
108526,Nivea,A Kiss of Flavor Cherry,Lip Treatments,3.8,193,0.67
84814,Smith's Rosebud Salve,Minted Rose Lip Balm,Lip Treatments,4.1,191,0.76
19155,MAC,Matte - Diva,Lipstick,4.4,190,0.85
47136,MAC,Vegas Volt,Lipstick,4.3,190,0.79
47486,Victoria's Secret,Sweet Talk Mouth Watering Lip Gloss,Lip Gloss,2.7,190,0.36
58950,MAC,Lustre in High Tea,Lipstick,4.2,188,0.75
29097,Clinique,Superbalm Tinted Lip Treatment in Raspberry,Lip Treatments,4.2,187,0.8
44622,MAC,Whirl,Lip Liners,4.5,187,0.86
181758,NYX Professional Makeup,Professional Makeup Liquid Suede Cream Lipsticks,Lipstick,3.5,186,0.59
8858,MAC,Cherish Lipstick,Lipstick,4.1,186,0.72
29485,MAC,Lady Danger,Lipstick,4.5,185,0.86
49674,mark,Glossblossom Ripening Lip Tint,Lip Gloss,4.2,185,0.8
2762,MAC,All Lipsticks,Lipstick,3.9,184,0.77
3480,MAC,Cream Lipstick in Dubonnet,Lipstick,4.4,183,0.79
14850,MAC,Cosmo Lipstick,Lipstick,4.4,183,0.8
107344,Yes To,Carrots lip butter,Lip Treatments,4.0,183,0.76
53105,NARS,Chihuahua ,Lip Gloss,4.4,182,0.86
71631,MAC,Lustre in See Sheer,Lipstick,4.2,181,0.79
44605,MAC,Enchantress Lipglass,Lip Gloss,4.4,181,0.82
93978,L'Oreal,Infallible Lip Colour Duo,Lipstick,3.4,181,0.59
26244,Carmex,EZ-ON APPLICATOR,Lip Treatments,4.2,181,0.8
149340,Revlon,Colorburst Lip Butter - Berry Smoothie,Lipstick,4.3,180,0.78
12669,Clinique,Long Last Glosswear -  Air Kiss,Lip Gloss,3.6,179,0.54
14021,The Body Shop,Lip Care Stick - Cocoa Butter,Lip Treatments,4.3,179,0.83
48544,Rimmel,Exaggerate Full Colour Lip Liner - Eastend Snob 063,Lip Liners,4.5,177,0.87
155737,eos,Lip Balm Sphere - Strawberry Sorbet,Lip Treatments,3.4,177,0.55
161001,Lime Crime,Velvetines,Lips,3.6,177,0.61
123094,Maybelline,Color Sensational - Born With It,Lipstick,3.8,177,0.67
111045,MAC,Cremesheen - Modesty,Lipstick,4.6,176,0.86
49016,MAC,Lustreglass - Wonderstruck,Lip Gloss,4.3,176,0.78
6970,New York Color,Liquid Lip Shine,Lip Gloss,3.5,174,0.68
7869,Caudalie,Grapeseed Lip Conditioner,Lip Treatments,3.8,174,0.66
3411,Blistex,Complete Moisture Lip Balm,Lip Treatments,3.5,173,0.63
60914,MAC,Please Me,Lipstick,4.2,173,0.76
109330,Blistex,Deep Renewal,Lip Treatments,3.6,172,0.65
139310,Cover Girl,Lip Perfection,Lipstick,4.1,172,0.77
27087,MAC,Lustre in Jubilee,Lipstick,4.3,172,0.84
11492,Blistex,Fruit Smoothies SPF 15,Lip Treatments,2.8,171,0.4
23663,MAC,Lipglass- Pop Mode,Lip Gloss,4.5,170,0.87
11594,MAC,Peachstock (satin),Lipstick,4.0,170,0.71
142226,MAC,Candy Yum-Yum ,Lipstick,4.5,170,0.8
132761,Rimmel,Stay Glossy (All Shades),Lip Gloss,3.9,170,0.7
47753,Rimmel,Lasting Finish - Birthday Suit,Lipstick,3.9,169,0.69
81307,L'Oreal,Color Riche Star Secret Aishwarya Beige,Lipstick,3.9,169,0.66
18048,Rimmel,Vinyl Lip - Eastend Snob,Lip Gloss,3.9,167,0.71
24765,MAC,Faux (satin),Lipstick,4.4,166,0.86
756,Chanel,Precision Lip Definer Nude,Lip Liners,4.4,166,0.83
13789,MAC,Lustre in Lovelorn,Lipstick,4.4,165,0.8
89251,Buxom,Lips - Dolly,Lip Gloss,4.3,165,0.78
3378,Chanel,Glossimer - Giggle ,Lip Gloss,4.5,164,0.84
123010,Korres,Lip Butter - Jasmine,Lip Treatments,4.0,164,0.63
177033,Rimmel,Provocalips 16HR Kiss Proof Lip Colour,Lipstick,3.9,164,0.71
4744,Blistex,Herbal Answer Lip Balm,Lip Treatments,3.7,163,0.68
12238,Bonne Bell,Lip Lites- Mocha Mousse,Lip Gloss,4.3,163,0.82
112113,GOSH,Velvet Touch Lipstick #134 Darling,Lipstick,3.7,163,0.63
82522,MAC,Viva Glam VI,Lipstick,4.4,163,0.8
34206,Dr. Hauschka,Lip Balm - stick,Lip Treatments,4.3,162,0.77
35968,MAC,Impassioned (Amplified),Lipstick,4.6,162,0.87
7506,SoftLips,Cherry Lip Protectant/Sunscreen SPF20,Lip Treatments,3.7,161,0.71
3766,Wet 'n' Wild,Glassy Gloss,Lip Gloss,3.9,161,0.77
4533,LipSense ,Lipsense Color,Lipstick,3.4,160,0.61
5568,Bobbi Brown,Shimmer Lip Gloss - Rose Sugar,Lip Gloss,4.4,160,0.83
6861,MAC,Satin - Pink Nouveau,Lipstick,4.3,160,0.82
87792,Revlon,Just Bitten Lip Stain,Lips,2.8,159,0.42
123088,Maybelline,Color Sensational Lipstick - Warm Me Up,Lipstick,4.1,158,0.75
131459,LUSH,Mint Julips Lip Scrub,Lip Treatments,4.3,158,0.77
27724,Vaseline,Vaseline,Lips,4.4,157,0.89
157690,L'Oreal,Colour Riche Caresse Wet Shine Stain,Lip Gloss,3.7,157,0.65
4237,Baby Pink,Lipgloss,Lip Gloss,3.9,156,0.78
33530,Cover Girl,WetSlicks Lip Gloss -Peaches N Gleam,Lip Gloss,4.0,156,0.77
12657,Nivea,Lip Care,Lips,4.0,156,0.75
34817,mark,Glow Baby Glow  Hook-Up Lip Gloss - Pink Crush,Lip Gloss,4.3,155,0.84
33528,Cover Girl,WetSlicks Lip Gloss (general),Lip Gloss,4.1,154,0.79
73849,New York Color,309B Sheer Red,Lipstick,4.3,154,0.83
89732,Clarins,Instant Light Lip Perfector ,Lip Gloss,4.4,154,0.83
91851,Palmer's,Cocoa Butter Dark Chocolate & Peppermint Lip Butter,Lip Treatments,4.1,154,0.79
93949,Maybelline,Superstay Gloss,Lip Gloss,4.0,153,0.73
12664,MAC,Lipstick in Plink ,Lipstick,4.1,153,0.74
177074,NARS,Velvet Matte Lip Pencil - Cruella,Lipstick,4.3,152,0.73
42949,NYX Professional Makeup,MegaShine - Natural 122,Lip Gloss,4.4,152,0.8
622,Bobbi Brown,Lip Gloss,Lip Gloss,3.4,151,0.54
857,Prestige,Vinylwear,Lip Gloss,3.4,151,0.55
171385,Too Faced,Melted Liquified Long Wear Lipstick,Lipstick,3.5,151,0.56
24972,Palmer's,Cocoa Butter Formula Moisturizing Lip Balm w/Vitamin E & Spf 15,Lip Treatments,3.2,150,0.52
5977,Dior,Addict Lipstick,Lipstick,4.3,150,0.77
14476,The Body Shop,Lip & Cheek Stain,Lips,4.0,150,0.79
3379,Chanel,Glossimer - Unity ,Lip Gloss,4.6,149,0.87
21047,Dior,Addict Lip Gloss- A Lick of Taffy-151,Lip Gloss,4.1,149,0.75
11543,MAC,Lipglass in Nico,Lip Gloss,3.8,149,0.65
47404,MAC,Amplified Creme - Chatterbox,Lipstick,4.3,148,0.75
111410,Lipstick Queen,Medieval ,Lipstick,4.3,148,0.75
8573,Cover Girl,Lipslicks,Lipstick,3.8,148,0.72
18447,MAC,Lip Liner-Stripdown,Lip Liners,4.1,148,0.73
150757,Maybelline,Baby Lips lip balm in Pink Punch,Lip Treatments,3.4,147,0.52
55134,LUSH,Whipstick,Lip Treatments,3.9,147,0.69
12583,MAC,Lustre in Fresh Brew,Lipstick,4.0,147,0.68
85098,Chapstick,Cherry,Lip Treatments,4.0,146,0.71
812,Clinique,All About Lips,Lip Treatments,3.3,146,0.52
69892,Clinique,Colour Surge Butter Shine Lipstick,Lipstick,4.1,145,0.8
20806,MAC,Hot Tahiti Lipstick,Lipstick,4.6,145,0.89
30580,L'Oreal,Color Juice - Strawberry Smoothie,Lip Gloss,4.1,145,0.77
15554,MAC,Satin Lipstick - MAC Red,Lipstick,4.4,144,0.85
82021,MAC,Plushglass in Ample Pink,Lip Gloss,4.3,144,0.82
113384,Buxom,Lips Lip Gloss - ALL,Lip Gloss,4.1,144,0.77
156072,Revlon,Color Stay Ultimate Suede Lipstick,Lipstick,2.7,143,0.37
48115,Burt's Bees,Lip Shimmers -  Rhubarb,Lips,4.0,143,0.74
191316,Wet 'n' Wild,MegaLast Liquid Catsuit Matte Lipstick,Lipstick,4.0,142,0.8
105896,MAC,Dazzleglass - Baby Sparks,Lip Gloss,4.3,142,0.79
168007,Bite Beauty,Agave Lip Mask,Lip Treatments,4.0,142,0.63
27115,Wet 'n' Wild,MegaSlicks Lip Gloss in #568 Bronze Berry,Lip Gloss,3.8,142,0.75
8940,Smashbox,LipGloss *general*,Lip Gloss,4.1,142,0.8
31190,Revlon,Super Lustrous Creme - Cherries In The Snow 440,Lipstick,4.1,142,0.72
140384,Burt's Bees,Tinted Lip Balm,Lip Treatments,4.0,141,0.75
180581,Jeffree Star ,Velour Liquid Lipstick,Lips,4.2,141,0.8
48891,Dessert Beauty,Deliciously Kissable Plumping Lip Fragrance Gloss,Lip Gloss,3.1,141,0.49
54024,Nivea,Lip Care - Strawberry,Lip Treatments,4.0,141,0.75
117390,Urban Decay,Pocket Rocket Lip Gloss,Lip Gloss,3.8,140,0.64
52406,NYX Professional Makeup,Mega Shine - Beige,Lip Gloss,4.3,140,0.76
11773,MAC,Lustre in Lady Bug,Lipstick,4.3,140,0.81
25643,Lancome,Dreamsicle Juicy Tubes,Lip Gloss,4.2,139,0.77
28502,MAC,Lustre in Sweetie,Lipstick,4.3,139,0.78
31695,MAC,Half-N-Half,Lipstick,4.1,139,0.74
7410,Bonne Bell,Vanilla Lip Smacker,Lip Gloss,4.4,139,0.86
9172,Lancome,Juicy Tubes in Sun Bronze,Lip Gloss,4.4,139,0.78
115782,MAC,Cremesheen Lipglass in Boy Bait,Lip Gloss,4.5,138,0.84
7856,Neutrogena,Lip Boost intense moisture therapy,Lip Treatments,3.3,138,0.5
8140,Urban Decay,XXX shine in Carney,Lip Gloss,4.1,137,0.75
52170,Burt's Bees,Lip Shimmer - Watermelon,Lips,4.0,137,0.74
11771,MAC,Lustre Lipstick in Plumful,Lipstick,4.3,137,0.83
2569,Rimmel,Vinyl Lip,Lip Gloss,3.7,136,0.75
3780,NARS,Sweet Dreams,Lip Gloss,4.2,136,0.76
4795,LUSH,Lip Service Lip Balm,Lip Treatments,3.9,136,0.69
65927,Revlon,Super Lustrous in Pink Pop,Lip Gloss,4.5,136,0.89
41468,MAC,Tinted Lip Conditioner- Fuchsia Fix,Lip Treatments,4.4,136,0.81
176256,ColourPop,Lippie Stix - All Colors,Lipstick,3.9,135,0.72
128334,Wet 'n' Wild,Mega Matte 903C Just Peachy,Lipstick,3.9,135,0.73
12197,MAC,Sandy B. lipstick,Lipstick,3.9,135,0.67
2372,Bare Escentuals,Buzz Latte lipbalm,Lip Treatments,3.6,135,0.61
7082,Rimmel,Lasting Finish Lipstick,Lipstick,4.2,134,0.85
148354,Revlon,Colorburst Lip Butter - Creme Brulee,Lipstick,3.6,134,0.58
1578,Bonne Bell,Lip Frosting,Lip Gloss,3.8,134,0.78
150473,Kat Von D,Everlasting Liquid Lipstick in Lolita,Lipstick,4.1,133,0.7
106693,NYX Professional Makeup,Smokey Look,Lip Gloss,4.3,133,0.79
89140,New York Color,Ultra Moist Lip Wear Retro Red 308B,Lipstick,4.3,133,0.79
29316,NARS,Lip Lacquer in Eros,Lip Gloss,4.5,133,0.84
6694,MAC,Lipstick in Bombshell,Lipstick,4.2,133,0.75
151149,Maybelline,Baby Lips in Peach Kiss,Lip Treatments,3.3,132,0.52
3459,Chanel,Glossimer - Twinkle ,Lip Gloss,4.1,132,0.75
6174,Burt's Bees,Lifeguard's Choice Weatherproofing Lip Balm,Lip Treatments,3.1,131,0.48
130023,MAC,Cremesheen - Ever Hip,Lipstick,4.5,131,0.83
133932,Burt's Bees,Nourishing Lip Balm with Mango Butter,Lip Treatments,4.0,131,0.7
8582,New York Color,Liquid Lip Shine in Sungold Pink ,Lip Gloss,3.4,130,0.61
1716,The Body Shop,Hemp lip conditioner (stick),Lip Treatments,4.1,130,0.74
1823,L'Oreal,Rouge Pulp,Lip Gloss,3.0,130,0.44
22807,The Body Shop,Lip Butter,Lip Treatments,2.8,130,0.4
23062,The Body Shop,Cranberry Lip Balm,Lip Gloss,3.7,130,0.67
160406,Rimmel,Apocalips Lip Lacquer,Lips,3.6,129,0.63
79755,NYX Professional Makeup,Round Lipstick in Circe #522,Lipstick,3.6,129,0.61
79687,Unlisted Brand,Lypsyl - Regular Lip Balm,Lip Treatments,4.4,129,0.83
8580,MAC,Fleshpot,Lipstick,3.8,129,0.65
9306,Avon,Avon Dew Kiss Lip Dew,Lip Treatments,4.2,129,0.81
13428,Lancome,Juicy Tubes - Beach Plum,Lip Gloss,4.3,128,0.79
4508,MAC,Chai lipglass,Lip Gloss,3.7,128,0.67
7629,Maybelline,Wet Shine Diamonds [DISCONTINUED],Lipstick,3.5,128,0.67
44587,MAC,Dervish Lip Pencil,Lip Liners,4.2,128,0.76
41525,L'Oreal,Color Juice Raspberry Smash,Lip Gloss,4.0,127,0.74
68212,Rimmel,Volume Boost Liquid Lipcolour,Lip Gloss,3.8,127,0.76
106461,NYX Professional Makeup,Round Lipstick in Pumpkin Pie #630,Lipstick,3.7,127,0.66
140790,MAC,Viva Glam Gaga 2,Lipstick,3.9,127,0.73
186316,Kylie Cosmetics,Kylie  Lip Kit,Lipstick,3.1,126,0.49
62839,Revlon,Super Lustrous Creme - Black Cherry 477,Lipstick,4.0,126,0.76
164376,Jordana,Twist & Shine Moisturizing Balm Stain,Lips,4.2,125,0.8
85959,e.l.f.,Luscious Liquid Lipstick - ALL,Lip Gloss,4.0,124,0.83
147869,Revlon,Colorburst Lip Butter - Strawberry Shortcake,Lipstick,3.7,124,0.58
27116,MAC,Lustre Lipstick - Pretty Please,Lipstick,3.9,124,0.68
7533,Dr. Hauschka,Lip Balm - pot,Lip Treatments,3.7,123,0.62
8715,MAC,Viva Glam IV,Lipstick,4.4,123,0.85
9740,NARS,Lip Lacquer in Baby Doll,Lip Gloss,3.9,123,0.66
14447,MAC,Touch,Lipstick,4.4,123,0.82
100170,NYX Professional Makeup,Round Lipstick - Tea Rose,Lipstick,3.9,123,0.66
127843,Rimmel,Moisture Renew Lipstick,Lipstick,3.8,123,0.71
