category,num_of_reviews,product_id
헤어스타일링,,18548
트리트먼트/팩,,98011
헤어에센스,,1434
헤어에센스,,104340
린스/컨디셔너,,97565
염색제/퍼머제,,33695
염색제/퍼머제,,75105
헤어에센스,,80278
트리트먼트/팩,,50577
헤어에센스,,82870
헤어에센스,,80274
샴푸,,91114
헤어에센스,,25308
샴푸,,43629
헤어스타일링,,18544
샴푸,,17102
헤어에센스,,78236
헤어에센스,,68193
트리트먼트/팩,,68189
헤어에센스,,80275
트리트먼트/팩,,80869
헤어스타일링,,99213
트리트먼트/팩,,54013
립스틱,,49973
크림,,18263
샴푸,,84751
트리트먼트/팩,,18635
아이케어,,5198
마스카라,,49633
크림,,77255
헤어에센스,,25809
린스/컨디셔너,,25807
샴푸,,18272
클렌징,,5204
바디슬리밍,,2847
크림,,18260
비비크림,,44881
"립글로스/락커,립밤",,18256
"크림,링클케어",,18269
크림,,93473
메이크업픽서,,100030
헤어스타일링,,18371
트리트먼트/팩,,5179
아이라이너-리퀴드,,77095
선블록,,34073
헤어에센스,,5176
선블록,,2878
"아이브로우-파우더,아이브로우-마스카라&리퀴드",,52785
립밤,,49637
스킨,,18265
헤어에센스,,14383
린스/컨디셔너,,5190
아이케어,,1084
샴푸,,18636
립글로스/락커,,16989
립글로스/락커,,73036
"스킨,링클케어",,18267
로션,,35361
스크럽/필링,,18628
샴푸,,84752
비비크림,,102242
크림,,40368
크림,,18270
마스카라,,82184
샴푸,,5178
선블록,,104965
클렌징밀크,,18629
클렌징,,5171
린스/컨디셔너,,5184
"스킨,에센스",,78561
클렌징폼,,5201
헤어에센스,,5183
마스카라,,273
수면팩,,5200
쿠션타입,,57813
크림,,75769
바디로션,,18641
선블록,,7410
바디오일,,18643
아이라이너-리퀴드,,5199
헤어에센스,,18634
트리트먼트/팩,,5189
샴푸,,5191
크림,,50213
헤어에센스,,99670
샴푸,,94929
립틴트,,99394
로션,,83983
스킨,,83982
로션,,35364
아이섀도우,,97862
파우더,,86160
네일컬러,,60504
립스틱,,39
헤어스타일링,,74296
"헤어스타일링,헤어스타일링",,1429
샴푸,,104667
헤어에센스,,21419
트리트먼트/팩,,34220
염색제/퍼머제,,68137
염색제/퍼머제,,60500
로션,,5195
헤어에센스,,5185
파운데이션,,96404
씨씨크림,,96414
아이라이너-리퀴드,,5174
린스/컨디셔너,,5194
아이섀도우,,48149
아이케어,,37680
아이라이너-펜슬&젤,,5173
클렌징폼,,18630
크림,,18261
크림,,35031
트리트먼트/팩,,34418
마스카라,,2883
크림,,76339
선블록,,93073
립글로스/락커,,18257
씨씨크림,,95475
씨씨크림,,95474
씨씨크림,,95476
베이스프라이머,,53469
"에센스,링클케어",,18259
"로션,링클케어",,18268
클렌징,,14427
로션,,5196
마스카라,,82185
컨실러,,96411
컨실러,,96408
클렌징,,5170
마스카라,,5192
"아이라이너-펜슬&젤,아이섀도우",,98280
마스카라,,34355
"립스틱,아이섀도우",,84268
헤어에센스,,18639
에센스,,18266
헤어에센스,,90888
샴푸,,18632
트리트먼트/팩,,5187
마스카라,,2880
린스/컨디셔너,,18273
헤어에센스,,100371
베이스프라이머,,22611
베이스프라이머,,26600
염색제/퍼머제,,5188
수면팩,,33475
선블록,,71841
크림,,2875
선블록,,34072
아이케어,,90940
마스카라,,272
파운데이션,,37713
립스틱,,18258
마스카라,,25424
염색제/퍼머제,,77483
클렌징워터,,79691
파운데이션,,76409
마스카라,,18255
트리트먼트/팩,,34453
트리트먼트/팩,,18637
헤어에센스,,18640
헤어에센스,,65073
트리트먼트/팩,,34454
헤어에센스,,93795
립스틱,,11330
"헤어스타일링,헤어스타일링",,1412
트리트먼트/팩,,68241
헤어에센스,,90889
린스/컨디셔너,,5180
트리트먼트/팩,,68237
포인트리무버,,53121
헤어에센스,,82810
베이스프라이머,,77924
헤어에센스,,68225
립틴트,,2882
립글로스/락커,,38073
헤어에센스,,50241
립스틱,,98163
파운데이션,,77923
립틴트,,44965
헤어에센스,,2876
립틴트,,72457
샴푸,,5181
트리트먼트/팩,,5182
트리트먼트/팩,,5193
립글로스/락커,,80911
선블록,,33548
파우더,,74686
에센스,,77254
클렌징워터,,80205
에센스,,49341
파운데이션,,73229
아이케어,,18271
린스/컨디셔너,,18633
아이섀도우,,3058
비비크림,,26405
샴푸,,5186
바디크림,,18642
파운데이션,,74279
로션,,24014
스킨,,5169
"립스틱,아이섀도우,하이라이터",,104166
마스카라,,103278
아이브로우-펜슬,,78400
로션,,18264
린스/컨디셔너,,5177
샴푸,,14385
클렌징폼,,18631
베이스프라이머,,80828
립스틱,,58105
에센스,,18674
샴푸,,80373
스킨,,18262
크림,,73801
로션,,23372
아이라이너-리퀴드,,5175
클렌징워터,,18627
트리트먼트/팩,,18638
크림,,87121
염색제/퍼머제,,84399
트리트먼트/팩,,14377
헤어에센스,,60506
선블록,,92010
샴푸,,25806
헤어에센스,,34417
샴푸,,50569
린스/컨디셔너,,14384
"크림,링클케어",,5197
아이섀도우,,10947
트리트먼트/팩,,46961
마스카라,,49629
"파운데이션,쿠션타입",,68297
에센스,,5202
염색제/퍼머제,,97532
로션,,5172
에센스,,2877
스킨,,5203
여성향수,,90763
크림,,85926
트리트먼트/팩,,78928
샴푸,,100177
린스/컨디셔너,,100178
헤어에센스,,100179
샴푸,,100171
린스/컨디셔너,,100173
헤어에센스,,100180
린스/컨디셔너,,100172
샴푸,,100175
트리트먼트/팩,,100176
클렌징폼,,75815
마스크시트,,27702
클렌징워터,,72479
클렌징젤,,72481
크림,,72478
크림,,72475
스킨,,72476
클렌징티슈,,72480
크림,,72477
여성향수,,74506
"여성향수,남성향수",,20914
"여성향수,남성향수",,20917
"여성향수,남성향수",,20921
"여성향수,남성향수",,20923
"여성향수,남성향수",,20915
"여성향수,남성향수",,20920
"여성향수,남성향수",,20912
"여성향수,남성향수",,20919
"여성향수,남성향수",,20916
"여성향수,남성향수",,20911
"여성향수,남성향수",,20918
"여성향수,남성향수",,20922
"여성향수,남성향수",,20913
바디크림,,83582
트리트먼트/팩,,83583
바디크림,,80854
바디로션,,83584
로션,,100942
선블록,,17004
선블록,,106392
선블록,,106394
바디로션,,17003
수면팩,,100678
선블록,,78013
크림,,105756
"크림,바디크림",,62897
"크림,트러블케어",,100677
클렌징폼,,78015
선블록,,77695
"스킨,에센스",,92260
크림,,54009
페이스오일,,78017
크림,,17002
헤어기기,,76280
헤어에센스,,83366
트리트먼트/팩,,83365
디퓨저,,90136
청결제,,60137
디퓨저,,90126
바디미스트,,90125
여성향수,,90162
트리트먼트/팩,,60562
청결제,,60134
트리트먼트/팩,,90157
디퓨저,,90138
디퓨저,,90137
에센스,,95887
디퓨저,,90139
"립글로스/락커,립틴트",,90159
여성향수,,90116
방향제,,90158
방향제,,90163
바디워시,,90143
바디워시,,90144
바디워시,,90146
메이크업,,90160
헤어스타일링,,90161
에센스,,90154
바디워시,,90141
여성향수,,90150
디퓨저,,90140
남성향수,,90153
바디워시,,90145
여성향수,,90151
여성향수,,90147
립글로스/락커,,3099
여성향수,,2213
스크럽/필링,,59375
트러블케어,,84895
마스크시트,,2181
샴푸,,77040
샴푸,,60560
트리트먼트/팩,,78602
여성향수,,90122
여성향수,,90118
클렌징폼,,90115
바디워시,,90142
여성향수,,90117
바디슬리밍,,90164
여성향수,,90119
여성향수,,90121
여성향수,,90124
샴푸,,78601
여성향수,,90123
헤어에센스,,88140
여성향수,,90148
여성향수,,90152
여성향수,,90120
여성향수,,90149
바디크림,,105421
아이섀도우,,19827
마스카라,,19820
아이브로우-파우더,,19829
"아이라이너-펜슬&젤,아이브로우-파우더",,19822
립글로스/락커,,19810
립틴트,,19811
씨씨크림,,19816
파운데이션,,19815
비비크림,,19817
마스카라,,19824
립밤,,19802
팩트,,19813
립스틱,,19805
아이섀도우,,19828
아이라이너-리퀴드,,19819
파우더,,19812
립스틱,,19803
"립라이너,립글로스/락커",,19809
아이섀도우,,86575
립글로스/락커,,19808
"립밤,립틴트,립스틱",,19800
포인트리무버,,48681
립스틱,,19806
립스틱,,19807
아이브로우-펜슬,,19821
선블록,,34959
아이섀도우,,19826
아이라이너-리퀴드,,19823
아이라이너-펜슬&젤,,77432
아이섀도우,,77431
립밤,,78819
립밤,,19801
"파운데이션,하이라이터",,19814
립글로스/락커,,19804
트러블케어,,26100
파운데이션,,49125
마스카라,,19825
비비크림,,19818
미스트,,21320
비비크림,,21314
수딩젤/팩,,21309
클렌징오일,,21327
마스크시트,,21315
마스크시트,,21318
마스크시트,,21317
마스크시트,,21316
비비크림,,21313
마스크시트,,21319
스킨,,21326
핸드케어,,87457
로션,,21325
로션,,21328
수딩젤/팩,,21310
클렌징비누,,78652
선블록,,21255
크림,,21324
"미스트,스킨",,21311
"스킨,모공케어",,21322
"크림,화이트닝케어",,21323
비비크림,,21312
비비크림,,21278
"로션,모공케어",,21321
마스크시트,,94740
클렌징폼,,94744
마스크시트,,94732
핸드케어,,94727
마스크시트,,94731
선블록,,94743
마스크시트,,94701
핸드케어,,94718
수딩젤/팩,,94722
링클케어,,94712
마스크시트,,94741
마스크시트,,94704
핸드케어,,94716
마스크시트,,94707
마스크시트,,94702
마스크시트,,94709
마스크시트,,94711
마스크시트,,94492
마스크시트,,94734
수딩젤/팩,,94723
크림,,94714
마스크시트,,94746
마스크시트,,94729
풋케어,,94726
마스크시트,,94697
마스크시트,,94698
마스크시트,,94700
마스크시트,,94736
코팩,,94720
아이케어,,94705
화이트닝케어,,94742
핸드케어,,47317
핸드케어,,47313
핸드케어,,47309
핸드케어,,47305
남성향수,,99344
여성향수,,99345
스크럽/필링,,72611
쿠션타입,,73476
크림,,61529
"워시오프,클렌징폼",,75532
선블록,,76127
씨씨크림,,77419
클렌징워터,,71133
헤어에센스,,101955
트리트먼트/팩,,28752
페이스소품,,91406
크림,,72718
에센스,,72723
크림,,72721
에센스,,72715
페이스오일,,72717
클렌징비누,,72724
에센스,,72720
여성향수,,34229
여성향수,,98984
선블록,,73001
바디로션,,103279
"파운데이션,쿠션타입",,103499
스킨,,100341
로션,,100342
스킨,,95182
미스트,,95181
페이스오일,,95180
크림,,105888
클렌징폼,,84346
클렌징폼,,84347
클렌징폼,,84345
클렌징폼,,95651
클렌징젤,,94590
"크림,화이트닝케어",,23014
"크림,모공케어",,23013
"크림,모공케어",,23011
클렌징오일,,23002
에센스,,23009
선블록,,23016
"크림,모공케어",,23012
선스프레이,,23015
스크럽/필링,,22364
에센스,,23006
에센스,,23008
"에센스,화이트닝케어",,23007
비비크림,,23017
"로션,트러블케어",,23003
선블록,,23005
"에센스,트러블케어",,23010
"스킨,트러블케어",,23004
클렌징폼,,22363
마스크시트,,105772
방향제,,63481
디퓨저,,61937
클렌징폼,,94805
핸드케어,,63429
여성향수,,63461
립틴트,,63497
바디미스트,,63441
여성향수,,63477
여성향수,,63453
립틴트,,69713
아이섀도우,,63493
바디미스트,,63449
핸드케어,,81411
핸드케어,,63433
바디로션,,28759
핸드케어,,40983
립밤,,63469
바디로션,,59016
바디워시,,63437
아이섀도우,,63489
바디워시,,27687
핸드케어,,81412
향초,,63473
핸드케어,,72118
핸드케어,,81410
핸드케어,,104457
헤어에센스,,28763
씨씨크림,,28760
립밤,,20686
립밤,,20689
립밤,,20685
립밤,,20688
립밤,,20687
미스트,,88958
마스크시트,,105533
스펀지/퍼프,,93862
페이스소품,,92648
크림,,94327
립밤,,78619
립스틱,,101347
에센스,,85573
트윈케익,,27646
스펀지/퍼프,,88847
스펀지/퍼프,,88842
로션,,27653
브러쉬,,88851
에센스,,27648
비비크림,,88838
팩트,,88835
페이스오일,,1346
파우더,,27639
팩트,,27652
스킨,,27642
로션,,27640
스크럽/필링,,27659
스펀지/퍼프,,88843
포인트리무버,,88837
립틴트,,88839
아이케어,,27651
뷰러,,88852
팩트,,2705
파우더,,40422
씨씨크림,,27664
브러쉬,,88845
파운데이션,,80365
스펀지/퍼프,,88850
비비크림,,27657
선블록,,27663
"파운데이션,쿠션타입",,100836
베이스프라이머,,81743
크림,,27643
아이브로우-펜슬,,92108
크림,,27649
크림,,88836
스킨,,27655
팩트,,27654
"파운데이션,쿠션타입",,46661
로션,,27645
팩트,,103999
아이섀도우,,88840
팩트,,27644
컨실러,,27666
마스카라,,27671
블러셔,,27623
파우더,,27637
팩트,,27650
클렌징오일,,27662
스펀지/퍼프,,88848
립글로스/락커,,27670
클렌징오일,,27658
팩트,,70033
스펀지/퍼프,,74528
파운데이션,,52949
립스틱,,41
파운데이션,,21379
파우더,,646
스킨,,27647
비비크림,,27661
팩트,,27656
스펀지/퍼프,,88846
팩트,,27641
크림,,27638
하이라이터,,3073
브러쉬,,88853
스펀지/퍼프,,88841
수면팩,,27636
아이브로우-파우더,,42915
스펀지/퍼프,,88849
"파운데이션,쿠션타입",,100837
클렌징폼,,27660
비비크림,,27665
립틴트,,27669
"메이크업베이스,하이라이터",,27667
"파운데이션,쿠션타입",,35268
팩트,,42918
립밤,,27668
립스틱,,92107
브러쉬,,88844
트리트먼트/팩,,23114
헤어에센스,,90996
샴푸,,87248
샴푸,,23112
헤어에센스,,23113
트리트먼트/팩,,23111
선블록,,92387
바디미스트,,91600
바디미스트,,91599
바디미스트,,91604
바디미스트,,91603
헤어에센스,,91605
헤어에센스,,91607
트리트먼트/팩,,91610
비비크림,,91615
마스크시트,,81841
마스크시트,,91616
마스크시트,,91618
마스크시트,,91619
헤어스타일링,,91622
바디미스트,,91601
파우더,,91613
핸드케어,,91595
선블록,,92388
스펀지/퍼프,,91585
"파운데이션,쿠션타입",,92385
스킨,,96706
페이스소품,,81844
마스크시트,,81834
마스크시트,,81835
마스크시트,,81837
쉐이빙,,92391
클렌징,,91587
선케어,,91588
스킨,,91589
메이크업,,91590
에센스,,91591
핸드케어,,91594
핸드케어,,91596
핸드케어,,91598
선블록,,91623
비비크림,,75989
트러블케어,,101267
헤어에센스,,91608
샴푸,,91611
비비크림,,81823
파운데이션,,81816
페이스소품,,81842
클렌징폼,,81832
크림,,91584
링클케어,,86825
립틴트,,91633
마스크시트,,81840
선블록,,81830
수딩젤/팩,,67441
파운데이션,,85042
립틴트,,85894
톤업크림,,91626
선블록,,92390
스킨,,73498
링클케어,,81825
에센스,,91625
클렌징젤,,91628
스킨,,91629
트러블케어,,91630
크림,,91631
크림,,67429
쿠션타입,,76354
크림,,91592
크림,,75460
립틴트,,78210
크림,,73203
"비비크림,메이크업",,81820
쿠션타입,,88470
톤업크림,,91582
마스크시트,,81838
선쿠션,,81828
에센스,,75979
베이비스킨케어,,104053
베이비클렌저/샴푸,,59018
베이비바디,,28770
베이비스킨케어,,104052
베이비바디,,104048
베이비바디,,28772
베이비바디,,104049
베이비바디,,104050
베이비스킨케어,,28771
"베이비스킨케어,베이비바디",,104054
베이비바디,,104051
베이비바디,,28769
샴푸,,28773
헤어에센스,,99518
트리트먼트/팩,,28774
마스크시트,,104637
톤업크림,,101254
"선블록,베이스프라이머",,101253
마스크시트,,34199
"크림,링클케어",,34393
"에센스,링클케어",,34392
쿠션타입,,45921
"비비크림,쿠션타입",,101262
크림,,101255
로션,,101257
핸드케어,,101258
클렌징폼,,101259
아이케어,,34197
"미스트,에센스",,101261
"미스트,스킨",,101260
"아이케어,마스크시트",,34198
스킨,,101256
중형,,96831
중형,,96830
클렌징티슈,,91284
크림,,96058
크림,,96052
아이케어,,96053
클렌징폼,,96055
아이케어,,96050
로션,,96051
"에센스,링클케어",,92311
"베이비스킨케어,베이비바디",,10020
핸드케어,,1470
바디워시,,20091
목욕비누,,20098
바디워시,,20087
목욕비누,,20096
바디로션,,10038
핸드케어,,10073
바디워시,,10053
애프터쉐이브,,9979
남성향수,,10011
향초,,10013
향초,,10014
"클렌징비누,목욕비누",,52129
클렌징비누,,9948
로션,,9974
바디크림,,20085
바디워시,,20093
데오도란트,,10043
"미스트,바디미스트",,39135
바디크림,,10024
바디워시,,20088
목욕비누,,20095
목욕비누,,20097
"샴푸,바디워시",,10061
미스트,,2116
"바디로션,베이비바디",,10023
베이비클렌저/샴푸,,10058
베이비바디,,10046
바디로션,,10035
바디로션,,18748
바디워시,,18749
애프터쉐이브,,20105
여성향수,,20106
쉐이빙,,34425
바디워시,,10059
방향제,,10016
바디워시,,10060
스킨,,10102
로션,,10103
핸드케어,,10077
남성향수,,10012
스킨,,10100
클렌징,,9951
클렌징,,10104
방향제,,46013
바디워시,,10057
남성향수,,75930
바디스크럽,,18736
바디워시,,45889
클렌징젤,,104558
미스트,,104557
워시오프,,9991
헤어/바디,,83958
쉐이빙,,83956
남성향수,,83954
수면팩,,9989
"에센스,화이트닝케어",,9966
스크럽/필링,,9990
클렌징폼,,9950
포인트리무버,,9954
수면팩,,2086
스킨,,99121
선블록,,9992
립밤,,21431
바디워시,,25757
바디워시,,86906
여성향수,,86910
풋케어,,10044
바디오일,,10032
핸드케어,,10076
바디로션,,10030
헤어에센스,,14337
바디워시,,45981
바디워시,,45989
"바디크림,아로마테라피",,18741
입욕제,,20375
아로마테라피,,18740
"바디오일,아로마테라피",,10041
트리트먼트/팩,,10098
헤어에센스,,10094
아로마테라피,,20104
샴푸,,10085
헤어에센스,,39546
헤어에센스,,75932
헤어에센스,,34610
립글로스/락커,,21421
"헤어에센스,바디오일",,21422
바디워시,,21429
여성향수,,21424
향초,,21430
바디크림,,93363
샴푸,,10087
바디로션,,10027
입욕제,,10047
바디워시,,40404
에센스,,9965
방향제,,10017
"크림,화이트닝케어",,9977
바디로션,,86908
"하이라이터,바디오일",,10048
미스트,,57521
스크럽/필링,,9988
바디스크럽,,2448
미스트,,35601
스킨,,9956
클렌징폼,,9955
클렌징젤,,9949
"링클케어,수면팩",,86915
립밤,,105311
샴푸,,14288
샴푸,,10084
여성향수,,43386
아이케어,,9985
"크림,화이트닝케어",,88513
풋케어,,10045
헤어에센스,,1409
샴푸,,10081
린스/컨디셔너,,98983
여성향수,,10005
로션,,67357
여성향수,,10009
핸드케어,,53557
바디워시,,10065
미스트,,86912
에센스,,9964
"핸드케어,풋케어",,78533
로션,,9981
샴푸,,34609
바디로션,,10021
데오도란트,,1457
클렌징오일,,52525
트리트먼트/팩,,98985
핸드케어,,86911
핸드케어,,10069
바디로션,,40407
헤어에센스,,75933
바디워시,,20090
립밤,,98295
바디워시,,18737
미스트,,9959
클렌징,,34426
린스/컨디셔너,,14339
크림,,9980
립밤,,20100
립밤,,9984
미스트,,2106
미스트,,9957
여성향수,,105953
여성향수,,10000
쉐이빙,,10099
로션,,27576
여성향수,,9996
방향제,,46005
바디로션,,10033
클렌징비누,,10064
방향제,,21433
트리트먼트/팩,,10097
린스/컨디셔너,,10090
바디로션,,10034
바디로션,,3489
바디스크럽,,10067
목욕비누,,20956
립글로스/락커,,42
방향제,,10015
립밤,,76501
립밤,,23906
크림,,9994
아이케어,,80790
로션,,9976
샴푸,,10086
로션,,2083
립밤,,27622
포인트리무버,,9953
바디워시,,10052
립밤,,9986
크림,,9972
립밤,,20099
바디워시,,10066
바디워시,,20089
바디워시,,20086
헤어에센스,,33443
샴푸,,98982
선블록,,73684
선블록,,2084
크림,,9968
씨씨크림,,34573
크림,,27432
바디워시,,10055
클렌징폼,,23301
여성향수,,9998
클렌징폼,,9952
바디워시,,2853
스킨,,9961
핸드케어,,10078
핸드케어,,25759
수면팩,,75330
에센스,,26401
핸드케어,,20102
미스트,,36192
핸드케어,,77069
"헤어에센스,바디오일",,10095
여성향수,,10010
클렌징밀크,,9947
핸드케어,,3488
"바디미스트,아로마테라피",,18739
바디로션,,18751
핸드케어,,54777
핸드케어,,10079
핸드케어,,85419
"여성향수,남성향수",,79737
바디로션,,3486
"여성향수,헤어에센스",,40410
스킨,,9958
헤어에센스,,21427
"립밤,핸드케어,목욕비누",,102144
바디크림,,26411
린스/컨디셔너,,10092
스크럽/필링,,9987
바디워시,,10051
헤어에센스,,1408
로션,,9975
여성향수,,86905
여성향수,,16956
비비크림,,36273
핸드케어,,87359
아이케어,,9983
바디로션,,70489
바디로션,,21428
바디로션,,92744
미스트,,9962
핸드케어,,21425
여성향수,,1618
헤어에센스,,34776
네일영양,,10074
에센스,,104556
핸드케어,,45969
여성향수,,9999
페이스오일,,57525
립밤,,34018
크림,,25930
여성향수,,10004
핸드케어,,3487
"크림,바디크림",,9969
핸드케어,,10071
여성향수,,10003
"바디로션,핸드케어",,10028
핸드케어,,3485
핸드케어,,19326
바디로션,,10022
핸드케어,,3481
핸드케어,,10075
바디미스트,,1473
핸드케어,,3479
헤어에센스,,2934
여성향수,,9995
바디워시,,3490
풋케어,,2088
크림,,104527
바디로션,,10026
여성향수,,10007
크림,,9970
핸드케어,,10072
에센스,,9967
"미스트,바디미스트",,18233
크림,,25318
바디워시,,10050
트리트먼트/팩,,2406
샴푸,,10080
바디오일,,10042
스킨,,3483
크림,,104526
바디로션,,10031
"클렌징비누,목욕비누",,10062
핸드케어,,20092
"크림,바디크림",,9978
바디워시,,10049
여성향수,,10002
크림,,2107
바디크림,,10019
바디크림,,10025
여성향수,,40392
핸드케어,,20103
스킨,,75329
크림,,3492
클렌징폼,,86159
워시오프,,45997
헤어에센스,,10093
"바디워시,아로마테라피",,18742
트리트먼트/팩,,34612
바디워시,,81898
여성향수,,21423
바디크림,,27427
메이크업베이스,,23196
바디워시,,11025
바디워시,,73220
바디워시,,10054
페이스오일,,18288
바디로션,,10037
바디크림,,16795
여성향수,,10008
남성향수,,11638
클렌징티슈,,11100
바디크림,,93551
크림,,34424
바디에센스,,27516
핸드케어,,21432
미스트,,34019
베이비스킨케어,,9973
"클렌징비누,목욕비누",,18750
방향제,,10018
헤어에센스,,10096
바디크림,,54685
클렌징오일,,46953
바디스크럽,,2762
스킨,,72644
바디로션,,10036
입욕제,,39099
선블록,,9993
아이케어,,9982
여성향수,,10006
여성향수,,99644
샴푸,,14338
클렌징비누,,10063
방향제,,78530
애프터쉐이브,,10101
핸드케어,,46857
바디로션,,99722
핸드케어,,10070
여성향수,,9997
바디로션,,45977
로션,,16995
바디로션,,25758
바디워시,,10056
여성향수,,10001
"바디오일,아로마테라피",,18738
디퓨저,,2814
린스/컨디셔너,,10091
립밤,,20101
스킨,,9963
여성향수,,98688
목욕비누,,20094
바디워시,,99721
바디워시,,18752
핸드케어,,76530
핸드케어,,76358
바디오일,,10029
크림,,104328
워시오프,,83541
스크럽/필링,,94999
크림,,105931
핸드케어,,34983
핸드케어,,34347
바디크림,,11549
바디워시,,20666
여성향수,,76163
바디로션,,20662
여성향수,,3270
바디워시,,20665
여성향수,,3128
립스틱,,24076
여성향수,,51133
여성향수,,101235
스킨,,24074
여성향수,,20668
여성향수,,3300
여성향수,,100788
바디로션,,17139
여성향수,,20663
로션,,24075
여성향수,,65889
여성향수,,20670
아이섀도우,,90942
블러셔,,28785
팩트,,41952
메이크업베이스,,28780
아이라이너-펜슬&젤,,41961
팩트,,28789
쿠션타입,,91195
립글로스/락커,,91694
립틴트,,91043
아이섀도우,,80351
립스틱,,80240
립스틱,,104006
파운데이션,,102165
브러쉬,,80353
스펀지/퍼프,,80241
립스틱,,101471
블러셔,,80352
파운데이션,,80239
페이스소품,,100856
워시오프,,78442
수면팩,,78445
마스크시트,,78636
마스크시트,,78638
코팩,,100063
풋케어,,99307
수면팩,,78444
브러쉬,,77537
트러블케어,,100061
브러쉬,,77206
트러블케어,,100062
워시오프,,78441
브러쉬,,76975
워시오프,,78440
수면팩,,78453
코팩,,42933
마스크시트,,78639
마스크시트,,78637
마스크시트,,78635
스펀지/퍼프,,56137
워시오프,,78443
수면팩,,78451
브러쉬,,56133
브러쉬,,73793
"파운데이션,쿠션타입",,101112
크림,,78164
크림,,78173
에센스,,78167
스킨,,78166
클렌징워터,,78161
스크럽/필링,,78163
크림,,78170
에센스,,78169
오버나이트,,78174
바디워시,,78124
워시오프,,78165
클렌징폼,,78162
선블록,,78172
크림,,78171
린스/컨디셔너,,78155
샴푸,,78126
헤어스타일링,,78160
클렌징비누,,78122
바디워시,,78157
핸드케어,,78159
클렌징비누,,78123
린스/컨디셔너,,78154
샴푸,,78125
팬티라이너,,78176
에센스,,78168
여성향수,,79799
비비크림,,19272
립틴트,,34003
립틴트,,68257
"컨실러,메이크업베이스",,81749
"씨씨크림,쿠션타입",,89796
"선블록,메이크업베이스",,92011
파운데이션,,19278
베이스프라이머,,45529
"에센스,트러블케어",,19276
아이섀도우,,69305
"립글로스/락커,립틴트",,19285
선블록,,37620
팩트,,19268
파운데이션,,53153
"비비크림,파운데이션",,49685
스펀지/퍼프,,81627
바디미스트,,19287
"립스틱,블러셔,쉐딩",,97102
메이크업,,18568
포인트리무버,,19279
컨실러,,89442
파운데이션,,34917
메이크업베이스,,40782
립틴트,,80877
립글로스/락커,,19284
바디크림,,19289
"파운데이션,쿠션타입",,105832
베이스프라이머,,19271
하이라이터,,98701
"에센스,트러블케어",,19277
아이브로우-파우더,,19264
마스카라,,19280
마스카라,,14589
선블록,,21963
팩트,,106652
파운데이션,,71894
바디미스트,,19288
스펀지/퍼프,,103650
아이라이너-리퀴드,,23884
립스틱,,106312
"아이섀도우,블러셔",,95183
메이크업픽서,,18294
파운데이션,,2719
"비비크림,파운데이션",,40902
쉐딩,,76998
파운데이션,,47765
하이라이터,,90611
컨실러,,90610
비비크림,,19269
블러셔,,19270
립틴트,,76784
마스카라,,19282
팩트,,89912
립스틱,,19286
"비비크림,쿠션타입",,75426
립틴트,,84293
하이라이터,,19267
블러셔,,56869
블러셔,,98844
파운데이션,,75163
톤업크림,,73934
컨실러,,77341
립틴트,,72389
립스틱,,51109
"마스카라,픽서/영양제",,80012
파운데이션,,89392
아이섀도우,,84632
컨실러,,23883
비비크림,,19273
메이크업베이스,,73935
팩트,,89915
아이섀도우,,56049
"선블록,베이스프라이머",,19265
"아이브로우-펜슬,아이브로우-파우더",,101678
립글로스/락커,,104359
컨실러,,105302
쉐딩,,97685
립라이너,,89443
하이라이터,,76997
"아이섀도우,하이라이터,블러셔,아이브로우-파우더",,95660
클렌징오일,,19274
선쿠션,,76392
선스틱,,93410
아이라이너-리퀴드,,18526
파운데이션,,54493
아이섀도우,,17042
"립틴트,립스틱",,2720
클렌징젤,,19275
쿠션타입,,77262
메이크업베이스,,19266
립틴트,,18718
아이라이너-펜슬&젤,,89440
마스카라,,19283
선블록,,94516
아이라이너-리퀴드,,56709
아이섀도우,,81133
아이섀도우,,101644
메이크업베이스,,19260
파운데이션,,19255
팩트,,19261
메이크업베이스,,19259
쉐딩,,647
아이라이너-펜슬&젤,,276
파운데이션,,19258
파우더,,649
아이섀도우,,280
"팩트,하이라이터",,19262
립글로스/락커,,96938
립스틱,,34064
하이라이터,,648
아이섀도우,,25013
아이섀도우,,1863
아이섀도우,,277
아이섀도우,,278
아이섀도우,,279
파운데이션,,19256
아이섀도우,,71883
아이섀도우,,92168
파운데이션,,19257
아이섀도우,,282
페이스소품,,104603
마스크시트,,76629
바디스크럽,,41277
미스트,,102290
스킨,,102291
목욕비누,,102292
클렌징비누,,102296
클렌징비누,,102293
"파운데이션,쿠션타입",,102289
클렌징비누,,102294
크림,,89857
클렌징비누,,102295
마스크시트,,71762
마스크시트,,51061
마스크시트,,71764
마스크시트,,51049
마스크시트,,71763
크림,,75609
클렌징젤,,75612
클렌징폼,,75611
클렌징비누,,34509
에센스,,75610
에센스,,73046
아이케어,,75614
크림,,75613
마스크시트,,75615
에센스,,39525
아이케어,,39540
아이케어,,25184
아이케어,,25181
비비크림,,25185
크림,,25183
크림,,39534
비비크림,,25186
워시오프,,25188
페이스오일,,25187
크림,,39537
크림,,25180
페이스오일,,25189
크림,,25179
크림,,39528
클렌징오일,,77765
"바디로션,핸드케어",,86739
크림,,27362
마스크시트,,101866
바디로션,,80675
선블록,,43929
마스크시트,,52021
바디로션,,80676
비비크림,,24019
