,category,num_of_reviews,product_id
11585,메이크업,,93565
11586,에센스,,85518
11587,헤어에센스,,102091
11588,선블록,,99272
11589,에센스,,7768
11590,립글로스/락커,,93838
11591,브러쉬,,100753
11592,마스크시트,,66065
11593,"모공케어,마스크시트",,41022
11594,워시오프,,43443
11595,페이스소품,,99197
11596,스킨,,7480
11597,에센스,,7475
11598,"핸드케어,네일영양",,8538
11599,크림,,81602
11600,헤어스타일링,,8575
11601,여성향수,,3313
11602,클렌징폼,,78473
11603,립글로스/락커,,91839
11604,클렌징폼,,48245
11605,클렌징크림,,71555
11606,파운데이션,,8407
11607,크림,,7710
11608,마스크시트,,60106
11609,아이라이너-펜슬&젤,,99131
11610,파운데이션,,82885
11611,스크럽/필링,,93263
11612,수면팩,,34806
11613,"에센스,화이트닝케어",,7788
11614,헤어에센스,,1422
11615,핸드케어,,26736
11616,미스트,,21528
11617,수면팩,,25096
11618,"크림,메이크업베이스",,611
11619,페이스소품,,68273
11620,"바디워시,바디스크럽",,88889
11621,클렌징폼,,97908
11622,클렌징폼,,62045
11623,립스틱,,51393
11624,아이케어,,7746
11625,로션,,81142
11626,립밤,,8447
11627,파운데이션,,20484
11628,"클렌징폼,스크럽/필링",,60196
11629,클렌징폼,,34188
11630,스킨,,73234
11631,스펀지/퍼프,,93996
11632,립틴트,,100896
11633,크림,,63593
11634,립틴트,,75042
11635,마스크시트,,93326
11636,크림,,7762
11637,립틴트,,104720
11638,페이스오일,,7799
11639,크림,,7737
11640,"미스트,화이트닝케어",,7791
11641,스킨,,7730
11642,쉐딩,,79105
11643,크림,,89858
11644,마스크시트,,26272
11645,미스트,,26364
11646,네일영양,,23467
11647,아이케어,,80745
11648,로션,,76548
11649,마스크시트,,26274
11650,아이케어,,79940
11651,팩트,,27238
11652,수면팩,,27234
11653,클렌징오일,,53901
11654,선블록,,34728
11655,스킨,,80798
11656,핸드케어,,52045
11657,"비비크림,쿠션타입",,82355
11658,립밤,,77928
11659,수면팩,,93279
11660,핸드케어,,60585
11661,에센스,,91918
11662,스킨,,8589
11663,"마스카라,픽서/영양제",,41148
11664,"립틴트,립스틱",,87990
11665,클렌징크림,,36006
11666,파우더,,79682
11667,미스트,,103220
11668,마스크시트,,72125
11669,바디미스트,,79959
11670,네일아트/소품,,97717
11671,"핸드케어,풋케어",,73889
11672,핸드케어,,78057
11673,아이섀도우,,104715
11674,아이섀도우,,98500
11675,클렌징폼,,22208
11676,미스트,,7734
11677,네일컬러,,92169
11678,여성향수,,79506
11679,립밤,,82047
11680,컨실러,,80607
11681,바디로션,,77938
11682,아이브로우-마스카라&리퀴드,,81596
11683,클렌징티슈,,26202
11684,로션,,93245
11685,핸드케어,,8563
11686,바디워시,,62333
11687,립밤,,82129
11688,로션,,7467
11689,에센스,,91495
11690,여성향수,,21570
11691,립밤,,33794
11692,"파운데이션,쿠션타입",,91084
11693,마스크시트,,72131
11694,포인트리무버,,23463
11695,립틴트,,91040
11696,바디미스트,,20498
11697,바디로션,,62329
11698,마스카라,,88372
11699,마스크시트,,72126
11700,스펀지/퍼프,,34725
11701,수딩젤/팩,,75327
11702,핸드케어,,78051
11703,"로션,화이트닝케어",,7792
11704,로션,,80742
11705,메이크업베이스,,59409
11706,"씨씨크림,쿠션타입",,77000
11707,여성향수,,56797
11708,마스크시트,,77410
11709,코팩,,69329
11710,수딩젤/팩,,93237
11711,클렌징오일,,53893
11712,로션,,49253
11713,스킨,,80743
11714,페이스오일,,49877
11715,립스틱,,82502
11716,립스틱,,8430
11717,립틴트,,100357
11718,바디로션,,45941
11719,아이브로우-파우더,,38568
11720,아이섀도우,,98498
11721,아이라이너-리퀴드,,103955
11722,스킨,,7735
11723,크림,,46229
11724,컨실러,,63221
11725,아이라이너-펜슬&젤,,35451
11726,바디로션,,7459
11727,립스틱,,53489
11728,핸드케어,,60583
11729,클렌징워터,,82191
11730,핸드케어,,78055
11731,팩트,,36444
11732,"하이라이터,블러셔",,97501
11733,바디워시,,20486
11734,아이섀도우,,23657
11735,"미스트,스킨",,37911
11736,메이크업베이스,,83385
11737,핸드케어,,78044
11738,스킨,,7722
11739,아이섀도우,,98503
11740,여성향수,,7463
11741,클렌징폼,,85755
11742,"아이브로우-펜슬,아이브로우-파우더",,81595
11743,핸드케어,,78061
11744,핸드케어,,49829
11745,아이라이너-리퀴드,,8463
11746,에센스,,63845
11747,파우더,,34239
11748,쉐딩,,27493
11749,브러쉬,,85491
11750,바디로션,,20485
11751,립틴트,,77381
11752,핸드케어,,78048
11753,스킨,,99136
11754,선블록,,79942
11755,크림,,40335
11756,클렌징폼,,72399
11757,스킨,,7754
11758,트러블케어,,82351
11759,여성향수,,79504
11760,마스크시트,,81696
11761,스킨,,25082
11762,트러블케어,,102088
11763,바디미스트,,94623
11764,클렌징폼,,102668
11765,아이소품,,100855
11766,핸드케어,,97765
11767,아이케어,,49237
11768,컨실러,,74605
11769,클렌징폼,,60162
11770,클렌징워터,,100645
11771,스크럽/필링,,98373
11772,남성향수,,7464
11773,크림,,46233
11774,립글로스/락커,,65661
11775,톤업크림,,90608
11776,마스크시트,,85906
11777,샴푸,,86675
11778,에센스,,7760
11779,로션,,7478
11780,여성향수,,25078
11781,크림,,36402
11782,데오도란트,,36438
11783,아이소품,,73111
11784,로션,,7479
11785,클렌징티슈,,40332
11786,로션,,91285
11787,바디오일,,70321
11788,베이스/탑코트/퀵드라이,,45173
11789,선블록,,94621
11790,마스크시트,,33993
11791,"에센스,화이트닝케어,메이크업베이스",,34431
11792,마스크시트,,86112
11793,스킨,,36165
11794,비비크림,,8419
11795,마스크시트,,72133
11796,바디크림,,47189
11797,"아이라이너-펜슬&젤,아이라이너-리퀴드",,100170
11798,클렌징폼,,14523
11799,핸드케어,,97712
11800,크림,,80741
11801,에센스,,7740
11802,쉐딩,,2641
11803,마스크시트,,79935
11804,브러쉬,,88577
11805,"스킨,모공케어",,7451
11806,로션,,80797
11807,메이크업,,77856
11808,마스크시트,,77411
11809,네일리무버,,89279
11810,크림,,7733
11811,"화이트닝케어,마스크시트",,39396
11812,크림,,75787
11813,스킨,,7466
11814,핸드케어,,90236
11815,마스크시트,,86111
11816,네일아트/소품,,36378
11817,마스카라,,78298
11818,바디크림,,83038
11819,비비크림,,23783
11820,선스프레이,,94756
11821,마스크시트,,85905
11822,립스틱,,8429
11823,미스트,,102066
11824,베이스프라이머,,97708
11825,마스크시트,,72128
11826,스크럽/필링,,94993
11827,블러셔,,97709
11828,"에센스,링클케어",,20497
11829,헤어에센스,,40035
11830,클렌징크림,,57729
11831,아이섀도우,,23655
11832,바디로션,,49737
11833,크림,,92021
11834,클렌징폼,,21530
11835,립밤,,98755
11836,핸드케어,,90235
11837,핸드케어,,97766
11838,포인트리무버,,42411
11839,청결제,,34238
11840,블러셔,,105353
11841,페이스소품,,76483
11842,마스크시트,,77415
11843,마스크시트,,93323
11844,에센스,,7477
11845,핸드케어,,60587
11846,바디로션,,89190
11847,트리트먼트/팩,,20494
11848,여성향수,,25076
11849,블러셔,,18590
11850,클렌징티슈,,26136
11851,아이라이너-리퀴드,,96208
11852,마스크시트,,33983
11853,마스크시트,,100732
11854,크림,,72488
11855,클렌징오일,,23475
11856,마스카라,,78297
11857,바디오일,,43335
11858,립틴트,,97702
11859,마스크시트,,72129
11860,크림,,78335
11861,비비크림,,82584
11862,핸드케어,,97714
11863,"미스트,모공케어",,18228
11864,클렌징폼,,100646
11865,립스틱,,100835
11866,페이스소품,,75765
11867,아이섀도우,,98502
11868,립밤,,98194
11869,핸드케어,,78053
11870,에센스,,22288
11871,트리트먼트/팩,,84192
11872,페이스소품,,80324
11873,헤어에센스,,87602
11874,톤업크림,,82353
11875,핸드케어,,81510
11876,클렌징폼,,36363
11877,헤어스타일링,,79323
11878,포인트리무버,,34136
11879,바디워시,,98196
11880,로션,,8583
11881,데오도란트,,90227
11882,크림,,7721
11883,스킨,,81143
11884,아이섀도우,,103587
11885,아이케어,,72489
11886,네일리무버,,75417
11887,페이스오일,,86687
11888,핸드케어,,101696
11889,에센스,,36408
11890,크림,,84901
11891,수면팩,,83784
11892,클렌징폼,,21526
11893,크림,,81553
11894,톤업크림,,100750
11895,하이라이터,,36156
11896,"에센스,수면팩",,7755
11897,헤어스타일링,,7460
11898,아이라이너-펜슬&젤,,27272
11899,마스카라,,8456
11900,선스프레이,,7540
11901,"씨씨크림,쿠션타입",,41847
11902,베이스프라이머,,78904
11903,립글로스/락커,,8441
11904,클렌징오일,,22859
11905,아이섀도우,,14443
11906,클렌징워터,,23921
11907,스펀지/퍼프,,37986
11908,핸드케어,,8558
11909,필오프,,33410
11910,아이브로우-펜슬,,36759
11911,스킨,,7712
11912,클렌징오일,,62085
11913,립틴트,,48933
11914,"씨씨크림,쿠션타입",,3140
11915,코팩,,47945
11916,마스크시트,,33960
11917,"바디로션,핸드케어",,106774
11918,바디워시,,106776
11919,톤업크림,,106772
11920,파운데이션,,25801
11921,로션,,52597
11922,베이스프라이머,,1137
11923,"파운데이션,쿠션타입",,7456
11924,하이라이터,,74604
11925,클렌징티슈,,35613
11926,스크럽/필링,,18414
11927,베이스프라이머,,617
11928,"비비크림,쿠션타입",,77001
11929,아이라이너-펜슬&젤,,78688
11930,립밤,,8439
11931,클렌징오일,,47301
11932,"씨씨크림,쿠션타입",,26739
11933,크림,,7450
11934,립틴트,,86251
11935,아이라이너-펜슬&젤,,49813
11936,제모제/용품,,34235
11937,메이크업픽서,,7783
11938,미스트,,36426
11939,아이라이너-펜슬&젤,,8469
11940,비비크림,,34245
11941,선블록,,88980
11942,선블록,,33485
11943,클렌징폼,,33484
11944,바디스크럽,,8574
11945,클렌징밀크,,23248
11946,마스카라,,8457
11947,컨실러,,27243
11948,비비크림,,65641
11949,스펀지/퍼프,,89004
11950,마스크시트,,33970
11951,마스크시트,,60088
11952,핸드케어,,8572
11953,크림,,7716
11954,핸드케어,,106769
11955,클렌징폼,,35223
11956,베이스프라이머,,8417
11957,비비크림,,21806
11958,"씨씨크림,쿠션타입",,41766
11959,아이라이너-펜슬&젤,,88285
11960,베이비선케어,,70525
11961,네일컬러,,8543
11962,파운데이션,,27241
11963,클렌징워터,,82746
11964,클렌징폼,,42243
11965,선블록,,7537
11966,로션,,41523
11967,선블록,,7766
11968,비비크림,,610
11969,선스프레이,,7772
11970,로션,,7759
11971,베이스프라이머,,36162
11972,페이스소품,,26045
11973,미스트,,7717
11974,네일리무버,,55469
11975,바디워시,,77939
11976,바디워시,,8570
11977,립밤,,90897
11978,립틴트,,19
11979,아이브로우-펜슬,,8462
11980,네일리무버,,8530
11981,네일아트/소품,,8550
11982,비비크림,,24324
11983,아이브로우-펜슬,,106475
11984,아이섀도우,,20503
11985,아이소품,,42792
11986,스펀지/퍼프,,38136
11987,스펀지/퍼프,,103356
11988,로션,,94754
11989,선케어,,93562
11990,클렌징,,73669
11991,클렌징,,81895
11992,립밤,,8434
11993,네일아트/소품,,8555
11994,아이섀도우,,8454
11995,아이라이너-리퀴드,,11046
11996,아이라이너-펜슬&젤,,8461
11997,립틴트,,8443
11998,컨실러,,8416
11999,립틴트,,20
12000,메이크업베이스,,7579
12001,페이스소품,,8405
12002,"립밤,립틴트",,8436
12003,뷰러,,92559
12004,"마스크시트,립밤",,8440
12005,네일컬러,,1546
12006,립글로스/락커,,80606
12007,파우더,,614
12008,"하이라이터,블러셔,쉐딩",,8409
12009,메이크업베이스,,8400
12010,바디밤/파우더,,23139
12011,풋케어,,11349
12012,네일리무버,,8532
12013,헤어/바디,,94693
12014,헤어/바디,,94694
12015,크림,,81774
12016,로션,,7481
12017,로션,,7471
12018,로션,,7472
12019,크림,,7473
12020,선케어,,7470
12021,로션,,8587
12022,선쿠션,,7538
12023,스킨,,8586
12024,선블록,,42381
12025,선블록,,7771
12026,선블록,,7777
12027,선블록,,78710
12028,헤어스타일링,,76696
12029,핸드케어,,78690
12030,스킨,,72699
12031,미스트,,87367
12032,선블록,,7539
12033,바디로션,,8569
12034,메이크업,,7474
12035,스크럽/필링,,7476
12036,컨실러,,95989
12037,스킨,,97505
12038,로션,,97504
12039,트리트먼트/팩,,102093
12040,샴푸,,102096
12041,베이비스킨케어,,100789
12042,립글로스/락커,,26031
12043,클렌징,,8585
12044,에센스,,106589
12045,미스트,,22101
12046,바디미스트,,37401
12047,바디미스트,,106448
12048,바디미스트,,100973
12049,바디미스트,,37824
12050,"여성향수,바디미스트",,26198
12051,스킨,,22287
12052,미스트,,34033
12053,트러블케어,,23476
12054,데오도란트,,11361
12055,"베이비선케어,선쿠션",,94692
12056,"립글로스/락커,립틴트",,84492
12057,스크럽/필링,,36360
12058,마스크시트,,69309
12059,스펀지/퍼프,,55625
12060,로션,,7718
12061,트윈케익,,20487
12062,아이라이너-리퀴드,,41136
12063,클렌징폼,,78474
12064,아이라이너-리퀴드,,8473
12065,헤어에센스,,8573
12066,마스크시트,,60086
12067,마스크시트,,25650
12068,바디크림,,41769
12069,바디워시,,45949
12070,마스카라,,94607
12071,마스크시트,,33979
12072,코팩,,65257
12073,에센스,,17046
12074,마스크시트,,33988
12075,염색제/퍼머제,,76900
12076,파운데이션,,20488
12077,"스킨,화이트닝케어",,7776
12078,선블록,,76292
12079,에센스,,7745
12080,스킨,,7714
12081,마스크시트,,33975
12082,마스크시트,,60089
12083,"헤어에센스,헤어스타일링",,8556
12084,마스크시트,,60097
12085,마스카라,,2030
12086,마스크시트,,33991
12087,"에센스,트러블케어",,7720
12088,네일아트/소품,,8552
12089,마스크시트,,33981
12090,베이스프라이머,,86168
12091,블러셔,,48133
12092,필오프,,83783
12093,베이스/탑코트/퀵드라이,,75898
12094,핸드케어,,52041
12095,크림,,7752
12096,네일리무버,,27237
12097,바디로션,,8571
12098,에센스,,7774
12099,스크럽/필링,,21525
12100,마스크시트,,60102
12101,클렌징폼,,78472
12102,에센스,,25087
12103,필오프,,65233
12104,워시오프,,36354
12105,스킨,,49245
12106,마스크시트,,60099
12107,에센스,,7741
12108,염색제/퍼머제,,23473
12109,팩트,,8415
12110,립틴트,,35766
12111,마스크시트,,85904
12112,로션,,36411
12113,방향제,,21519
12114,립글로스/락커,,26407
12115,선블록,,7773
12116,립밤,,82134
12117,아이케어,,7757
12118,데오도란트,,34234
12119,선블록,,35439
12120,마스크시트,,60108
12121,씨씨크림,,8413
12122,립틴트,,91042
12123,포인트프라이머,,82099
12124,마스크시트,,25646
12125,마스크시트,,25648
12126,비비크림,,8410
12127,스킨,,7786
12128,워시오프,,83786
12129,베이스프라이머,,78336
12130,클렌징폼,,97909
12131,아이라이너-리퀴드,,8467
12132,메이크업,,8408
12133,마스크시트,,33984
12134,헤어에센스,,77257
12135,코팩,,65261
12136,스펀지/퍼프,,66029
12137,스크럽/필링,,27128
12138,쿠션타입,,52641
12139,마스크시트,,7454
12140,선블록,,27491
12141,아이브로우-마스카라&리퀴드,,69341
12142,쿠션타입,,95187
12143,크림,,7767
12144,아이소품,,89638
12145,클렌징폼,,71547
12146,아이브로우-펜슬,,1968
12147,브러쉬,,95836
12148,선스틱,,72458
12149,아이라이너-리퀴드,,222
12150,네일아트/소품,,8553
12151,파운데이션,,616
12152,립틴트,,68861
12153,바디크림,,8567
12154,스킨,,7725
12155,스크럽/필링,,33914
12156,크림,,985
12157,"네일아트/소품,네일컬러",,8534
12158,샴푸,,76268
12159,네일컬러,,26805
12160,씨씨크림,,25779
12161,"로션,화이트닝케어",,7775
12162,마스크시트,,33969
12163,크림,,7713
12164,팩트,,18586
12165,선블록,,79508
12166,립밤,,8446
12167,파운데이션,,27240
12168,네일영양,,76691
12169,립글로스/락커,,8438
12170,클렌징폼,,71544
12171,스크럽/필링,,48197
12172,립틴트,,8435
12173,아이라이너-리퀴드,,221
12174,여성향수,,3321
12175,하이라이터,,47769
12176,마스카라,,1850
12177,클렌징티슈,,76492
12178,아이케어,,7747
12179,"선블록,베이비선케어",,34857
12180,베이스프라이머,,34240
12181,크림,,80804
12182,"씨씨크림,쿠션타입",,33775
12183,선블록,,93482
12184,마스크시트,,60110
12185,아이브로우-펜슬,,37404
12186,컨실러,,86170
12187,"트러블케어,클렌징폼",,23462
12188,로션,,7715
12189,"파운데이션,쿠션타입",,100639
12190,염색제/퍼머제,,79352
12191,마스카라,,41145
12192,수딩젤/팩,,7455
12193,크림,,7769
12194,미스트,,7711
12195,아이라이너-리퀴드,,8468
12196,컨실러,,34432
12197,선블록,,53537
12198,선스틱,,90127
12199,마스크시트,,77258
12200,아이소품,,75584
12201,마스크시트,,60101
12202,에센스,,7724
12203,아이라이너-펜슬&젤,,87993
12204,브러쉬,,77407
12205,마스카라,,8458
12206,립밤,,82131
12207,메이크업베이스,,27492
12208,"크림,화이트닝케어",,40326
12209,"파운데이션,쿠션타입",,93406
12210,아이라이너-펜슬&젤,,83254
12211,마스크시트,,33982
12212,네일리무버,,40974
12213,팩트,,7569
12214,아이라이너-펜슬&젤,,8471
12215,클렌징폼,,21285
12216,"에센스,트러블케어",,11562
12217,스킨,,7500
12218,"로션,트러블케어",,7739
12219,트러블케어,,89010
12220,트러블케어,,89012
12221,네일컬러,,8540
12222,블러셔,,8422
12223,아이섀도우,,8455
12224,립틴트,,8445
12225,네일영양,,85150
12226,트러블케어,,99621
12227,바디미스트,,67521
12228,파우더,,8424
12229,네일컬러,,8536
12230,네일아트/소품,,8551
12231,아이섀도우,,8451
12232,비비크림,,23371
12233,파운데이션,,8412
12234,컨실러,,8421
12235,팩트,,55573
12236,립스틱,,18
12237,비비크림,,26432
12238,클렌징폼,,33582
12239,아이섀도우,,225
12240,컨실러,,613
12241,아이섀도우,,106081
12242,마스크시트,,79938
12243,마스크시트,,100731
12244,마스크시트,,82135
12245,블러셔,,2642
12246,핸드케어,,8562
12247,브러쉬,,106510
12248,마스크시트,,82137
12249,핸드케어,,78691
12250,마스크시트,,25095
12251,로션,,25097
12252,네일아트/소품,,83437
12253,네일아트/소품,,95055
12254,마스크시트,,79936
12255,샴푸,,94416
12256,크림,,7727
12257,로션,,88366
12258,스킨,,88365
12259,핸드케어,,97768
12260,핸드케어,,84189
12261,핸드케어,,84196
12262,핸드케어,,84198
12263,핸드케어,,84197
12264,디퓨저,,84496
12265,마스크시트,,103074
12266,마스크시트,,90232
12267,에센스,,7731
12268,마스크시트,,80749
12269,팩트,,8401
12270,메이크업베이스,,8406
12271,립스틱,,8433
12272,"아이섀도우,블러셔",,8402
12273,아이섀도우,,8452
12274,아이소품,,61537
12275,핸드케어,,8565
12276,스킨,,7761
12277,아이케어,,7756
12278,수면팩,,20552
12279,핸드케어,,90234
12280,핸드케어,,90237
12281,핸드케어,,7406
12282,베이스/탑코트/퀵드라이,,8544
12283,로션,,7468
12284,헤어스타일링,,14410
12285,아이섀도우,,21523
12286,"파운데이션,쿠션타입",,21521
12287,"파운데이션,쿠션타입",,21522
12288,코팩,,23474
12289,"로션,모공케어",,7797
12290,"필오프,코팩",,23477
12291,바디스크럽,,8579
12292,스킨,,55581
12293,"에센스,화이트닝케어",,7765
12294,로션,,55585
12295,쉐이빙,,7469
12296,팩트,,8397
12297,네일컬러,,8537
12298,아이라이너-리퀴드,,1970
12299,네일컬러,,8531
12300,네일컬러,,8535
12301,네일컬러,,8541
12302,아이섀도우,,226
12303,아이브로우-파우더,,8465
12304,립스틱,,8431
12305,네일컬러,,8542
12306,하이라이터,,7483
12307,비비크림,,8414
12308,씨씨크림,,7789
12309,립글로스/락커,,17
12310,네일컬러,,8533
12311,아이라이너-리퀴드,,8464
12312,아이섀도우,,8450
12313,아이라이너-리퀴드,,8470
12314,메이크업베이스,,8420
12315,"네일아트/소품,네일컬러",,8539
12316,네일컬러,,8546
12317,립스틱,,8432
12318,립스틱,,8428
12319,아이섀도우,,8453
12320,"마스카라,아이브로우-마스카라&리퀴드",,218
12321,네일컬러,,8545
12322,아이라이너-펜슬&젤,,8466
12323,아이라이너-펜슬&젤,,2032
12324,크림,,49257
12325,"씨씨크림,쿠션타입",,26430
12326,립스틱,,17045
12327,태닝,,63229
12328,바디밤/파우더,,76426
12329,"화이트닝케어,바디크림",,11537
12330,에센스,,7753
12331,"크림,화이트닝케어",,7787
12332,"스킨,화이트닝케어",,7779
12333,수면팩,,23940
12334,"아이케어,마스크시트",,20493
12335,바디스크럽,,21531
12336,클렌징크림,,21529
12337,청결제,,21524
12338,바디밤/파우더,,21593
12339,트윈케익,,7749
12340,아이소품,,104095
12341,아이섀도우,,78074
12342,아이섀도우,,72285
12343,아이섀도우,,85522
12344,아이섀도우,,106771
12345,바디미스트,,11340
12346,컨실러,,612
12347,메이크업픽서,,619
12348,핸드케어,,85785
12349,베이비클렌저/샴푸,,70533
12350,립틴트,,8449
12351,아이소품,,104096
12352,"바디크림,바디밤/파우더",,1456
12353,블러셔,,106306
12354,크림,,7501
12355,립라이너,,8426
12356,네일컬러,,98575
12357,팩트,,8398
12358,립밤,,8437
12359,컨실러,,8404
12360,파우더,,8399
12361,파운데이션,,8411
12362,미스트,,34878
12363,립글로스/락커,,8444
12364,립글로스/락커,,20502
12365,핸드케어,,8580
12366,네일아트/소품,,100264
12367,마스크시트,,97726
12368,헤어에센스,,20492
12369,립밤,,82130
12370,립틴트,,34764
12371,헤어스타일링,,94696
12372,헤어스타일링,,94695
12373,헤어스타일링,,94749
12374,팩트,,27239
12375,스킨,,14486
12376,"크림,링클케어,화이트닝케어",,20496
12377,로션,,7732
12378,크림,,1690
12379,마스크시트,,97724
12380,마스크시트,,77414
12381,립밤,,8442
12382,핸드케어,,72260
12383,로션,,7709
12384,미스트,,103337
12385,크림,,7723
12386,"풋케어,헤어/바디",,20495
12387,바디로션,,36396
12388,핸드케어,,78689
12389,크림,,14609
12390,수딩젤/팩,,20721
12391,스킨,,7795
12392,에센스,,7794
12393,로션,,7758
12394,샴푸,,105893
12395,린스/컨디셔너,,105892
12396,샴푸,,102169
12397,헤어에센스,,82192
12398,헤어스타일링,,87052
12399,데오도란트,,34237
12400,데오도란트,,34236
12401,네일컬러,,8548
12402,마스크시트,,106226
12403,"에센스,화이트닝케어",,89852
12404,아이케어,,80740
12405,페이스오일,,99267
12406,"여성향수,남성향수",,7462
12407,클렌징폼,,100859
12408,크림,,1006
12409,페이스오일,,7798
12410,클렌징폼,,7452
12411,클렌징오일,,34336
12412,수면팩,,44921
12413,크림,,7744
12414,수면팩,,99448
12415,에센스,,35565
12416,스킨,,36381
12417,모공케어,,44825
12418,"모공케어,코팩",,34731
12419,클렌징오일,,948
12420,블러셔,,53117
12421,핸드케어,,71301
12422,미스트,,35979
12423,워시오프,,81878
12424,크림,,27263
12425,"스킨,화이트닝케어",,7793
12426,아이섀도우,,23656
12427,바디로션,,8578
12428,바디미스트,,8566
12429,에센스,,7413
12430,풋케어,,105483
12431,핸드케어,,8568
12432,로션,,7738
12433,로션,,7736
12434,에센스,,7742
12435,선쿠션,,63849
12436,"바디크림,핸드케어",,8564
12437,여성향수,,76319
12438,선블록,,80489
12439,여성향수,,105273
12440,여성향수,,105276
12441,여성향수,,105279
12442,여성향수,,105272
12443,여성향수,,105270
12444,여성향수,,105274
12445,여성향수,,76014
12446,여성향수,,76013
12447,여성향수,,76015
12448,여성향수,,105278
12449,풋케어,,23417
12450,풋케어,,23416
12451,키즈제품,,67293
12452,키즈제품,,67285
12453,키즈제품,,67329
12454,키즈제품,,67321
12455,키즈제품,,67305
12456,키즈제품,,67301
12457,베이비클렌저/샴푸,,62881
12458,베이비클렌저/샴푸,,62905
12459,"베이비스킨케어,베이비바디",,62909
12460,키즈제품,,67281
12461,"선블록,베이비선케어",,91537
12462,키즈제품,,67313
12463,키즈제품,,67297
12464,베이비선케어,,83711
12465,"선블록,베이비선케어",,72933
12466,베이비선케어,,91700
12467,키즈제품,,80782
12468,베이비바디,,28460
12469,크림,,82862
12470,바디로션,,26217
12471,핸드케어,,80298
12472,립밤,,46421
12473,핸드케어,,92675
12474,핸드케어,,80297
12475,"바디크림,핸드케어",,26164
12476,핸드케어,,80296
12477,핸드케어,,26142
12478,핸드케어,,26144
12479,"바디크림,핸드케어",,26154
12480,립밤,,46417
12481,바디미스트,,26212
12482,바디워시,,86178
12483,에센스,,77508
12484,핸드케어,,93269
12485,바디미스트,,92677
12486,"핸드케어,네일영양",,26145
12487,바디로션,,26222
12488,바디미스트,,92679
12489,바디워시,,86179
12490,샴푸,,91693
12491,방향제,,103346
12492,헤어에센스,,101130
12493,바디미스트,,91063
12494,핸드케어,,93270
12495,핸드케어,,93268
12496,"헤어에센스,바디미스트",,46365
12497,바디미스트,,99369
12498,"바디크림,핸드케어",,26165
12499,핸드케어,,26143
12500,바디크림,,26149
12501,선블록,,91668
12502,바디미스트,,26210
12503,"바디크림,핸드케어",,26159
12504,마스크시트,,83045
12505,크림,,83043
12506,선블록,,77529
12507,핸드케어,,26133
12508,바디미스트,,26208
12509,핸드케어,,26140
12510,마스크시트,,57889
12511,"바디로션,핸드케어",,85361
12512,"바디크림,핸드케어",,46309
12513,아이케어,,77513
12514,립밤,,81546
12515,"선블록,메이크업베이스",,76181
12516,입욕제,,97558
12517,립밤,,34388
12518,샴푸,,91691
12519,선스틱,,91690
12520,바디미스트,,26213
12521,마스크시트,,77527
12522,청결제,,77520
12523,"바디크림,핸드케어",,26153
12524,마스크시트,,77528
12525,헤어에센스,,101129
12526,바디미스트,,26209
12527,핸드케어,,26135
12528,클렌징워터,,95357
12529,클렌징폼,,77524
12530,스킨,,83040
12531,트리트먼트/팩,,91697
12532,"바디크림,핸드케어",,81537
12533,바디로션,,103351
12534,"헤어에센스,바디미스트",,103352
12535,스크럽/필링,,77522
12536,청결제,,77521
12537,핸드케어,,26137
12538,"바디크림,핸드케어",,26158
12539,핸드케어,,46473
12540,바디워시,,26177
12541,바디미스트,,46281
12542,풋케어,,46433
12543,핸드케어,,26141
12544,핸드케어,,46481
12545,바디워시,,46269
12546,바디로션,,26220
12547,바디미스트,,26211
12548,방향제,,103348
12549,방향제,,93267
12550,핸드케어,,46489
12551,바디워시,,26181
12552,트리트먼트/팩,,91698
12553,"바디크림,핸드케어",,26162
12554,핸드케어,,46469
12555,"로션,바디로션",,27035
12556,방향제,,46413
12557,클렌징오일,,77525
12558,에센스,,77518
12559,핸드케어,,26131
12560,헤어에센스,,46377
12561,샴푸,,46325
12562,트리트먼트/팩,,46341
12563,"바디크림,핸드케어",,26151
12564,핸드케어,,46453
12565,바디워시,,26171
12566,립밤,,46429
12567,바디로션,,26215
12568,핸드케어,,26130
12569,방향제,,46397
12570,립밤,,46425
12571,"바디크림,핸드케어",,26150
12572,핸드케어,,46449
12573,바디워시,,26170
12574,바디로션,,26214
12575,바디미스트,,26205
12576,선블록,,27036
12577,바디미스트,,26206
12578,크림,,77519
12579,바디워시,,26176
12580,방향제,,103350
12581,클렌징폼,,46441
12582,방향제,,103349
12583,방향제,,81538
12584,핸드케어,,46465
12585,바디워시,,26175
12586,바디워시,,86177
12587,트리트먼트/팩,,91696
12588,로션,,83041
12589,트리트먼트/팩,,46333
12590,클렌징오일,,46437
12591,"바디오일,바디미스트",,46293
12592,핸드케어,,46461
12593,바디워시,,26183
12594,헤어에센스,,46357
12595,핸드케어,,26132
12596,"바디크림,핸드케어",,26152
12597,핸드케어,,46457
12598,바디워시,,26173
12599,바디로션,,26216
12600,바디미스트,,26207
12601,바디스크럽,,26168
12602,바디로션,,26218
12603,미스트,,27016
12604,선블록,,46445
12605,방향제,,46405
12606,샴푸,,46321
12607,트리트먼트/팩,,46337
12608,핸드케어,,46477
12609,헤어스타일링,,46373
12610,바디워시,,26179
12611,샴푸,,91692
12612,트리트먼트/팩,,26225
12613,헤어에센스,,46349
12614,크림,,27015
12615,샴푸,,26224
12616,디퓨저,,46409
12617,핸드케어,,46485
12618,바디워시,,26180
