,review,score,tag
1035,제가파운데이션21호쓰는 피부인데 어둡게느껴지네요.울신랑쓰기에는 딱이에요.,5,
1036,"캐이스도 고급스럽고, 발림도 아주 좋네요. 많이 파세요",5,
1037,이렇게 효과없고 번들거리는 비비크림은 처음입니다. ,1,
1038,아직 써보진 못했으나빠른 배송에 만족합니다,5,
1039,구매후기보고 산건데 얼른 좋은지 써봐야 겠어요 .,5,
1040,밀착도 좋고 느낌도 좋와요 고민하다가 구매 했는데 구매 잘했다 생각 됩니다 짱ㅎㅎㅎㅎㅎㅎㅎㅎㅎ 다음에 또 구매해야겠어요,5,
1041,부드럽게 펴지고 바른 느낌이 들지않아 좋음,5,
1042,아직 사용을 하지않았지만 빨리 와서 좋네요,5,
1043,가격대비 만족합니다~계속 이 제품만 쓰게 되네요,5,
1044,배송두 빠르구여 상품도 맘에들어서 넘좋아여  굿~,5,
1045,배송도 빠르고요~오늘 사용해봤는데 뻔질거림도 없네요~굿 이에요~^^,5,
1046,재구매로 선물했어요^^ 샘플 써보고 좋다고 주문해달라고해서요^^,5,
1047,"상품도 1+1이라 맘에 들고,,따라오는 상품이 많네요~^^배송도 빨라서 너무 맘에 들어요",5,
1048,샘플써보니 너무 차가워서 그런지 잘 발리진 않네요..,5,
1049,여러가지를 써보 았는데...가견에 비해서 좋다.몇게더 구매해서 선물로 ...,5,
1050,와우~! 펄감 우수하고 은은하게 얼굴이 환해지는 느낌입니다^^,5,
1051,저렴한 가격에 또하나 더피부에 착착 붙어요,5,
1052,펄감이 좋다고 해서 샀는데 펄감 없는것 같습니다.,3,
1053,생각했던것보다 좋은거 같아요~피부가 예민한편인데~ 잘맞네요~ㅎㅎ,5,
1054,완전완전 좋아..피부에 딱이에요^^* 좋은상품 마련해주셔서 고맙습니다.,5,
1055,대체적으로 만족합니당..그리구..옵션으로 주신 샘플 감사히 잘쓸께요..,5,
1056,괜찮아요~ 보내주신 비타민도 감사해요.. 방부제 인줄 알았다는... ㅋ,5,
1057,사은품도~ 많~~~ 고  제품샘플 써보았는데~ 와~ 반짝반짝~ 은은한 펄감~ ^0^좋아요,5,
1058,아직 써보진 않았지만 괜찮겠죠?ㅎ배송은 빨라요 ㅎ,5,
1059,밀착은 뜨지않고 좋아요 색상이 조금 더 밝았음 더 만족할듯합니다,3,"가격 싸게 샀어요,배송 빨라요"
1060,이번여름 넘잘쓰고있네요 번들거리지않아서 좋구요 쌀짝바르니 별비비바른 표도별로나지안네요 넘좋네요,5,
1061,써보니 개안은거 가토여 칭구두 하나조뜸 ㅋ,5,
1062,"빠르고 안전한 배송 감사드립니다. 아직 사용해보지는 않았지만, 좋다는글보고 구입했는데...기대를 해보겠습니다.",3,
1063,"아직 안써봤는데, 색깔이 좀 어둡고 묽은것 같네요.ㅠ",5,
1064,비비크림 찾다가 샀는데 괜찮아요 잘 쓰고 있습니다,4,"가격 괜찮네요,배송 보통이에요"
1065,완전 별루에요 완전 두껍고 칙칙해요 글?요 샘플써서 그런가요 완전실망요 스승에날 선생님 선물로 들려야 겠어요,2,
1066,늘쓰던건데 사은품이 뭔가가 하나더 늘었네요,5,
1067,배송이 정말 빨라서 좋습니다. 가격 대비 만족입니다.,5,
1068,색깔이 칙칙한 감이 있어요.. 반품할까 하다가.. 음...얇게 발라야 할 것 같아요...,3,
1069,손에 묻지않고 모공 넓은거 잘가려지길 원했는데 참 맘에드네요 전에 쓰던것보다 좋네요 ㅎㅎ,5,
1070,2번째 구입인데 잘쓸게요 매우 만족합니다,5,
1071,"배송이 하루 정도 늦은 감이 있지만, 제대로 도착했네？D",3,
1072,넘 좋아서 자랑하다가...선물로 주어버렸네여...그래서 재구매 하려구 합니다....,5,
1073,펄이 들어간것이 은은하게 이뿐색깔이네요 좋습니다.,5,
1074,다른 비비에 비해서 펄 감이 많은지 알고 구입했느뎅... 걍 별로 ..그닥 ~,3,
1075,번들거리지않고 정말조으네용 다쓰고나면 다시구매해야지,5,
1076,"커버력도 좋고, 가격도 이만하면 1+1에 괜찮아요 ^^ 맘에 드네요~!",5,"가격 싸게 샀어요,배송 빨라요"
1077,물건잘도착했습니다아직사용전이지만 잘사용할께요후기가 좋아 구입결정..,5,
1078,엄마가 좋아서 이 제품만 쓰고 싶다고 하시네요~,5,
1079,엄마 사드렸는데 회빛이 너무심해요. 배송은 빨랐습니다.,2,"가격 싸게 샀어요,배송 빨라요"
1080,비비가 참 하애지고 좋네요. 나름 쓸만합니다. ?습니다. 그리고 피부타입에도 적절하게 하애집니다. 좋습니다.,5,
1081,아직 써보진 않았지만 추천으로구매 했어요,5,
1082,"개천절 연휴가 끼어있어서 배송은 오늘 받았는데, 물건은 가격대비해서 괜찮은듯 합니다. 많이파세요.,",4,
1083,처음 사서 써보는데 바르지 않은듯 좋아요,5,
1084,샘플도 많이 주시고 감사히 잘 받았습니다,5,
1085,이욜 상품 써보고 조으면 또 주문하겠어영,5,
1086,배송도 빠르고 써보니 펄감도 살아 있고 너무 좋아요...가격대비 짱~~!!,5,
1087,아직 써보진 않았는데..제품평이 넘 좋아서..좋겠죠?ㅎㅎ 번창하세요,3,
1088,아직 미사용해서 잘 모르겟지만 배송은 잘받았어요..,3,
1089,커버력도 어느정도 좋고요 근데 시간지나니까 번들..,5,
1090,배송 완전 빠르구요 ..ㅎ 밀리는 느낌도 전혀 없고 ..ㅎ 제가써본 비비크림중에 제일 좋네요 ..ㅎ 정말 완전 맘에 듭니다 ..ㅎ ,5,
1091,파운데이션보다 더 환한 느낌이고 자연스럽게 연출할수있어좋아요..,4,"가격 괜찮네요,배송 빨라요"
1092,여러가지 한꺼번에시켰는데 샘플도 챙겨주시고 좋네요^^,5,
1093,배송도 빠르고 샘플도 많이 주시고 감사합니다. 잘쓸게요~^^,5,
1094,"빠른배송 만족합니다,,,,쌤플써보고 구매한거라 좋을거라 생각합니다",5,
1095,좋은데요 약간의 펄감이 화사해 보이게 합니다.,5,
1096,음~~~ 괜찮아요. 커버력은 잘 모르겠고 쓰면서 좋아질것 같네요.,5,
1097,아직 샘플밖에 안 써봤지만 번들거리지 않아 괜찮네요...,5,
1098,전에 쓰던거라 이번에도 믿고 구매했습니다,5,
1099,괜찮네요 바른후 너무 밝지도 않고 좋아요,5,
1100,밖에 나가 쇼핑할 시간도 없고 해서...인터넷으로 주문하여 써 보앗는데...그런대로 괜찮네요.. 잘 쓰고 있습니다.,5,
1101,커버력이 좀 떨어 지는것 빼고는 다 좋아요,5,
1102,매우 만족합니다~ 앞으로도 좋은상품 많이파세요,5,
1103,바르고 나니깐 광택이 나네요. 펄때문에 그런가봐요.,5,
1104,그냥 그럭저럭 쓸만한데.. 특별히 좋은 건모르겠네여,3,
1105,안바른듯 뽀샤시 이쁘네요 근데 좀 더 저렴했으면^^,5,
1106,살까말까 고민하다 질럿는데 잘쓰?습니다 끈적이지도 않고 좋네요 다음에 또이용하고 싶어요 ~~ㅇ,4,
1107,사용하던거라 좋아요..저렴하게 두개 구입해서 더 좋아요.,5,
1108,회사동생이 사용하면서 추천해준건데 좋아요.오래지속되구요,5,
1109,배송도 빠르고 사은품도 많이 주셔서 너무 좋아요..,5,
1110,피부에 밀착력이 높고 화사해 보이고 너무 좋네요~!,5,
1111,"배송도빠르구 잘받앗습니다,늘 여기제품만 사용한답니다,많이파세요",4,
1112,촉촉하니 좋은 것 같아요 근데 호수가 하나뿐이라 저한테는 조금 어두운 것 같아요ㅠㅠ 호수가 여러개였으면 ㅠㅠ,3,
1113,피부에 잘 맞은것 같아서 좋아요. 색상도 좋구요.   부드럽고 느낌이 좋아요.,5,
1114,배송 진짜 빠르네요..하루만에 오고 제품도 맘에듭니다.,5,
1115,뜨지도 않고 좋네요 빠른배송 감사합니다,5,
1116,아내한테 선물했는데 사용해보고 좋다고 합니다.,5,
1117,써보진 않았지만 좋은느낌! 보내주신 샘플도 감솨~,5,
1118,생각보다 정말 괜찮은것 같네요~ 태닝남한테 강추합니다! ^^,5,
1119,펄이들어 얼굴에 광이나네요지속력도좋고 맘에드네요,5,
1120,오늘 처음 써봤는데펄감도 있으면서 좋네요~많이 파세요~.~,5,
1121,아직 사용전이지만 써보고 좋으면 또 살께요~,5,
1122,1+1이라서 구매했습니다.아직 안써봤는데 잘 쓰겠습니다.,5,
1123,상품잘받았습니다. 샘플써보고 구입했는데 좋은것같애여,5,
1124,쓰던 비비크림이라 다떨어져서 또시켰지용~많이 파삼~,5,
1125,아직 안써봤는데 후기가 좋아서 구매했어요..잘쓸께요,5,
1126,오자마자 발랐는데 너무 좋은거 같아요 ㅎㅎ,5,
1127,좋습니다. 아쉬운건 피부타입이 한가지라는점.. 제피부보다 쫌 어두워서 ...,4,"가격 괜찮네요,배송 보통이에요"
1128,배송이 무지빠른거같고 가격은 그냥 보통인듯?ㅋㅋ,5,
1129,비비크림이 좋기는 한데 ... 역시 인터넷이라 고민되네여 피부가 다 헤?어요,,
1130,1+1이라 오래쓸수 잇고..샘플로 상품을 사용해보앗는데..좋네요^^마니파세요~~,5,
1131,정말 좋아요! 커버도 되면서~ 얼굴이 뽀얗게 보이네요!,5,
1132,사은품도 좋고 정말 잘쓸게요 감사합니다 ,5,
1133,여드름땜에 아직은 못 바르지만.. 맘에 든다는.. ㅎㅎ 잘 쓸께요~,5,
1134,폼클렌징사고 샘플 써보고 샀는데 좋아요,5,
1135,좋아요 어머니께서 매우 만족해 하시네요,5,
1136,커버력우수하구요 피부 밀착도 아주 좋습니다.,5,
1137,조금 마니 어둡긴해요~~23호에 가까운듯ㅎㅎ 잘쓸께요,3,
1138,바르고 30분후 쯤....  정말 자연스런 피부톤이 느껴집니다. 뽀사시....,5,
1139,좀 화사한 느낌은 생각보다 없는 듯... 약간 어두운 느낌.... 나만 그런가~,5,
1140,오늘받았어요..아직 써보진 않아서..포장깔끔 사탕까지 잘쓰겠습니다..,5,
1141,진짜 싸게 샀어요. 감사합니다.정말 맘에 쏙들어요,5,
1142,매번 사는거지만 역시 좋습니다~~ 많이많이 파세요,5,
1143,재구매할 정도로 좋아요. 택배도 하루만에 왔어요.,5,
1144,밀착감이 좋네엽.. ^^ 커버력도 괜찮고.. 사용하기에 괜찮은 듯합니다..,5,
1145,지금 3번째 재구매입니다. 정말 가격대비 대만족입니다!!!,5,
1146,좋다고 해서 사용중이에요!!! 좋은효과가 있으면 좋겠네요!,4,"가격 괜찮네요,배송 빨라요"
1147,완전 좋은상품  재구매해서 쓰는중  강력 추천합니다   ^^*,5,
1148,색이 전에 쓰던거에 비해 살짝 어둡네요,3,
1149,쥔장님 포장이며 샘플 까지 넘 감사해영,5,
1150,아직 사용전이지만 만족합니다 좋네요,4,"가격 괜찮네요,배송 빨라요"
1151,하나가격으로 두개를...대만족/사용해보니  만족도 두배. 대박나세요,5,
1152,배송도 빠르고 사은품 구성도 좋구 상품도 좋아요~~,5,
1153,마음에 들어요 잘쓸게요. 민감한 피부에 딱이예요.,5,
1154,잘받았으며 써보니 너무좋아요? 적극추천합니다.화장도잘 받고좋아요 주변친구가 묻기에 좋다고추천했어요,5,
1155,샘플 써보고 구입했어요..  펄이 있어 화사해 보여 좋아요..,5,
1156,올~~~ㅇㅣ거 대만족인데요?? 가격이 3만도 안하는데다 원플원 ㅋㅋㅋㅋ 거기에 샘플들까지 ㅠㅠ 감사합니다..잘써볼게요~~ㅋㅋ,5,
1157,우선 처음 발라본 느낌은 시원하다고 해야 하나?? 피부에 잘 맞고 보정도 어느정도 되는듯~~ 많이 파세요~~~~~~~~~~~!!,5,
1158,계속 쓰는 제품이라 믿고 재구매합니다,5,"가격 싸게 샀어요,배송 빨라요"
1159,아직 써보지 않아 모르겠지만..빠른배송이라 만족되네요~,5,
1160,짱나짱나좋습니다 아직 쓰진 않았습니다만 좋은거 같아요 정말 얼마나 길게 쓰라는 걸까요?,5,
1161,넘 좋네요.. 그리구 무엇보다 1+1이라는 장점이 ㅋㅋㅋ,5,
1162,일단 샘플만 써봤는데요... 약간 두껍게 발리는 느낌입니다.. 얇게 발리는 좋은데.. ,3,
1163,밝지도 않고 펼이 있어서 그런지 이뻐요,5,
1164,"너무 어두워요. 펄도 별로 없는 것 같구,,화사해 보이고 잡은데....",5,
1165,매트한건 좋은데 얼굴색이 좀 어둡네요,3,
1166,향이 일단좋구요 가격 대비 만족입니다,5,
1167,얼굴이 하얀편인데 좀 어둡게 발리네요,3,
1168,펄감이 은은해 좋구요~ 샘플챙겨주셔서 감사합니다~,5,
1169,빠른 배송 감사드리구요. 아직 사용하지 못해봐서요 ^^,5,
1170,샘플 진짜 많이 들었네요 감사합니다 ㅎㅎㅎ,5,
1171,색깔이 좀 어두운 듯 한데.. 잘 발라집니다...가격 착하고..좋습니다.,5,
1172,오늘 도착해서 아직은.. 샘플도 그렇고 마음에 듬,5,
1173,금방받았는데 아직써보지는 않았는데 기대되네요,5,
1174,빠른 배송 감사드리고 많은샘플 감사드립니다.,5,
1175,좋은 제품 싼가격에 너무 잘산거 같아요 배송도 빠르고 가격대비도 좋고 잘슬께여,5,"가격 싸게 샀어요,배송 빨라요"
1176,다른제품으로 외도했다가 다시 구매했어요..이만한게 없어요..,5,
1177,택배 빨리 왔네요 ~ 1+1이였네요 ㅋㅋ  괜찮은듯..^^ 마니 파세요,3,
1178,아내에게 선물로 줬는데 좋다고 하네요^^수고하세요,5,
1179,제피부에는 별루 인듯.얼굴 톤이 죽어보여요,3,
1180,좋네요 피부에 트러블도 없고 잘쓰겠슴니다.,5,
1181,"아직 사용전, 일단 양은 그리 많지 않습니다. 후기는 나중에....",5,
1182,아주 빠른 배송 좋네요. 상품도 좋은 것 같아요 ,5,
1183,빠른 배송 감사 드리구요. 좋은 제품 감사합니다.,5,
1184,완전좋아요 커버력도 짱 ㅋㅋ 기름도 잘 안생겨요~!,5,
1185,서비스도 너무 좋네요 많이 판매하세요,5,
1186,여친이 사달라고 해서 사줬는데 가격에 비해 좋다고 하네요~ 잘쓰고 있다네요~ 그럼 많이 파시길~^^*,5,
1187,배송도 빠르고 포장상태도좋았어요샘플도 많이 보내주고~~!!,5,
1188,매번 ㄷㅐ 만족이예요 고맙습니다 잘쓰고 또 올께요~.~,5,
1189,화장이 들뜨지않고 쫘펴발라지는게 좋습니다,5,
1190,비비잘쓰고이서영^^* 코팩 써비스로 2개나 주시공 감솨해영~~~,5,
1191,좋아요 ㅋㅋ 발림성도 좋구요 맘에 듭니다 ㅋ,5,
1192,"부드럽게 발리고, 금방 얼굴이 화사해지니 좋네요~~",5,
1193,펄이 은은하게 있고 전 나름 커버 잘되서 좋아요 ^^ ,5,
1194,"배송빠르게왔네요ㅎㅎ 코팩,샘플,팩들어있어있었구요. 제품은 좋네요 무난하고... 앞으로 잘쓰겠습니다~",5,
1195,"부드럽게 잘 발리긴 한데, 생각보다 커버는 잘 안되네요. 펄감도 별로고...",3,
1196,정말 잘 살수 있으니까 ㅋㅋㅋ정말좋은거같아ㅛ,5,
1197,샘플도 마늬 주시고 펄도 은은하고 너무 좋아요^^,5,
1198,"만족하지만,, 모공은 역시 어쩔수 없네요.ㅎㅎ 잘 쓸게요~",5,
1199,배송빠르고 샘플도 많이 주시고 감사합니다.,5,
1200,잘받았구요...든데..펄~이 조금 들어있다고 했던것같은데..펄 감은 없네요...,5,
1201,제얼굴이  좀  하얀편이라  맞는것같아요 좀  검은빛이나는것  같네요,5,
1202,배송도 빠르고 아주 좋네요 만족해요 ㅋ,5,
1203,가격도 저렴하고 피부 좋아보인단 소리들었어용 ^^ ,5,
1204,엔뜨라다 ㅂ비크림 부드럽고 좋아요.. 세번째 구매입니다~ ^^,5,
1205,샘플사용해보고 너무좋아서 구매했어요..촉촉한느낌 아주만족합니다..,5,
1206,바른후 펄감이 있어 얼굴이 이뻐보여요,5,
1207,두번째 구입하는 건데 늘 마음에 듭니다.^^ 배송도 참 빠르구요...~~,5,
1208,일단 물건은 잘 왔구요. 사용은 안해봤어염 ,5,
1209,무엇보다 쌤플을 많이 챙겨주시는게 좋은것같아요......대만족입니다. ,5,
1210,비비처음써보는데 잘모르겟지만 괜찮네요 양좀적은거같아실망햇지만 1+1이니 갠찬은듯 ㅋㅋㅋㅋ,3,
1211,여러가지 사용해보았는데 최고인것 같아요,5,
1212,진짜빠른네여---어제오후쯤 시켯는데 오늘오전에 받앗어요좋네여...상품도..잘발리공,5,
1213,가격도 저렴하고 사용하니 너무너무 좋아요...많이 파세요^^,5,
1214,좋네요^^ 아직 사용해 보지 않았지만 잘 쓸께요..번창하세요^^,5,
1215,생각보다 펄이 조금 들어있어서 아쉽습니다.,3,
1216,아직은잘모르겟지만 쓰다보면 효과있겠죠 ㅎ,5,
1217,생각보다 커버력이 없어요. 그냥그냥 사용할만함.,3,
1218,발라보고 아주 감동 먹었어요~ 피부톤이 환해지고 아주 좋아요~ 강츄~,5,
1219,받자마자 써봤는데 진짜 좋아요~끈적이지도 않고요..ㅋㅋ,5,
1220,받자마자 그 담날부터 쭉~~사용하네요. 맘에 들어요,5,
1221,빠른 배송 감사합니다. 잘쓸게요~ 샘플두 감사해요!,5,
1222,펄 효과는 잘 모르겠는데 맘에 드네요,5,
1223,처음 구입했는데 만족입니다생각보다 더 괜찮은듯...ㅋㅋ,5,
1224,아직 써보지 않아서 잘모르겠네요. 잘쓸께요,3,"가격 괜찮네요,배송 빨라요"
1225,꾸준히 쓰는 상품이라서 믿고 씁니다,5,
1226,생각보다는 커버력은 덜 한거 같네요,3,
1227,커버력은 좀 별루지만 나름 괜찮아요,5,
1228,가격대비 넘 저렴하고 좋은것 같네요 ,5,
1229,오늘 처음발라봤는데 좋은 것 같아요 ,5,
1230,배송도 빠르고 괜찮아요....  이제  써보는일만 남았네요,5,
1231,너무 얼굴에 착붙는 감이 있네요.  색상이 약간 노리끼리.. 약간 칙칙함.,3,
1232,빠른 배송 감사드립니다.ㅋㅋ 사장님 센스 굿 ,5,
1233,발림성도 굉장히 좋고~ 작은 빤짝이들이 있어서 굉장히 좋아요,5,
1234,"쓰기 편하고, 1+1이라 덤이 두배로 잘쓸게요",5,
1235,상품평 보고 구매했는데 확실히 좋더군요.,5,
1236,"배송도 빠르고, 원하지 시점에도착 하였습니다. 끈적끈적하지않고,좋네요. 가격도착한편입니다.",5,
1237,"아직 써 보진 않았지만, 착한가격인것 같아요.",5,
1238,아직 사용은 안했어요...뭐가 잔뜩 왔네요. 잘쓰겠습니다.,5,
1239,아직 쓰기 전이라 뭐라 할말이 없네요,5,
1240,비비크림 괜찮내여.. 샘플루 주신것두 잘 사용했어여.. ,5,
1241,배송 정말 빠르네요.. 잘받았어요 ^^ 제품도 너무 좋고~ ㅎㅎ,5,
1242,좋은거라 그런지 피부에도 잘밀착되고 되게 좋네요 잘지워지지도 않아서 여름에 좋겠네여~~~~~~~~~~~~`,5,
1243,물건 잘 받아보았습니다. 촉감도 좋고 잘 스며드는 것 같습니다. ,5,
1244,좋은것 같아요 이제 열심히 써볼께요,5,
1245,샘플도 많이 주시고 아주 만족합니다,5,
1246,비비는 첨 인데 상품평대로 좋으네요,5,
1247,ㅋㅋ 펄감은모르겠구요~~파운데이션감이 더있는것같기도하구...암튼간 좋아요^^,5,
1248,사은품 마스크팩과 코팩 감사해요,5,"가격 싸게 샀어요,배송 빨라요"
1249,상품도 빨리오고 샘플들도 잘 받았습니다~,5,
1250,"배송이 좀 늦어서,,,제품은 아직안써봤는데,,사은품 감사합니다,",3,
1251,"괜찮은 상품인 듯 한데, 약간 묽은 감이 있네요.",5,
1252,저번에샀는데 다 쓰게되서 다시한번또 찾게？楹六？ 만족용^^,5,
1253,가격대비 정말 괜찮네요~ 많이 파시길 바랍니다!!,5,"가격 싸게 샀어요,배송 빨라요"
1254,가격대도 그렇고 디자인도 그렇고 아주 맘에 듭니다 ^^ 무엇보다 빠른배송에 아주 감동 받았습니다. 많이 파세요~~,5,
1255,배송도 빠르고 좋아요. 샘풀도 덤으로주고 감사감사  ^ ^*,5,
1256,잘 받았습니돠..사용해 보니...질감이 참 좋고...피부에 잘 받는것 같아요..감사합니다.,5,
1257,후기보고 샀는데 역대 비비중 효과 최고인듯^^,5,
1258,바로 쓰지못하는분분이라서 일단 써보구 ,3,
1259,상품 맘에드너요 끈적거림없어서 좋아요,5,
1260,펄도 약간들어가서 반짝이는게 이쁘네요,3,
1261,발림성도 좋구 커버력도 있어요괜찮은듯,5,
1262,발림성도좋고 커버력도적당하고 괜찮네요 ㅎㅎ,4,"가격 괜찮네요,배송 보통이에요"
1263,인터넷판매치곤 저가는 아닌듯 하지만..기대해볼께요,4,"가격 안 싸네요,배송 보통이에요"
1264,"괜찮은것 같아요.부드럽고,클린징 크림도 괜찮아요^^괜찮은것 같아요.부드럽고,클린징 크림도 괜찮아요^^",5,
1265,밀리지도 않고 흡수도 빠르고 좋아요,5,
1266,좋아요 ㅎㅎ 가격에 비해 정말 좋아요 피부색이랑 별로 차이도안나고 일어나지도 않고 좋습니다,5,
1267,계속 쓰고있는 비비크림~ 발림성도 좋고 커버력도 좋고~ 너무 좋아요~~,5,
1268,아직 사용해보진 않았지만... 상품평도 좋고...믿을만 하겠쪄?,5,
1269,매번 구입하고 있습니다. 만족스러워요 ㅋㅋ,5,
1270,아직 안써봐서 모르겠지만 ㅋㅋ 평이 좋아서 질러봤어요 ㅋㅋ,5,
1271,"반짝거리는건 잘모르겠구, 쫌끈적임이 있는거같네요~",3,
1272,잘 쓰겠습니다. 색상이랑 발림 정도 괜찮습니다.,4,"가격 괜찮네요,배송 보통이에요"
1273,"정말 좋아요잘 흡수되고, 피부색하고 잘맞아요.",5,
1274,살색에 비해서 너무 하얗게되서... ㅠㅠ 사용하기 힘드네영;';;,3,
1275,아직 안써봐서 괜찮을지는 모르겠어요,5,
1276,최고입니다 하나만 발라두 완벽한걸요,5,
1277,좋아요!!! 얼굴하야신분은 조금씩만 발라도 좋을듯,5,
1278,펼이 들어가 있어서 볼륨감이 있네요,5,
1279,사용 전이여서 잘은 모르겠구요. 좋을거라 믿어요...,3,
1280,빠른 배송 감사드려요 아직 안써봤는데 잘쓸께요....,5,
1281,선물을 주었는데...받는 사람이 만족해서 넘 기분 좋네요..^^,5,
1282,발림좋아요샘플도 마니 주시고~암튼 만족해요,5,
1283,좋습니다~ 샘플도 많이 챙겨주셔서 잘쓸게요~,5,
1284,자주 이용하는 종류고 배송도 적절,5,
1285,가격에 비해 괜찮아요.근데 좀 번질거림,3,
1286,빠른배송감사하고 샘플 잘쓸께요~ 많이파세요ㅎㅎ,5,
1287,어머니께서 좋아하시네요 많이 파세요,5,
1288,괜찮은거같아여 싸악 흡수는 잘되네여,5,
1289,아직써보진 않았지만........ 이쁘게 잘쓰겠습니다^^빠른배송은 좋와요~,5,
1290,늘 사용하는것이라 좋습니다. 사업번창하세요,5,
1291,잘 받았습니다 와이프가 좋아 하네용~ ㅎ,5,
1292,괜찮아요.. 화장도 잘받고 발라보면 촉촉감도 있고..,5,
1293,괜찮아요... 같이온 모공관리팩파우치가 맘에 들더군요.. ,5,
1294,배송도 빠르고 연하게 발리는게 좋아요~,5,
1295,생각보다 별로네요 가격에 비해 ~비싼편,3,
1296,배송도 좋구요// 품질도 좋구요// 다시 구매해도 후회하지 않겠네요. 좋은 제품 부탁해요,3,"가격 괜찮네요,배송 보통이에요"
1297,남자인데 샘플써보고 맘에들어서 구매해요~,5,
1298,잘받앗더요 배송 빠르고 완전 굿굿,5,
1299,후기가 좋아서 샀는데 정말 좋네요,5,
1300,그렇게 좋은거 같지 안네여 배송도 느리고 ..,3,
1301,오늘 와서 발라봤는데 좋은거 같아요~! 잘쓸께용^^,5,
1302,"잘 받았구여,, 사용을 해보고 후기에 올릴께요.",5,
1303,동생 생일 선물로샀어여^^괘안타고 하네여.향도 조아여^^,5,
1304,피부색이 환해보이고 발림이 좋으네요,5,
1305,"굿!!!!정말 잘 맞아요,,하나를 공짜로 얻어 정말 기분 좋네요^^",5,
1306,방금 받아보았는데...좋은것 같를 느낌이 옵니다,5,
1307,우와 진짜 제가 쓴 BB크림보다 젤 좋앗던것같아요.!!,5,
1308,나름대로 괜찮아요 두고 봐야겠지만,4,"가격 괜찮네요,배송 보통이에요"
1309,음음.....펄기능이 있어요 ~~~ 하지만....내가사려했던건 이게아닌듯 ㅠㅠㅠ,5,
1310,모두 만족합니다 보내주신 쌤불 고맙습니다 ^^,5,
1311,제품은 아직 써보지 않았구요. 샘플을 챙겨주셨네요.  ^.^*,5,
1312,일단 써봐야 알듯...해요..사람마다 차이가 있을수 있잖아요??^^,3,
1313,항상 쓰던거라 계속 이것만 써요 ㅎㅎ ,5,
1314,샘플로 써보고 만족해서 구매했어요 ,5,
1315,배송빠르고 제조사가 마음에 드네요,5,
1316,감사합니다 잘 쓸께요 아름다운 날 되세요^^,5,
1317,배송도 빠르고 샘플도 많네요. 아직 써보진 않아서....,5,
1318,배송은 좀 늦었지만  상품에 만족 합니다~~ㅎㅎ ,5,
1319,손등에 살짝 발라봤는데...은은한 펄감이 좋아여,5,
1320,잘 받았습니다~  사은품도 많이 챙겨주시고 감사~.~,5,
1321,"배송빠르고,,가격대비 사용넘괜찮네요..콜마제품을 믿고 삿어요..",5,
1322,포장도 깔끔하고 벌써 부터 기대되요.ㅋ,5,
1323,빠른 배송 감사합니다 잘 쓸게요 감사합니다. 팩은 서비스인가요? 감사합니다,5,
1324,"한듯 안한듯 깔끔, 상쾌, 칙칙하지 않아 조으네요^^",5,
1325,비비크림 용량이 정량인지(?) 좀 위에가 부족해 보인듯....,3,
1326,넘 싸게 잘 샀어요*^^*울아들하고 하나씩 나눠 가졌음당...,5,
1327,사은품도많이주시고 저렴하게 사서 기분좋네요^^,5,
1328,가격면에서도 너무좋은데 무료배송이니깐 정말 좋은듯.... 잘쓰겟습니다. ㅃ핍??픕? ㅠㅠㄹㄹ,5,
1329,엄마에게 선물로 드렸는데..아직 써보시지 않았다네요....,5,
1330,배송 빠르네요. 아직 써보지는 않았습니다.,3,
1331,사용전이에요 상품평 믿어 보려구요,4,
1332,늘 쓰던거예요 이번에는 선물할게요,5,
1333,펄이들어가 있어서 더 화사해보여요,5,
1334,이거3번째쓰는중인제.좋아요.잘뜨지않고잘먹고.환한색깔아니라거부감들지도않고.내피부마냥좋음,5,"가격 괜찮네요,배송 보통이에요"
1335,화장품 좋네여~기능성도 좋고..팩도 샘플로 주고~~잘쓸쎄요~~,5,
1336,여자친구 줄려고샀는데 괜찮은것 같아요~ㅋ,5,
1337,빠른 배송 제품 상태 모두 만족입니다 ~,5,
1338,배송 진짜 빠르네요 ㅋ ㅋ 안글애도 일찍 쓸일이 잇었는데 ㅋ 잘 쓰겠습니다 ㅋ ,5,
1339,원하던 상품 저렴하게 잘 받았습ㄴ미다.,5,
1340,확실히 써 보니까 다르네요.^^ 감사히 쓰겠습니다.,5,
1341,완전조아요~~피부왕 조아보여요~~만족만족 한개더 구매했습니다~~,5,
1342,많이 조이지않아서 넘 편해요..두번째 구매했어요..,5,
1343,배송 빠릅니다 아직 사용해보지는 않아서..,5,
1344,매우 괜찮은거 같습니다. 감사합니다 ㅎㅎ,5,
1345,"피부에 잘맞고, 끈적임이 없어 좋아요",5,
1346,오늘 받앗는데 아직 써보진 않았어요~,5,
1347,첨 사오ㅡㅇ즌ㅇ인대 괜찮ㅇㄷㄴ거 같네요 잘발리고요 다른재퓽만？？ㅇ었는데 괜찮음 이걸로 쭉 힌캐ㅣ요 ,5,
1348,몇번 사봤고 친구 선물도 했어요**만족합니다.,5,
1349,샘플을 이만큼 주시다니 감사합니다,5,
1350,들뜨지않고 잘 흡수 되니 좋아요,5,
1351,여태 써본 비비중에 최고 인듯찾았습니다 ~~,5,
1352,오늘 받았어요^^ 민감한 피부인데 뽀송하니 좋네요~~!!,5,
