,review,score,tag
128,저남자인데 방금비비크림을 처음써봤는데요 진짜 사람달라보이네요..ㅋㅋㅋ 대만족이고요 ㅋㅋ 배송진짜캐빠름ㅋㅋ 아참 그리고 너무욕심내서 바르면안될듯 쫌만발라도 짱하얘져요ㅋㅋ,5,
129,단한가지 아쉬운 점은 색이 좀 어둡네요~ 조금만 밝았으면... 그러나 전체적으로 맘에 들어요~ 사은품도 많이 주시고 그중하나인 백토로 만든 모공팩을 써봤는데 효과가 있어요~ 번창하셔요~ ,5,
130,배송은 빠른편이구 같이온 샘플도 넘 좋았구요 무엇보다 상품이 맘에 드네요 다른비비보다 후기에서처럼 발림이 좋아서 부드럽게 잘 발라지고 약간의 펄이 들어 있어서 은은한감도 있구 많은 비비를 써왔지만 그럭저럭 맘에 듭니다.... 계속 써보고 좋으면 계속 구매해야겠어여 1+1이라 더 좋아용 ^^,5,
131,빠른 배송과 더불어 사용감이 괜찮네요.. 번들거리지도 않고 잘 흡수되는 듯합니다. 커버력도 마음에 듭니다. 거의 비비크림만 사용하고 하는데(트윈케익이나 파우더는 거의 안씁니다.) 그래도 피부가 깨끗해보이네욥. ^^ 벌써 두번째 주문입니다만 가격대비(2개 주잖아욥) 만족입니다.,4,
132,인터넷 소문으로 처음으로 접해봤던 제품인데.. 정말 트러블 없이 잘 쓰고 있어서.. 이번에 또 구매하게 됐네요~ 다른 제품도 써 보고 싶어서 같이 구매했는데 예상대로 순하고 트러블 없이 잘 사용하고 있습니다~^^ 사은품 정말 감사해요~♡♡♡ 다음에 또 구매할게요~^^,5,"가격 싸게 샀어요,배송 빨라요"
133,배송정말빨라요~ㅎㅎ 입금후 하루만에 와서 정말 깜짝 놀랐어요ㅎㅎ썬크림 겸용이라서 너무 좋구요~ 제가 주근깨때문에 비타민C가 좀필요한데 쏠라c2개 주시는 센스!! ㅋㅋ 감사합니다^^ ,5,
134,아 너무 두꺼워보여요 발랐을때.....뭐라고 해야하지? 너무 매트한 느낌??무슨 파운데이션 같은 느낌이예요한듯 안한듯한 밝은 느낌을 원했는데 생각보단 별로네요사은품이나 배송상태는 매우 좋았어요~,5,
135,샘플써보고 바로구매했어여오늘받아서 써보니 역시 색감이 너무 자연스럽네여 피부톤이 어두워서 맞는게없었는데 정말맘에드네여 담에또 구매하려구요 넘 좋네염 수고하세요,5,
136,"피부에 부드럽게 발리는게 정말 좋네요!! 별 기대를 안하고 사용해서인지, 저는 무척 만족합니다. 발림이 로션에 가까울정도로 부드럽게 발라져요. 들뜨지도 않고 커버력도 이정도면 괜찮아요!! 좋은상품 좋은가격에 앞으로도 부탁드려요!! 화장품은 아무래도 상품좋고, 가격 적당하면 계속 사용하게 되잖아요!!^^",5,
137,두개에다가 보너스 사은품 이것저것 들어있어서 좋긴한데 제 피부톤이랑은 안맞는것 같아요.. 전 피부가 하얀편인데 톤이 약간 어두워요.. 반품하기 귀찮아서 걍 쓰는데 커버력은 중간..,3,
138,배송 완전 빠릅니다 아직 얼굴에 발라보진 않아서 커버력은 모르겠구 손등에 발라보니 살포시 반짝 거리는게 얼굴을 화사하게 해줄것만 같네요.. 같이 온 샘플들도 잘 써보겠습니다,5,
139,얼굴색이 타서 어두운 사람 에게는 절대 비추 얼굴빛이 보통이신분들 추천해요 발림성 좋고 습윤도 좋아요.,4,"가격 괜찮네요,배송 빨라요"
140,배송 완전 대만족!! 여태까지 비비크림은 정말 샘플로만 쓰다가 큰맘먹고 게다가 인터넷주문한건데..올~~후기보고 결정하길 잘한듯~ 매트하지도 않고 적당한 수분량~ 오늘 바르고 나옴~,5,
141,비비크림 발림도 좋고 향도 넘 좋아요 오늘 주신 필링젤하고 워터드롭 선크림 리커버리크림 써봤는데 정말 고가의 화장품에비해 전혀 뒤지지않네요... 지금 4가지제품 주문할게요^^,5,
142,발림성이 다른 묽은bb처럼좋은데다 유직력이나 커버력은 더 우수하네요 그런데 펄감은잘 못느끼겠고 시간이 지난후엔 전혀못느끼겠더라고요 펄비비라고하는건아닌것같습니다.,3,
143,너무너무좋아요 게다가 엄청 하얌ㅋㅋ음 난 뭐랄까 좀...뜨는느낌이 들엇지만 그래도 시간이 좀 지나니까 엄청 자연스러워졌음 아 또살예정임 이분 단골로 등록햇음 완전좋음 대만족이올시다,5,
144,아직일주일도안됐지만~ 세안후 만져보면~ 코에 남아있었던 블랙헤드가 싹 사라져서~ 기분은 좋습니다.쿄쿄~ 앞으로더써봐야알겠지만.. 구매후기믿어보고 한번열심히 써보겠습니다.,5,
145,사용후기가 좋아서속는샘치고 구매했는데전에 쓰던 비비보다 흡수도 좋고 화사하니 좋네요 ㅋ기능성도 우월하고요~ 발림이 좋은건 모르겠는데이가격에 1+1해서 좋아요 ㅋ,5,
146,이번에 1+1 행사로 인해 한번 사보았는데 지금까지 ?던 BB들 중에 가장 좋네요~ 무엇보다도 샘플도 다양하게 많이 주시고 펄감도 있으면서 어느정도 커버력도 있고 물광느낌이랄까 ㅎㅎ 한듯안한듯~ 정말정말 맘에 들어요+_+,5,
147,원래 화장품같은것들은 쓰던것 아니면 잘 안사게 되는데 상품평이 하도 좋아 믿고 샀는데 대만족입니다부드럽게 잘 발리고 들뜨지도않고 아주 살짝 펄이 들어간게 이쁩니다.잘샀습니다,5,
148,음 ..아직 몇번 써본건 아니지만 커버력이 떨어지는것같기도 하공 아닌것 같기도 하공 너무 묽어서 조심히 써야하겠지만..우선 산거 더 써 봐야할듯싶네용 많이 파세요.. 택배도 빨리 와서 좋네용,3,
149,주문 하루만에 받았구요..예전에 동생한테 있던걸 빌려 써 보고 좋아서 구입했어요..얼굴 화사해 지고 화장도 잘 먹고.. 사은품도 많이 챙겨 주셨네요.. 쿠폰있어서 저렴하게 구입했어요..^^,5,
150,피부가 약해서 상품도착은 했는데 쓰질 못하네여그리고 분명히 5시 이후에 받을 수 있도록 해달라고 했는데(집에 사람이 없다고 메모남김)경비실에 맡겨놨고여. 배송별로...,3,
151,확실히 믿고 쓰는 제품 엔뜨라다 가격대비에 좋고 무엇보다 점점 얇아지는 나의 모공들을 보니까 기 분 좋아지네요 필링젤 및 세안제 팩 이제는 비비까지 구매하게됐네용ㅋ ,5,
152,지금 막 상품을 받았는데 월래는 17일이후에 온다고 했는데 생각보다 빨리왔네요. 인기 많은 상품이니 상품이 괜찮겠죠. 그런데 2개를 언제 다 쓸지 지금부터 걱정되네요.,5,
153,어제 오후에 결제완료 후 오늘 오후에 받게 되네요.일단 빠른 배송은 너무 좋습니다.약간 사용해보니 품질에도 이상없음을 확인하였습니다.박스 안에 샘플 몇 개와 젤리도 잘 받았습니다.,5,
154,"유명하다는 루*,김**화운데이션 구입해놓고 들떠서 사용할수없었는데 이제품은 들뜨지않고 밀착력이 매우좋아 마음에흡족흡족^^ 잘 선택했다고 생각되며 적극 추천함니다",5,
155,일단 너무 두껍지 않아 좋구요. 펄감이 있다고 했는데 눈으로 봐서 번쩍일 정도는 아니구 얼굴을 화사하게 보이게 해주는 것 같네요. 피부에 잡티가 많으신 분은 좀 커버가 안될 듯..,5,
156,전에도 요 비비크림 썼는데 너무좋아서 또 구매했어요다른비비크림보다 얼굴도 하얘지고 가격두싸면서 오래쓰고 얼굴이 뜨지않아서 넘넘 좋아요~~ 이거 다쓰고 또 구매할께용~~ 많이파세영~~,5,
157,제가 남자인데다가 피부톤도 어둡고 잡티도 좀 있는편이라서 걱정했는데 역시 리뷰대로 잡티 커버도 잘 되고 피부톤이 자연스럽게 밝아져서 좋아요! 잘 지워지지도 않네요^^ 추천합니다!,5,"가격 괜찮네요,배송 빨라요"
158,좀 써보고 후기작성하려고 열심히 발랐는데 완젼 좋네요. 촉촉하고 기존에 썼던 비비와 달라요. 비싸기만하고 별루였는데.. 이거 정말 짱이에여 맞다. 챙겨주신 샘플도 완젼짱!,5,
159,비비크림 받아서 써밧는데 피부톤이랑도 잘맞고 ？I찬네요.엄마두  선물로 드렸는데 엄마두 좋아하시더라구요 ^^근대 펄은 별루 티가안나는듯. 그거 빼면 좋네요~~잘쓰겠습니다~~!!,5,
160,상품은 마음에 들어요배송도 빨랐구요^^바르면 얼굴이 화사해 보이고 번들거리거나 칙칙하거나 그런것도 없어요 발림감도 좋고 커버력도 좋은것 같아요잘산것 같아요^^ ,5,
161,혹시몰라서 쌤플을사용했는데 샘플치고 괜찮은거 같아여 커버력은 그렇게없구여 지속력은 있는거같네염  근데 샘플은 다양하게 잘 챙겨주는거 같아염 그냥 슬께염,3,
162,구매후기에 좋은글이 넘 많더라구요~ 그래두 긴가민가 했는데.... 도착하자마자 출근준비중 써봤는데 넘넘 좋더라구요 이렇게 만족하기 쉽지 않을 듯한데 그전에 쓰던 제품은 비싸게 주고 두꺼워 보이는 화장이 맘에 안들었었는데 화사하면서 가벼운 느낌에 반했어요~ 딱 맘에 드는 제품!!,5,
163,아직 써보지는 않았지만 맘만은 기분이 좋네요그리고 잊지 않고 샘플도 챙겨주셔서 감사해요하나는 값으로 2개를 얻어서 부자가 된 기분이네요사업 번창하세요,5,
164,"1+1에 코팩, 폼크렌징 등 샘플 같이 왔네요. 예전에 엣센스 구입하면서 받은 비비샘플 사용해보고 괜찮아서 주문했어요. 커버력이 아주 우수한 건 아니지만 자연스럽게 커버되고 색상도 적당하니 좋네요",5,
165,샘플까지 챙겨주시는 곳이 별로 없는데 샘플부터 받아보고 넘넘 감사했습니다 여러가지로 사용해볼수 있어서 좋았구요 본품전에 샘플부터 사용할수 있어서 테스트도 넘 잘했습니다 제품이 원플러스원이라 하나는 선물했고 또 하나는 제가 쓰게 되었네요 감사히 잘 쓸게요 번창하세요,5,
166,굉장히 좋아요~~~ 여자친구도 좋아라하고.ㅋ특히나 샘플 마니주시고 필링팩에 쎈스있게 쏠라씨까지.ㅋ암튼 너무 멋스럽고 품질 좋은 물건 고맙게 잘받았습니다^^번창하세요~~~,5,
167,빠른 배송 감사합니다. 상품 정말 빠르게 잘 받았네요 ㅎㅎ제품은 아직 써보지 않았지만 좋을 것 같아요^^아참 사은품으로 주신 마스크팩이랑 코팩 감사합니다~많이 파세요^^,5,
168,물건 잘 받았습니다..후기글을 보고 구매결정 한것도 있긴한데 제 갠적으로는 안맞는거 같으네여시간이 어느 정도 지나니 번들거림이 좀;;;저만 그런가요 흠.. 암튼 잘 쓸게요 ㅅㄱ하세요,3,
169,예전에 언니가 샘플을 줘봐서 써봤는데 좋더군요!! 그래서 샀는데~ 오히려 상품보다 샘플이 더 좋았다는 ㅡㅡ; 적당히 펄감이 들어가 있어서 좋구요~ 확실히 화사해 보이네요!! ㅋㅋㅋㅋ 화장 제대로 안지우면 펄이 조금씩 남아있지만... 덕분에 엄청 클렌징이 신경쓰게 됐습니다 ㅋㅋ,5,
170,배송정말 빨리왔습니다!바로다음날총알배송왔네요 ㅋㅋㅋㅋ너무빨리와서 아직 제품을 못써본채 후기남기내요ㅠㅠ다음에 제대로쓸게요!배송감사해요아 푸짐한 사은품도감사해요,5,
171,색깔이 어둡다 다른비비에비해서 말이당~ 같이넣어주신 샘플 감사히 잘쓰고 있다 커버력이 너무뛰어난것 같다 사실 구매후기 귀찮은데 내가 제품살땐 필요하다,5,
172,"비비크림은 무엇보다 얇게 발리면서 커버력 좋은게 짱이죠~약간의 펄감도 있고 꼼꼼히 이것저것(샘플,솔라씨2정 ㅋㅋ) 챙겨주시니 더욱좋네요..앞으로도 번창하시길~",5,
173,솔직히 별루임 흰피부나 깨끗한피부이면 모를까 모공도드라지고 얼굴번들거리고 커버감도없네 왜평이좋은지 모르겠음,1,"가격 싸게 샀어요,배송 보통이에요"
174,어제 도착하자마자 사용해봤어요 은은한 펄감이 그리 과하지안구 매트하게 잘스미는게 깔끔하네요 샘플 받은 마스크팩 이며 감사히 잘스겠습니다  번창하세요,5,
175,비비 처음사보지만 펄 이라고 해서 더 예뻐보일까 삿는데 별로네요 펄 느낌 하나도없고 용량은 대게 작네요 하나였으면 클날뻔했어요;; 그리고 좀.. 매트하게 발라지는 느낌이있는것같아요 그래도 아침에 이거때문에 화장시간 좀 줄일수있겠네요 근데 펄 느낌이 전혀 없다는 ㅋㅋ,3,
176,"발림성 최고입니다~ 손등에 해보고 별로 티 안나네? 했는데~ 실제로 화장 하니까 발림성과 팩트가 굉장히 잘 먹습니다~^^ 작은 빤짝이 입자가 있는지 얼굴에 반짝반짝 하는 느낌이 나구요~ 배송도 빠르고 가득가득 넣어주신 사은품들~ 팩이며, 선블럭이며~ 너무너무 좋습니다~!",5,
177,이번이 두번째 구매하는건데역시 비비는 이게 좋더라고요ㅋㅋ여러회사 제품 많이 써봤는데여태까지 써본거 중에서 제일？I찬아서앞으로 이거 쭈욱 쓸라고여ㅋㅋㅋ,5,
178,사용후기평이 좋아 선택했는데요 펄이 있어서 반짝거림은 있으나 이것이 세수할때 꼼꼼히 씻는다고해도 남아있어서 좀 아쉽네요 다음에 살땐 펄감있는거는 선택 안할거 같아요 우선 바르면 쏘옥 하고 흡수되는 것이 좋긴한데 커버력이 별로인듯 해요... 그래서 좀 아쉽네요,4,
179,다른제품 산소 비비 쓰다가 그건 너무 얇게 발려서 다른거 써볼까 하고 찾다가 상품평보고 주문했는데요 발림과 커버력은 어느정도 좋고요 유지력은 글쎄요 아무래도 펄비비라 그런지 저녁까지 있다보면 기름좀 지는거 같은데 이정도면 괜찮아요~,5,
180,상품평들이 너무 좋아서 진짜 좋은건가 싶어 구매한건데 생각보다 별루네요 은은한펄감이고 잡티같은건 소량으론 절대 가려지지 않아요 떡칠해야 가려질런지...,3,
181,잘모르겠어요배송은 금욜 5시넘어서 했는데 담날 오전에 받았으니짱입니다쓰던게 있어서 오늘 덧발라 봤는데요잘모르겠습니다. 나중에 첨부터 써봐야지요,5,
182,"좋아요~ 어제 배송받고 오늘 바로 사용했습니다. 펄이 있어서 그런지 전에 쓰던 비비보다 좀 더 밝아보이네요, 1+1이라 한개는 다른분게 드렸는데요~ 그분도 좋다네요~",5,
183,"구입후 바로 사용해보았는데요, 비비는 그럭저럭.. 커버력이 뛰어나진않지만, 깔끔한 느낌이 있네요.뭉치지도않고, 여름철 사용에 딱인듯해서 잘 구입한거같습니다.",5,
184,약간의 펄감이 있긴 하지만 거의 티 안나구요 커버력은 별로 많진 않지만 제 피부톤(아주 보통 피부)과 잘 맞아 얼굴만 허옇게 뜨는건 없네요 쌩얼같은 표현이예요ㅋ,5,
185,아주좋네요 사용할때 왠지 매마른느낌이 조금 들기는 하지만 영양크림등 약간의 유분? 있는 화장품 바르고 덧발라고 덩어리으낌 없이 갈끔하게 발라집니다. ,5,
186," 여태 썼던 비비크림 중에 제일 좋은 거 같아요 커버력도 어느 정도 바쳐주고 펄감도 좋고, 피부가 좋아보이네요 게다가 배송도 빠르고 ㅎㅎㅎㅎㅎㅎㅎㅎㅎ 정말 마음에 들었습니다!!!!!!!!!!!!!!!1",5,
187,비비를 처음 사용해봐서 좋은건지 나쁜건지 잘 모르겠내요..사용해보고 좋으면 재주문하고 아니면 욕을 남길께요.ㅋㅋㅋ참고로 전 남자입니다,3,"가격 괜찮네요,배송 빨라요"
188,이모네집에 갔다가 이모가 한번 써보더니 좋다고 시켜달라고해서주문햇는데 역시나 배송도 빠르구요 40대가 쓰는데도 피부에 맞는지 괜찮다고 하네요 ,5,
189,처음 구매해서 혹시나 싶어 샘플부터 사용해봤는데피부에 잘맞네요~ 잡티나 모공이 얇게 잘가려지는거 같아요~저한테는 딱 좋으네요~ 만족합니다~ 번창하세요~,5,
190,대부분의 상품들이 좋아 자주 구매하는 편인데 같은 상품으로 1+1보다는 가격을 내렸으면 좋겠어요...아니면 다른 상품끼리 2개씩 묶어 판매를 했으면 좋겠습니다..^^:,5,
191,2일 주문하고 5일 저녁 받았음 뭐 연휴 껴서 배송이 이틀 걸린거 같음 .쓸만함 좀 건조한 내피부 손등에 테스트 한결과 발림성 괜찮음 ! 누군 매트 하다는데 난 이정도면 괜찮음,5,
192,엄마생신선물로 드렸는데... 넘 좋아하시네요^^저도 비비크림 떨어져서 2개시켜서 총 4개... 우와...짱 조아요....2개는 엄마 선물로 드리고 1개는 제가 쓰고 한개는 올케주고...인심팍팍!!!,5,
193,"다른상품 구매후 샘플이 와서 사용해봤는데요, 샘플이더라도 제 피부에 맞는 듯한 느낌이 있어서 구매하게됐어요...다른 비싼 브랜드 사용할 필요가 없네요...좋아요",5,
194,솔직히 잘 모르는 제품이라 반신반의했는데 초민감성 제 피부에 트러블도 안 일으키고잘 발리고 있어요. 캐시캣꺼두 써보고 딴 거 샘플도 써봤는데.. 이게 정말 짱이네요!!너무 잘 산 거 같아요,5,
195,비가 많이와 해가 안나도 이럴때 더 살이 타겠다 생각했어요. 그래서 11번가에서 자외선 차단제를 검색하던 중 이 상품을 고르게 되었어요. 가격뿐만 아니라 성능까지 정말 마음에 들었습니다. 이 제품은 끈적임이 없고 자외선 차단도 되는것 같아요. 대체로 만족합니다.,5,
196,전 개인적으로 이상품 두번때 구입했는데요... 처음 구입했을때도 써 보고 좋아서 칭구 비비크림이 떨어졌다길래 선물로 써보라고 줬더니 좋다공 하드라구요... 그래서 이번에도 구입해서 하나는 제가 쓰공 하나는 칭구 선물로 줬습니다. 정말 좋아요... 굳이 다른거 덧발을 필요없이.. 스킨로션에 전 이 비비만 바르고 다닌담니다...ㅎㅎ 강추에요...,5,
197,괜찮네요.. 상품평이 나름 괜찮아서 고민하다 이제품을 구매했는데요..발림이나 커버력이 무난한것 같아요..하지만 펄은 거의 티가 안난다는거...전 그래서 좋았지만..ㅋㅋㅋ,5,
198,비비가 떨어져가지고 싼거 살가 하다가 여러가지가다 포함된 이 비비로 골랐어요~ 가격이 조금 비싸서 고민했었지만 괜찮은 것 같아요! 1+1이라 더 마음 드네요^^,5,
199,저 남자인뎅 건성피부이고 일반비비처럼 하얗게되는게아니고 진짜 모공같은거 자연스레가려주고 피부가 되게깨끗해보임 끈적이지도않고 냄새도좋넹,5,"가격 싸게 샀어요,배송 빨라요"
200,이번이 세번째 구매에요.. 첫번째와 두번째는 어린이집 선생님 선물로..^^이번것은 제가 사용할려구요.. 그동안 샘플만 사용하다가 다시 구매했네요.. 배송 빠르고 좋아요,5,
201,"배송 주문후 하루뒤에 발송문자를 받았고, 또 하루뒤에 상품 수령했습니다. ^^ 아직 사용해보진 않았으나.. 전에 구매했던 엔뜨라다 폼클렌징 제품이 상당히 만족이라 믿고있습니다^^",5,
202,정말정말 좋아요 좋아도 너무 좋아요 비비크림을 쓰면 다 잘 안맞아서 항상 후회하고 사도 버리고 했는데 이건 진짜 얼굴 커버도 되고 화장 안한것 같고 정말정말 좋은 제품입니다 물건사고 사용후기 쓰는건 처음 입니다 넘 넘 좋아서 정말 정말 사업 번창하세요 자주 구매 하겠습니다,5,
203,배송 무지 빠르구요 상자 열어보니 아주 푸짐하네요. 1+1이라서 하나는 동서주려구요.. 쿠폰에 포인트 사용해서 이만원가까이 주고 구입햇네요. 감사합니다.,5,
204,샘플먼저 써보았더니상당히 매트합니다. 제가 좀 많은 건성피부라 약간 놀랐는데 얇게 펴바르니 흡수력은 좋더군요. 커버력이 좋아서 나름 만족합니다.,5,
205,상품평을 보고 구매했는데 생각보다 정말 좋습니다. 촉촉한 느낌에 발림이 좋고 잡티도 타 비비크림보다 잘 커버가 되는것 같습니다. 아주 만족스럽습니다.,5,
206,"가격이 많이 착한것 같지는 않은 감이 있지만 1+1이기도 하고 샘플도 많이 챙겨주시네요 포장도 깔끔하게 해서 오구요, 엄마가 예전에 한번 사용해보시고는 좋다면서 재 구매 해달라고해서 재구매했습니다 제가 직접 써보지는 않았지만 좋은것 같네요ㅋㅋㅋㅋㅋㅋㅋㅋ",4,
207,처음 이상품을 샀을땐 구매후기를 보고 샀는데요~ 써보니깐 넘 괜찮더라고요~~ 그래서 다쓰고 재구매했구요~ 가격도 저렴한데 1+1이라 엄마랑 하나씩 나눠쓰고 있어요~~ 사은품으로 팩이랑 모공팩주셔서 감사히 잘 써봤구요~ 폼클링징도 구매해볼까 합니다~~,5,
208,헐 몰 그렇게 충실히 작성하라는건지 아직 안 써봐서 몰라요그냥 쓸만할듯 일단 두개 와서 좋고 괘찮겠지모 아직 쓰던거 있어서 안써봤어 더 하얗게 되는거 같애 이게 ,5,
209,"굉장히 촉촉한거 같아요..제가 좀 지성이라서 그런지모르겠지만요,, 펄감은 거의 보이지않을 정도이구요.., 커버력은 그렇게뛰어나진 않은듯...건성인분들이 사용하시면 좋을거 같아요,, 그렇게나쁘진 않아요,,판매량도 좋고 상품평도 좋아서 제가 기대를 많이 한거 같아요,,",5,
210,상품도착 후 테스트겸 세수도 안하고 발라 봤어요..시간이 갈수록 내피부에 맞게 자연스런 빛을 발하네요..좋아요 어제주문 오늘 아침에 도착 .깜짝 놀랐어요,4,"가격 괜찮네요,배송 빨라요"
211,아직 받아보진 못햇는데 만족스런 상품이엇음조켓다ㅍㅍ 밀착력도 좋고 발색력도 조으며 화사한 피부톤이 되면 조켓다ㅍㅍㅍㅍㅍㅍㅍㅍㅍㅍ 상품평이 조아서 사게됫는데 화장이 잘 먹엇음 조켓ㅍㅍㅍㅍㅍㅍㅍ다 조금만 발라도 뜨지ㅍㅍㅍㅍ 안코 예쁘길 바란다,5,
212,지성피부라 이것저것 써보았는데 오늘배송받자마자 기대감에 얼른발라보았는데 발림성이좋네요^^ 펄력은잘모르겠지만  괜찮은듯하네요!배송도빠르고  왕대박나세요!~~  ,5,
213,아직 제품은 써보진 안았지만 이것저것 챙겨주신 샘플이 맘에드네여..오케이 케시백 포인트로 거의 공짜로 사다시피해서 더욱 맘에듭니다..많이파세여,5,
214,전체 피부 사용 가능 이라고 해서 구매했는데 제피부에 비하면 조금 어두운 편이긴 하네요 그래도 칙칙하진 않은거 같아요 싸게산거에 비하면 무난하게 쓸만한거 같아요 잘쓸께요^^,3,
215,"하하하하,이전에 이걸 우연히 쓰게 되고 나서 좋은 것같아서 다시 한번 구매합니다.살짝 펄도 들어있고 얼굴에 바르는 느낌이 좋네요..^^좋은 상품 감가 합니다.ㅎ",5,
216,"비비크림?다가눈빠지는줄알ㅇ앗네여 결국 ?은곳이여긴데,,원플러스원이라 좋구요..칭구랑 나눠?것등요..아직 써보진않앗지만 상품평이 일단 좋으니깐 믿고 삿어요,,당근 좋겟지요?제가좀 예민한피부인데,,잘맞앗으묜 좋겟구요..괜찮으면 여기단골가게해야겟어여..ㅎㅎ항상번창하세여",5,
217,일단 정말 빠른 배송 감사드립니다. 커버력은 아직까진 모르겠어요 그냥 나쁘진 않은것 같은데 조금더 써봐야 알것 같아용 향도 좋고 나름 괜찮아용,3,
218,이제 2？a도 쓰고 있는데 좀 화장을 오래 안지우니 예전에 사용하던것보다 얼굴이 좀 따끔거리긴 했는데 곧 적응될듯하네요~ 그래도 수분이 많은 편이라 만족합니다. ,5,
219,발림성도 좋은데 커버력은 생각보단 좀.. 글구 제 피부엔 좀 어두워 보이는듯한느낌이 드는것같은데...기대를 너무 많이 한 탓인가? 그래두 암튼 가격대비 그런대로 만족한편!,3,
220,좋습니다 항상애용하고있는데 지속력도좋고 번들거림도 적습니다 다만 좀 푸석푸석한감이들어서 스킨만바르시고쓰시는분들은 좀땡길수도있겠네요,4,"가격 싸게 샀어요,배송 보통이에요"
221,"비비 1+1  여기저기 선물하느냐고 3개나 구입했는데요~~~받은분들이 모두 하는말,,.,,, 아직 써 보진 않았지만 구성이 좋다네여~~상품평이 모두 대만족이길래 믿고 샀는데... 믿고 산 만큼 실망은 없을듯 해여~~ ",5,
222,손등에 발라봤는데 발림이 좋은거 같아요반짝이도 아주 살짝 들어가있고얼굴에는 아직 바르지않아봐서 뭐라 말할순없지만..커버력보다는~~~ ^^ 커버력은 글세요~~~ㅋㅋ ^^,5,
223,아직 써보진 않았지만.. 하도 좋다 하길래 좋을꺼라 미리 예상하고 있습니다..ㅋ 근데 유통기한은 어디 써있나요?;; 암만봐도 안보이던데.. 언제까지 쓸수있는지 궁금..;,5,
224,"물건잘 받았어요,  생각보다   크기가  작네요  더 큰줄 알았는데   그래도  사은품이 많아   좋아요사용해보고    후기 올릴께요   빠른 배송 감사 합니다.   많이 파 세 요~~~",5,
225,처음 서보는 비비크림인데.. 어떨까 고민 했었는데.. 써 보는 순간 완전 반해버렸답니다.. 가격대비 제품이 너무 마음에 들어요.. 펄이 들어가 있어서 반짝 이는게 너무 마음에 들고 흡수력도 좋고..또 무엇보다 1 플러스 1이라서 너무 좋아요... 처음 샀는데 후회 안하고 다음에 또 사야겠다는 생각이 드네요...,5,
226,이번에 2번째 쓰는 BB 크림인데 먼저쓰던 제품보다 용량은 적긴 하지만 1+1 행사 덕분에 저렴하게 구매했습니다. 향두 좋구 커버력도 괜찮은것 같아요... ,5,
227,배송빠르고 좋네요.. .BB크림을 처음써봐서 그러는지는 모르겠는데.바르고 나니까 반짝반짝 거리는게 살짝 걸리는데품질하나는 좋은거 갔네요. 번창하세요,5,
228,분명... 반짝이는 효과가 있을꺼라고 하던데... 펄은 어디서 찾아야 하는걸까요? 커버력은 기대는 안했찌만.. 그래도 너무 커버력 없는데요? 비비크림이 맞긴한걸까요? 두개 받아서 한개는 어디로 없어졌는지도 모를정도로 사용안하고 있습니다. 정말 안습이네요..ㅠㅠ,5,
229,샘플이 생각보다 많이 와서 좋았어요..^^상품도 괜찮아요..^^ 작은양으로도 커버력이 있어서 좋아요..자외선 지수는 그리 높지않아서.. 따로 선크림을 발라야 할꺼같네요...,5,
230,오늘 써 봤는데 좋아요 어떤건 조금만 해도 얼굴이 허얘지는데 이건 적당량 바르면 정말 피부 커버되고 얼굴도 심하게 하얘지진 않아서 딱 좋네요,5,
231,커버가 너무너무너무 안됨 심해도너무심함 왠만해선그냥쓰는데 더싼것도 커버이만큼안되진않는데 얇게발리고 쌩얼같긴한데 거버안되니 별로,2,
232,주말 약속이 있어서 사용했는데 금액에 비해 너무너무 좋아요 캐시백포인트도 합하여 사서 저념한 가격에 두개를 선물로 받은것 같습니다,5,
233,두 번째 사용이예요. 이것저것 많이 써봤는데 이제품만한게 없더라구요. 커버력도 좋고 톤도 적당하고 유분기랑 아무튼 다 적당한것같아요. 나이가 있어서 너무 매트한것도 안 좋아서요^^ 장시간 사용해도 뜨거나 갈라지지 않아서 좋아요 암튼 최고!,5,
234,정말 빠른 배송이네요.  어제 오후에 주문했는데 벌써 받아 보았습니다.아직 사용은 하지 않았는데 다른분들의 평과 다르지 않으리라 기대합니다.,3,
235,좋은가격에  샘플도 많이 주시고 배송이 약간 느렸던것만 빼면 아주좋네요..상품은 아직 안써봐서 뭐라 말할순 없지만 암튼 구성은 마음에 드네요.,5,
236,우선 배송이  빨라서 마음에 들엇구여 제품도 좋은것같아여 피부에  착달라 붙는느낌 맘에 드네여 무척망설엿는데 후회하지 않을듯 하네여,5,
237,완전 만족 어버이의날때 엄마 선물 해드렸는데 제가 쓰고 있네요~ 첨은 넘 어두워서 걱정했는데 걱정과 달리 너무 좋은듯!엄마랑 저랑 같이 쓰고 있어욤!! 1+2는 언제 할까나~~~~,5,
238,많이 파세요 나름 만족합니다 1 플러스 1이라 글수도 잇는데 잘쓰겟습니다 ~ 하하하하하하하하하하하하하 돈값 햇으면 좋겟습니다 만이 추천합니다 잘쓰겟습니다 아이러브 포레버 비비 남자가 쓰기에는 괜찮은 제품인듯 합니다 한듯 안한듯 .. ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,5,
239,저번처럼 샘플도 몇개 챙겨주시고 감사합니다 ㅎㅎㅎ느낌이 좋아 계속 구매하고있네요 ㅎㅎㅎ 이제 이거 두개가지면 일년은쓰겠는데요 ㅋㅋㅋ,5,
